"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949085,902,1,12
2,949101,890,1,8
3,949096,897,1,6
4,949120,875,1,4
5,949130,862,0,8
6,949108,885,0,7
7,949125,871,0,4
8,949152,843,3,2
9,949158,839,1,2
10,949183,813,1,3
11,949203,790,2,5
12,949190,802,3,5
13,949151,838,4,7
14,949141,846,3,10
15,949167,810,12,11
16,949145,838,7,10
17,949132,843,8,17
18,949153,825,8,14
19,949166,819,4,11
20,949155,827,6,12
21,949142,833,10,15
22,949165,808,6,21
23,949191,782,3,24
24,949184,785,5,26
25,949206,769,4,21
26,949220,761,7,12
27,949252,735,8,5
28,949259,729,9,3
29,949247,745,5,3
30,949241,749,9,1
31,949227,765,7,1
32,949239,752,6,3
33,949243,747,3,7
34,949240,748,3,9
35,949211,781,2,6
36,949206,784,3,7
37,949216,776,1,7
38,949170,821,1,8
39,949198,792,3,7
40,949217,763,5,15
41,949221,761,9,9
42,949192,799,1,8
43,949155,828,5,12
44,949117,858,4,21
45,949076,901,4,19
46,949089,894,4,13
47,949078,909,5,8
48,949078,910,3,9
49,949049,941,2,8
50,949067,921,0,12
51,949075,916,1,8
52,949064,924,1,11
53,949068,918,2,12
54,949048,939,0,13
55,949000,983,2,15
56,948985,996,3,16
57,948984,1006,1,9
58,948969,1017,2,12
59,948987,995,4,14
60,948990,992,2,16
61,949020,968,0,12
62,949032,953,1,14
63,949016,972,1,11
64,949034,946,1,19
65,949064,918,3,15
66,949006,973,2,19
67,949032,944,1,23
68,949029,947,1,23
69,949021,950,4,25
70,949023,945,3,29
71,949010,950,5,35
72,948966,995,4,35
73,948953,1004,3,40
74,948946,1008,4,42
75,948955,995,3,47
76,948929,1024,5,42
77,948888,1062,8,42
78,948875,1069,6,50
79,948849,1099,10,42
80,948814,1137,9,40
81,948824,1128,9,39
82,948868,1078,11,43
83,948837,1116,12,35
84,948836,1114,14,36
85,948817,1128,20,35
86,948813,1139,14,34
87,948758,1181,19,42
88,948746,1204,15,35
89,948730,1223,11,36
90,948698,1256,5,41
91,948717,1244,3,36
92,948720,1242,2,36
93,948703,1252,6,39
94,948688,1261,13,38
95,948688,1259,19,34
96,948701,1240,24,35
97,948744,1221,18,17
98,948733,1230,16,21
99,948722,1231,21,26
100,948742,1215,14,29
101,948736,1227,10,27
102,948710,1256,12,22
103,948708,1255,12,25
104,948709,1255,14,22
105,948674,1300,9,17
106,948706,1277,2,15
107,948704,1278,5,13
108,948747,1243,7,3
109,948737,1253,5,5
110,948769,1217,9,5
111,948791,1190,15,4
112,948767,1205,22,6
113,948824,1156,15,5
114,948831,1149,14,6
115,948817,1163,15,5
116,948833,1151,12,4
117,948822,1168,7,3
118,948850,1145,4,1
119,948835,1159,5,1
120,948887,1106,6,1
121,948881,1110,8,1
122,948878,1115,7,0
123,948907,1087,5,1
124,948876,1120,4,0
125,948972,1018,10,0
126,948951,1042,7,0
127,948949,1046,5,0
128,948942,1052,5,1
129,948921,1073,5,1
130,948878,1117,3,2
131,948878,1112,7,3
132,948876,1110,11,3
133,948878,1110,6,6
134,948887,1100,8,5
135,948923,1066,7,4
136,948907,1079,11,3
137,948882,1108,9,1
138,948826,1167,4,3
139,948808,1182,4,6
140,948852,1140,2,6
141,948853,1137,2,8
142,948839,1153,1,7
143,948793,1200,1,6
144,948794,1197,2,7
145,948791,1194,9,6
146,948761,1222,10,7
147,948780,1205,8,7
148,948723,1265,8,4
149,948675,1309,9,7
150,948660,1328,5,7
151,948629,1355,6,10
152,948642,1337,9,12
153,948740,1250,3,7
154,948776,1215,4,5
155,948812,1176,4,8
156,948781,1207,6,6
157,948818,1171,5,6
158,948859,1119,10,12
159,948862,1120,7,11
160,948822,1159,14,5
161,948835,1153,9,3
162,948847,1144,8,1
163,948801,1187,3,9
164,948852,1133,3,12
165,948847,1135,3,15
166,948827,1151,2,20
167,948817,1172,0,11
168,948787,1202,1,10
169,948793,1197,1,9
170,948809,1182,0,9
171,948799,1185,2,14
172,948865,1115,0,20
173,948919,1059,0,22
174,948893,1089,1,17
175,948914,1070,1,15
176,948910,1074,1,15
177,948926,1066,1,7
178,948907,1080,3,10
179,948867,1110,7,16
180,948810,1168,7,15
181,948817,1165,4,14
182,948821,1153,5,21
183,948859,1107,5,29
184,948899,1069,1,31
185,948939,1026,1,34
186,948956,1005,4,35
187,948959,1008,6,27
188,948963,1007,3,27
189,948980,982,3,35
190,948940,1025,1,34
191,948988,975,0,37
192,949026,944,0,30
193,949018,944,2,36
194,949010,955,0,35
195,949016,943,0,41
196,949020,924,2,54
197,949020,922,4,54
198,948969,973,4,54
199,948995,961,5,39
200,948995,961,5,39
201,948981,974,5,40
202,948960,996,1,43
203,948992,968,0,40
204,948978,975,1,46
205,948972,977,3,48
206,948974,973,3,50
207,948977,981,3,39
208,948968,991,7,34
209,948977,984,8,31
210,948986,980,8,26
211,948923,1038,5,34
212,949006,948,5,41
213,949018,952,3,27
214,949020,953,0,27
215,949020,953,0,27
216,949024,946,2,28
217,949024,939,3,34
218,948977,967,5,51
219,948985,963,3,49
220,948947,996,5,52
221,949025,920,5,50
222,949009,942,6,43
223,949004,936,14,46
224,949006,926,16,52
225,948985,946,15,54
226,949007,931,8,54
227,948981,953,5,61
228,949026,915,4,55
229,949047,886,8,59
230,949041,892,9,58
231,948998,947,6,49
232,948986,964,3,47
233,949008,947,1,44
234,949050,906,0,44
235,949061,880,1,58
236,949044,904,1,51
237,949030,913,4,53
238,949014,925,2,59
239,948999,947,2,52
240,948987,967,1,45
241,948998,956,0,46
242,948995,953,0,52
243,949016,932,1,51
244,949030,925,1,44
245,949014,928,2,56
246,949025,907,2,66
247,948999,939,0,62
248,948924,1009,0,67
249,948911,1034,0,55
250,948900,1055,0,45
251,948883,1080,1,36
252,948902,1072,1,25
253,948918,1050,0,32
254,948954,1022,1,23
255,948978,980,4,38
256,949004,948,0,48
257,948989,958,2,51
258,948955,979,1,65
259,948930,994,3,73
260,948909,1009,2,80
261,948918,1014,2,66
262,948894,1057,1,48
263,948925,1024,3,48
264,948845,1097,1,57
265,948812,1112,3,73
266,948776,1149,1,74
267,948763,1153,0,84
268,948778,1132,0,90
269,948789,1117,1,93
270,948816,1093,2,89
271,948808,1098,1,93
272,948778,1131,1,90
273,948813,1106,0,81
274,948793,1122,3,82
275,948798,1122,3,77
276,948783,1133,0,84
277,948826,1094,0,80
278,948787,1147,0,66
279,948777,1153,0,70
280,948768,1155,2,75
281,948783,1151,4,62
282,948788,1142,3,67
283,948787,1138,2,73
284,948753,1170,1,76
285,948704,1213,2,81
286,948675,1236,0,89
287,948631,1267,1,101
288,948647,1239,0,114
289,948580,1295,0,125
290,948540,1327,0,133
291,948502,1359,1,138
292,948502,1359,3,136
293,948513,1339,5,143
294,948517,1329,12,142
295,948529,1318,12,141
296,948560,1271,12,157
297,948584,1261,11,144
298,948567,1297,7,129
299,948515,1347,3,135
300,948517,1325,2,156
301,948486,1347,7,160
302,948532,1286,7,175
303,948586,1230,7,177
304,948601,1211,10,178
305,948591,1241,9,159
306,948654,1199,7,140
307,948675,1171,8,146
308,948732,1116,7,145
309,948741,1111,7,141
310,948694,1132,8,166
311,948772,1062,6,160
312,948773,1072,2,153
313,948742,1113,0,145
314,948712,1124,0,164
315,948741,1102,0,157
316,948749,1088,2,161
317,948712,1111,3,174
318,948751,1084,5,160
319,948725,1082,8,185
320,948678,1117,2,203
321,948710,1090,5,195
322,948729,1085,1,185
323,948791,1028,0,181
324,948810,1001,2,187
325,948802,1023,1,174
326,948832,961,0,207
327,948890,912,2,196
328,948879,908,1,212
329,948884,904,4,208
330,948915,868,5,212
331,948900,882,2,216
332,948956,854,2,188
333,948927,904,3,166
334,948898,914,4,184
335,948918,908,4,170
336,948866,947,4,183
337,948870,934,17,179
338,948833,952,14,201
339,948809,962,8,221
340,948775,982,4,239
341,948769,1008,7,216
342,948804,989,4,203
343,948778,1016,5,201
344,948788,991,4,217
345,948828,962,3,207
346,948823,958,9,210
347,948844,939,10,207
348,948855,917,10,218
349,948858,940,5,197
350,948815,963,6,216
351,948773,983,9,235
352,948798,986,9,207
353,948806,955,6,233
354,948774,981,8,237
355,948789,970,7,234
356,948777,969,7,247
357,948753,985,9,253
358,948762,968,11,259
359,948762,964,12,262
360,948709,1021,7,263
361,948682,1053,10,255
362,948691,1037,6,266
363,948651,1058,4,287
364,948631,1071,8,290
365,948587,1066,6,341
366,948575,1066,8,351
367,948604,1046,6,344
368,948664,990,5,341
369,948689,945,2,364
370,948692,940,3,365
371,948719,946,4,331
372,948735,915,0,350
373,948679,956,1,364
374,948670,961,1,368
375,948667,956,3,374
376,948659,956,2,383
377,948652,967,9,372
378,948670,945,6,379
379,948647,992,6,355
380,948710,943,5,342
381,948695,955,2,348
382,948757,919,0,324
383,948765,922,0,313
384,948765,924,0,311
385,948695,989,4,312
386,948707,954,6,333
387,948719,925,9,347
388,948690,939,7,364
389,948683,978,4,335
390,948692,982,4,322
391,948685,966,2,347
392,948713,966,0,321
393,948692,998,0,310
394,948775,952,0,273
395,948767,951,0,282
396,948771,926,0,303
397,948811,897,1,291
398,948839,869,0,292
399,948802,895,0,303
400,948840,864,1,295
401,948843,851,1,305
402,948816,867,0,317
403,948822,853,0,325
404,948762,886,1,351
405,948757,863,0,380
406,948726,882,0,392
407,948712,891,0,397
408,948760,878,0,362
409,948728,888,0,384
410,948719,895,0,386
411,948678,896,0,426
412,948694,865,0,441
413,948661,894,1,444
414,948691,864,1,444
415,948708,855,3,434
416,948733,851,4,412
417,948750,844,9,397
418,948775,804,10,411
419,948741,811,8,440
420,948698,859,13,430
421,948679,886,10,425
422,948725,844,6,425
423,948715,865,7,413
424,948680,871,6,443
425,948698,855,13,434
426,948676,877,16,431
427,948706,829,15,450
428,948658,874,11,457
429,948637,918,8,437
430,948669,903,4,424
431,948645,940,8,407
432,948660,917,9,414
433,948624,959,3,414
434,948632,958,9,401
435,948631,965,9,395
436,948656,947,14,383
437,948708,902,10,380
438,948684,903,12,401
439,948685,921,18,376
440,948689,923,20,368
441,948707,932,11,350
442,948732,899,11,358
443,948773,865,11,351
444,948816,841,13,330
445,948827,846,17,310
446,948833,835,23,309
447,948865,818,18,299
448,948850,841,18,291
449,948820,880,18,282
450,948784,887,11,318
451,948784,898,5,313
452,948825,874,4,297
453,948814,866,2,318
454,948763,890,1,346
455,948779,879,0,342
456,948800,839,0,361
457,948836,810,0,354
458,948870,766,0,364
459,948857,777,0,366
460,948846,804,1,349
461,948830,820,2,348
462,948831,824,0,345
463,948771,834,1,394
464,948742,854,3,401
465,948759,872,2,367
466,948723,912,2,363
467,948770,872,3,355
468,948793,855,3,349
469,948761,868,1,370
470,948785,836,1,378
471,948825,808,1,366
472,948860,795,1,344
473,948870,791,0,339
474,948925,746,2,327
475,948935,765,1,299
476,948959,726,1,314
477,948908,752,2,338
478,948919,738,4,339
479,948883,778,3,336
