"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,939324,7776,2894,6
2,937273,8057,4666,4
3,934726,8531,6742,1
4,932065,9132,8799,4
5,929192,9969,10831,8
6,925875,10995,13126,4
7,922327,12074,15591,8
8,918094,13475,18428,3
9,913500,15108,21387,5
10,909086,16847,24061,6
11,903878,18885,27222,15
12,898364,21039,30586,11
13,892422,23460,34103,15
14,886555,26093,37343,9
15,880228,29094,40668,10
16,873127,32333,44525,15
17,865804,35636,48535,25
18,858582,39425,51978,15
19,850473,43274,56240,13
20,842352,47574,60053,21
21,833851,51856,64276,17
22,824984,56341,68654,21
23,816015,61221,72734,30
24,807297,66284,76399,20
25,797879,71540,80548,33
26,788180,77217,84579,24
27,778611,83043,88319,27
28,768077,88928,92967,28
29,757890,95283,96808,19
30,747288,101635,101048,29
31,736463,108238,105263,36
32,725494,115409,109050,47
33,714289,122538,113135,38
34,702679,129855,117433,33
35,691211,137613,121132,44
36,679661,145430,124853,56
37,667757,153293,128888,62
38,656143,161521,132286,50
39,644387,170172,135385,56
40,632819,178661,138457,63
41,621166,187461,141322,51
42,608764,196327,144857,52
43,597211,205377,147352,60
44,584883,214764,150285,68
45,572647,224196,153090,67
46,560683,233536,155703,78
47,548294,243199,158443,64
48,536577,252866,160499,58
49,524653,262505,162758,84
50,512565,272534,164805,96
51,500136,282510,167253,101
52,488228,292960,168727,85
53,476143,303114,170658,85
54,464190,312837,172887,86
55,452571,323203,174114,112
56,441034,333459,175418,89
57,429344,343814,176738,104
58,417711,354330,177843,116
59,406677,364378,178829,116
60,395398,374449,180029,124
61,383831,384611,181456,102
62,372424,395478,181992,106
63,361677,406024,182205,94
64,350756,416496,182647,101
65,339851,426598,183444,107
66,329133,437088,183654,125
67,318592,446618,184627,163
68,308406,456810,184643,141
69,298150,467018,184682,150
70,288355,477326,184169,150
71,278422,487461,183986,131
72,268794,497809,183246,151
73,259507,507945,182386,162
74,250917,517524,181427,132
75,241872,527594,180386,148
76,233375,537657,178851,117
77,225056,546905,177915,124
78,217665,556767,175411,157
79,209740,566120,173972,168
80,202352,575663,171828,157
81,194994,585271,169576,159
82,188009,594864,167002,125
83,180997,604482,164365,156
84,174100,613946,161781,173
85,167375,622991,159452,182
86,160746,632031,157034,189
87,154260,641380,154192,168
88,148014,650059,151763,164
89,141982,658827,149033,158
90,136249,667426,146140,185
91,130594,675783,143459,164
92,125087,684153,140566,194
93,119909,692338,137576,177
94,115103,700281,134465,151
95,110440,708228,131180,152
96,105937,715933,127970,160
97,101157,723935,124734,174
98,96761,731270,121794,175
99,92389,738692,118760,159
100,88234,745812,115790,164
101,84149,752736,112952,163
102,80633,759160,110029,178
103,77264,765662,106879,195
104,74172,771970,103646,212
105,71003,777973,100838,186
106,67924,783815,98072,189
107,64923,789431,95474,172
108,62007,795117,92689,187
109,59447,800438,89907,208
110,56534,805921,87364,181
111,53969,810827,85033,171
112,51481,815991,82354,174
113,49094,820651,80078,177
114,46674,825270,77878,178
115,44565,830109,75128,198
116,42558,834374,72868,200
117,40292,838882,70631,195
118,38216,843075,68521,188
119,36405,847234,66171,190
120,34512,851194,64102,192
121,32465,855083,62252,200
122,30683,858850,60279,188
123,29049,862438,58295,218
124,27464,865856,56490,190
125,25804,869477,54549,170
126,24104,872894,52810,192
127,22663,875829,51315,193
128,21171,878994,49660,175
129,19826,882168,47817,189
130,18350,885017,46447,186
131,16951,887418,45439,192
132,15718,890133,43989,160
133,14522,892574,42706,198
134,13457,894711,41687,145
135,12433,897028,40314,225
136,11360,899196,39221,223
137,10562,901294,37942,202
138,9619,903350,36823,208
139,8782,905213,35811,194
140,8101,907039,34663,197
141,7431,909060,33317,192
142,6758,911060,31951,231
143,6126,912718,30961,195
144,5516,914605,29677,202
145,4966,916164,28690,180
146,4510,917816,27484,190
147,3960,919502,26366,172
148,3537,921198,25078,187
149,3049,922952,23798,201
150,2703,924603,22505,189
151,2398,925907,21520,175
152,2193,927292,20321,194
153,1905,928563,19342,190
154,1637,930000,18154,209
155,1437,931093,17277,193
156,1257,932464,16109,170
157,1047,933488,15250,215
158,895,934389,14505,211
159,731,935490,13602,177
160,624,936474,12697,205
161,551,937459,11780,210
162,453,938356,10974,217
163,384,939026,10420,170
164,306,939739,9757,198
165,272,940431,9102,195
166,180,941053,8590,177
167,156,941690,7959,195
168,109,942227,7461,203
169,73,942686,7053,188
170,27,943072,6726,175
171,11,943449,6343,197
172,0,943887,5894,219
173,0,944308,5522,170
174,0,944684,5130,186
175,0,945009,4803,188
176,0,945221,4564,215
177,0,945552,4253,195
178,0,945962,3859,179
179,0,946321,3520,159
180,0,946550,3253,197
181,0,946787,3004,209
182,0,946948,2833,219
183,0,947172,2633,195
184,0,947410,2393,197
185,0,947588,2213,199
186,0,947640,2167,193
187,0,947803,2021,176
188,0,947824,1946,230
189,0,947972,1830,198
190,0,948025,1771,204
191,0,948102,1722,176
192,0,948187,1628,185
193,0,948271,1522,207
194,0,948236,1552,212
195,0,948223,1579,198
196,0,948216,1588,196
197,0,948211,1596,193
198,0,948315,1488,197
199,0,948212,1569,219
200,0,948150,1614,236
201,0,948205,1587,208
202,0,948215,1587,198
203,0,948222,1587,191
204,0,948268,1560,172
205,0,948295,1526,179
206,0,948293,1496,211
207,0,948303,1517,180
208,0,948194,1582,224
209,0,948140,1638,222
210,0,948214,1595,191
211,0,948165,1649,186
212,0,948194,1590,216
213,0,948234,1553,213
214,0,948230,1601,169
215,0,948241,1573,186
216,0,948198,1605,197
217,0,948228,1558,214
218,0,948170,1621,209
219,0,948214,1603,183
220,0,948215,1607,178
221,0,948212,1602,186
222,0,948312,1518,170
223,0,948216,1555,229
224,0,948174,1628,198
225,0,948213,1586,201
226,0,948263,1531,206
227,0,948265,1552,183
228,0,948292,1523,185
229,0,948257,1544,199
230,0,948292,1506,202
231,0,948277,1541,182
232,0,948267,1531,202
233,0,948285,1528,187
234,0,948254,1536,210
235,0,948189,1612,199
236,0,948180,1594,226
237,0,948238,1587,175
238,0,948245,1542,213
239,0,948263,1547,190
240,0,948291,1527,182
241,0,948282,1523,195
242,0,948269,1549,182
243,0,948163,1606,231
244,0,948161,1625,214
245,0,948185,1638,177
246,0,948193,1628,179
247,0,948148,1659,193
248,0,948201,1613,186
249,0,948258,1545,197
