"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,948849,811,340,0
2,948549,852,599,0
3,948227,834,939,0
4,947914,840,1242,4
5,947501,865,1630,4
6,947076,880,2042,2
7,946501,878,2621,0
8,945893,902,3205,0
9,945315,911,3774,0
10,944485,961,4553,1
11,943752,984,5263,1
12,943025,1017,5957,1
13,942238,1019,6742,1
14,941259,1019,7721,1
15,940318,1030,8649,3
16,939219,1067,9713,1
17,938124,1054,10819,3
18,936937,1049,12012,2
19,935742,1118,13138,2
20,934486,1144,14367,3
21,933098,1161,15737,4
22,931751,1167,17079,3
23,930352,1174,18468,6
24,928786,1220,19982,12
25,927215,1235,21536,14
26,925537,1287,23167,9
27,923883,1342,24769,6
28,922285,1363,26346,6
29,920448,1413,28130,9
30,918341,1475,30178,6
31,916467,1528,32001,4
32,914386,1573,34032,9
33,912520,1609,35867,4
34,910286,1659,38044,11
35,908270,1685,40039,6
36,906194,1683,42114,9
37,904002,1674,44318,6
38,901385,1743,46863,9
39,899157,1839,48997,7
40,896902,1842,51253,3
41,894521,1890,53579,10
42,892019,1868,56099,14
43,889551,1914,58525,10
44,886934,1920,61126,20
45,884272,1972,63740,16
46,881619,1989,66380,12
47,878825,2047,69105,23
48,876037,2105,71842,16
49,872960,2141,74890,9
50,870044,2207,77738,11
51,866979,2236,80764,21
52,864122,2283,83581,14
53,860728,2344,86910,18
54,857768,2437,89772,23
55,854901,2491,92589,19
56,851655,2599,95720,26
57,848393,2621,98969,17
58,845146,2771,102063,20
59,841718,2839,105420,23
60,838511,2833,108640,16
61,835315,2747,111922,16
62,831790,2838,115346,26
63,828401,2855,118712,32
64,825096,2874,122002,28
65,821528,2913,125533,26
66,817974,2958,129040,28
67,814359,3009,132600,32
68,810674,3051,136242,33
69,806743,3118,140099,40
70,802981,3103,143893,23
71,799090,3102,147764,44
72,795293,3085,151575,47
73,791464,3216,155282,38
74,787582,3227,159155,36
75,783755,3186,163028,31
76,779778,3219,166966,37
77,775919,3257,170782,42
78,771842,3252,174870,36
79,767843,3274,178839,44
80,763814,3256,182888,42
81,759640,3267,187059,34
82,755366,3218,191384,32
83,750991,3181,195782,46
84,746937,3143,199885,35
85,742735,3123,204109,33
86,738449,3112,208382,57
87,734029,3131,212801,39
88,729315,3143,217493,49
89,724698,3170,222093,39
90,719875,3085,226990,50
91,715398,3081,231473,48
92,710634,3121,236191,54
93,706163,3120,240662,55
94,701586,3034,245326,54
95,697065,3096,249787,52
96,691961,3103,254875,61
97,687062,3089,259797,52
98,682403,3195,264340,62
99,677362,3123,269454,61
100,672300,3010,274635,55
101,667396,2978,279572,54
102,662511,2895,284544,50
103,657424,2883,289635,58
104,652008,2906,295026,60
105,646894,2788,300269,49
106,641654,2872,305407,67
