"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,578898,365601,3865,1636
2,592992,350930,4169,1909
3,606958,336497,4384,2161
4,620546,322422,4563,2469
5,634131,308170,4951,2748
6,647415,294373,5147,3065
7,659549,282161,5051,3239
8,671692,269876,4896,3536
9,684294,257401,4722,3583
10,696235,245281,4682,3802
11,707990,233158,4741,4111
12,719277,221545,4684,4494
13,730841,209964,4507,4688
14,741010,199634,4437,4919
15,750934,189609,4221,5236
16,760719,179866,3954,5461
17,770410,170262,3782,5546
18,779562,161205,3553,5680
19,787418,153380,3409,5793
20,795301,145572,3274,5853
21,803449,137703,2876,5972
22,810136,130929,2771,6164
23,817972,123025,2719,6284
24,824487,116661,2545,6307
25,831012,110028,2405,6555
26,837925,103051,2156,6868
27,843665,97249,2017,7069
28,848632,92138,1919,7311
29,853344,87619,1750,7287
30,859218,81698,1719,7365
31,863247,77659,1666,7428
32,867361,73518,1675,7446
33,871855,69222,1578,7345
34,876099,65130,1438,7333
35,879640,61643,1364,7353
36,883616,57617,1296,7471
37,886953,54413,1200,7434
38,890216,51192,1089,7503
39,892718,48910,953,7419
40,894668,46637,940,7755
41,897636,43560,864,7940
42,900362,40798,768,8072
43,902648,38596,716,8040
44,905218,36090,667,8025
45,907148,34292,598,7962
46,909138,32224,616,8022
47,910704,30441,596,8259
48,912334,28736,594,8336
49,914068,26992,556,8384
50,915563,25554,527,8356
51,917739,23628,411,8222
52,919022,22229,354,8395
53,920952,20508,334,8206
54,922563,19184,303,7950
55,923401,18312,246,8041
56,924448,17251,262,8039
57,925665,15954,256,8125
58,926584,15039,248,8129
59,927639,14118,228,8015
60,928327,13422,238,8013
61,929284,12575,215,7926
62,930065,11708,197,8030
63,931189,10662,189,7960
64,932006,10000,172,7822
65,932587,9524,165,7724
66,933142,9011,162,7685
67,933531,8561,144,7764
68,934235,7934,135,7696
69,934726,7383,126,7765
70,935319,7049,109,7523
71,935756,6717,102,7425
72,936205,6391,95,7309
73,936534,6064,89,7313
74,937099,5565,89,7247
75,937628,5028,79,7265
76,937749,4791,73,7387
77,937915,4564,73,7448
78,938382,4299,63,7256
79,938545,4084,53,7318
80,938833,3818,57,7292
81,939063,3668,51,7218
82,939264,3375,63,7298
83,939291,3221,55,7433
84,939509,3027,44,7420
85,939695,2771,45,7489
86,940048,2653,35,7264
87,940205,2431,39,7325
88,940370,2300,30,7300
89,940704,2107,29,7160
90,940782,2029,21,7168
91,940877,1957,17,7149
92,941222,1795,16,6967
93,941373,1647,13,6967
94,941350,1558,7,7085
95,941502,1419,10,7069
96,941631,1218,15,7136
97,941617,1116,9,7258
98,941803,1054,7,7136
99,941903,1007,5,7085
100,941948,950,2,7100
101,941855,871,4,7270
102,941615,865,2,7518
103,941557,922,6,7515
104,941697,916,10,7377
105,941748,835,7,7410
106,941843,788,9,7360
107,941834,749,13,7404
108,941896,734,13,7357
109,942101,693,9,7197
110,942193,654,7,7146
111,942318,616,10,7056
112,942458,555,11,6976
113,942548,567,14,6871
114,942708,483,16,6793
115,942715,458,15,6812
116,942427,483,16,7074
117,942516,439,10,7035
118,942413,366,6,7215
119,942295,354,4,7347
120,942469,318,3,7210
121,942420,301,3,7276
122,942351,307,0,7342
123,942412,282,1,7305
124,942303,259,1,7437
125,942431,260,0,7309
126,942557,239,0,7204
127,942532,225,0,7243
128,942628,197,0,7175
129,942856,175,0,6969
130,942874,209,0,6917
131,942884,184,0,6932
132,942956,165,0,6879
133,943145,147,0,6708
134,942968,136,0,6896
135,942965,130,0,6905
136,943009,106,1,6884
137,943174,87,0,6739
138,943190,86,0,6724
139,943099,83,0,6818
140,943069,75,0,6856
141,943125,82,0,6793
142,943082,76,0,6842
143,943126,76,0,6798
144,942957,86,0,6957
145,942902,92,0,7006
146,943053,94,0,6853
147,943018,101,1,6880
148,942952,108,3,6937
149,942846,89,6,7059
150,942813,82,9,7096
151,942885,52,8,7055
152,942958,61,4,6977
153,942956,76,3,6965
154,942945,68,0,6987
155,943045,68,0,6887
156,943099,74,0,6827
157,943241,64,0,6695
158,943135,65,0,6800
159,943173,63,0,6764
160,943088,64,0,6848
161,943278,41,0,6681
162,943229,44,0,6727
163,943296,50,0,6654
164,943258,41,0,6701
165,943102,36,0,6862
166,942954,19,0,7027
167,943052,20,0,6928
168,942867,18,0,7115
169,942670,9,0,7321
170,942746,11,0,7243
171,942885,15,0,7100
172,942872,13,0,7115
173,943053,22,0,6925
174,943259,28,0,6713
175,943263,29,0,6708
176,943477,16,0,6507
177,943533,12,0,6455
178,943902,13,0,6085
179,943954,10,0,6036
180,943896,8,0,6096
181,943869,10,0,6121
182,943853,11,0,6136
183,943750,11,0,6239
184,943613,10,0,6377
185,943743,10,0,6247
186,943798,9,0,6193
187,943886,6,0,6108
188,943822,1,0,6177
189,943792,0,0,6208
