"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,948883,1116,0,1
2,948814,1184,0,2
3,948812,1188,0,0
4,948813,1187,0,0
5,948739,1260,0,1
6,948733,1267,0,0
7,948744,1256,0,0
8,948715,1285,0,0
9,948652,1347,0,1
10,948654,1346,0,0
11,948581,1416,0,3
12,948675,1320,0,5
13,948653,1340,0,7
14,948684,1313,0,3
15,948613,1384,0,3
16,948616,1383,0,1
17,948722,1276,0,2
18,948696,1302,0,2
19,948648,1352,0,0
20,948596,1404,0,0
21,948612,1388,0,0
22,948523,1477,0,0
23,948669,1328,0,3
24,948696,1299,0,5
25,948709,1286,0,5
26,948731,1263,0,6
27,948749,1242,0,9
28,948738,1253,0,9
29,948782,1208,0,10
30,948804,1184,0,12
31,948803,1186,0,11
32,948758,1234,0,8
33,948753,1242,0,5
34,948819,1177,0,4
35,948783,1213,0,4
36,948755,1243,0,2
37,948708,1288,0,4
38,948808,1188,0,4
39,948893,1102,0,5
40,948775,1213,0,12
41,948817,1166,0,17
42,948773,1214,0,13
43,948834,1149,0,17
44,948802,1192,0,6
45,948707,1293,0,0
46,948633,1367,0,0
47,948724,1276,0,0
48,948744,1255,0,1
49,948712,1288,0,0
50,948743,1257,0,0
51,948732,1268,0,0
52,948789,1211,0,0
53,948800,1199,0,1
54,948729,1269,0,2
55,948779,1216,0,5
56,948699,1298,0,3
57,948645,1351,0,4
58,948704,1288,0,8
59,948710,1283,0,7
60,948686,1301,0,13
61,948748,1240,0,12
62,948771,1213,0,16
63,948761,1223,0,16
64,948743,1231,0,26
65,948681,1290,0,29
66,948630,1342,0,28
67,948697,1270,0,33
68,948685,1279,0,36
69,948661,1298,0,41
70,948566,1381,0,53
71,948569,1379,0,52
72,948558,1386,0,56
73,948609,1333,0,58
74,948497,1447,0,56
75,948482,1459,0,59
76,948478,1476,0,46
77,948450,1496,0,54
78,948495,1456,0,49
79,948516,1430,0,54
80,948564,1372,0,64
81,948599,1339,0,62
82,948650,1289,0,61
