"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,477048,469445,0,3507
2,476906,469148,0,3946
3,476202,469547,0,4251
4,476516,469047,0,4437
5,476125,469098,0,4777
6,475900,468986,0,5114
7,476155,468376,0,5469
8,475969,468384,0,5647
9,475588,468551,0,5861
10,476390,467655,0,5955
11,476145,467547,0,6308
12,476181,467220,0,6599
13,476484,466692,0,6824
14,476529,466485,0,6986
15,476442,466283,0,7275
16,476008,466272,0,7720
17,475714,466431,0,7855
18,475862,466004,0,8134
19,476429,465241,0,8330
20,476307,465044,0,8649
21,476363,464775,0,8862
22,476384,464287,0,9329
23,475892,464441,0,9667
24,476079,463904,0,10017
25,475296,464299,0,10405
26,475393,463941,0,10666
27,474934,464113,0,10953
28,475249,463410,0,11341
29,475061,463266,0,11673
30,474737,463438,0,11825
31,474285,463605,0,12110
32,474464,463195,0,12341
33,474490,462739,0,12771
34,474744,462126,0,13130
35,475338,461308,0,13354
36,474864,461478,0,13658
37,474870,461109,0,14021
38,475016,460509,0,14475
39,474570,460745,0,14685
40,474502,460672,0,14826
41,474650,460373,0,14977
42,474358,460562,0,15080
43,474438,460365,0,15197
44,474222,460189,0,15589
45,474458,459872,0,15670
46,473863,460225,0,15912
47,473759,460129,0,16112
48,473929,459603,0,16468
49,474503,458627,0,16870
50,474415,458586,0,16999
51,474073,458738,0,17189
52,473796,458583,0,17621
53,473709,458005,0,18286
54,474010,457593,0,18397
55,474095,457098,0,18807
56,474644,456189,0,19167
57,473294,457181,0,19525
58,474036,456126,0,19838
59,474150,456047,0,19803
60,473627,456331,0,20042
61,474002,455513,0,20485
62,473830,455540,0,20630
63,473637,455401,0,20962
64,473330,455323,0,21347
65,473504,455034,0,21462
66,473309,455005,0,21686
67,473737,454147,0,22116
68,473282,454341,0,22377
69,474346,453119,0,22535
70,473458,453378,0,23164
71,473506,453017,0,23477
72,473917,452657,0,23426
73,474069,452106,0,23825
74,473666,452620,0,23714
75,473868,452419,0,23713
76,474798,451221,0,23981
77,474507,451265,0,24228
78,474189,451364,0,24447
79,473798,451484,0,24718
80,473318,451666,0,25016
81,473358,451303,0,25339
82,473119,451376,0,25505
83,472638,451623,0,25739
84,472930,451051,0,26019
85,473413,450477,0,26110
86,473178,450239,0,26583
87,472795,450348,0,26857
88,471854,450861,0,27285
89,472123,450173,0,27704
90,471800,450185,0,28015
91,470448,451316,0,28236
92,470332,450932,0,28736
93,470139,450818,0,29043
94,471027,449625,0,29348
95,470516,449891,0,29593
96,469969,450459,0,29572
97,469211,450897,0,29892
98,469189,450788,0,30023
99,469012,450775,0,30213
100,469308,450291,0,30401
101,469632,449645,0,30723
102,469865,449230,0,30905
103,470397,448430,0,31173
104,470143,448291,0,31566
105,469746,448139,0,32115
106,469980,447533,0,32487
107,470653,446693,0,32654
108,470009,446936,0,33055
109,470171,446631,0,33198
110,470723,445939,0,33338
111,469614,446524,0,33862
112,469455,446408,0,34137
113,469244,446377,0,34379
114,468781,446336,0,34883
115,469107,445754,0,35139
116,468974,445428,0,35598
117,468765,444830,0,36405
118,468923,444323,0,36754
119,468001,444722,0,37277
120,468594,443714,0,37692
121,468580,443358,0,38062
122,468714,442924,0,38362
123,469179,442127,0,38694
124,469791,441605,0,38604
125,469101,441804,0,39095
126,468677,441767,0,39556
127,468939,441216,0,39845
128,468631,441261,0,40108
129,468397,441339,0,40264
130,468028,441317,0,40655
131,468406,440507,0,41087
132,467507,441267,0,41226
133,467983,440800,0,41217
134,467928,440768,0,41304
135,467949,440529,0,41522
136,468511,439749,0,41740
137,467777,440075,0,42148
138,467553,440091,0,42356
139,467774,439682,0,42544
140,467430,439749,0,42821
141,467533,439132,0,43335
142,467468,438780,0,43752
143,467521,438712,0,43767
144,466908,439191,0,43901
145,466832,439438,0,43730
146,466817,439219,0,43964
147,466876,438488,0,44636
148,466750,438271,0,44979
149,466715,437936,0,45349
150,466703,437661,0,45636
151,466511,437369,0,46120
152,466760,436774,0,46466
153,466217,436686,0,47097
154,465669,437548,0,46783
155,466516,436274,0,47210
156,466926,435904,0,47170
157,466932,435329,0,47739
158,466722,435245,0,48033
159,466374,434867,0,48759
160,465941,435249,0,48810
161,465785,435534,0,48681
162,465550,435421,0,49029
163,466000,434846,0,49154
164,465517,435267,0,49216
165,465790,434405,0,49805
166,466018,434151,0,49831
167,466280,433564,0,50156
168,466010,433120,0,50870
169,466163,432600,0,51237
170,466420,432120,0,51460
171,466464,431841,0,51695
172,466873,430979,0,52148
173,467435,430305,0,52260
174,467774,430339,0,51887
175,468283,429773,0,51944
176,468302,429405,0,52293
177,468753,428607,0,52640
178,469615,427744,0,52641
179,469909,427444,0,52647
180,469930,427262,0,52808
181,470684,426330,0,52986
182,470096,427047,0,52857
183,470206,426719,0,53075
184,470143,426576,0,53281
185,469991,426527,0,53482
186,470545,425588,0,53867
187,470361,425449,0,54190
188,470215,425313,0,54472
189,470778,424815,0,54407
190,470246,425113,0,54641
191,469624,425130,0,55246
192,469559,424808,0,55633
193,469227,424974,0,55799
194,469043,424984,0,55973
195,469797,423966,0,56237
196,469807,423640,0,56553
197,469342,423998,0,56660
198,470026,423016,0,56958
199,469669,423045,0,57286
200,469948,422559,0,57493
201,469804,422023,0,58173
202,469528,421741,0,58731
203,469900,420819,0,59281
204,470779,419440,0,59781
205,470308,419603,0,60089
206,470073,419588,0,60339
207,469556,420100,0,60344
208,469583,420065,0,60352
209,469408,419427,0,61165
210,469314,419142,0,61544
211,469078,419164,0,61758
212,468096,419807,0,62097
213,467805,419689,0,62506
214,467748,419305,0,62947
215,467321,419370,0,63309
216,467829,418748,0,63423
217,467819,418679,0,63502
218,468024,418401,0,63575
219,468397,417773,0,63830
220,468079,417963,0,63958
221,467930,417705,0,64365
222,467545,417716,0,64739
223,467552,417393,0,65055
224,467502,417230,0,65268
225,467724,416634,0,65642
226,467952,416344,0,65704
227,467869,416529,0,65602
228,468720,415742,0,65538
229,468948,415397,0,65655
230,468934,415094,0,65972
231,469052,414883,0,66065
232,468935,414491,0,66574
233,468409,414819,0,66772
234,468228,414641,0,67131
235,468242,414069,0,67689
236,468712,413127,0,68161
237,468885,413073,0,68042
238,468887,412944,0,68169
239,468535,413218,0,68247
240,468118,413306,0,68576
241,468574,412847,0,68579
242,469154,412400,0,68446
243,468944,412161,0,68895
244,469134,411968,0,68898
245,468427,412163,0,69410
246,468538,411624,0,69838
247,468376,411223,0,70401
248,468333,411187,0,70480
249,469320,409996,0,70684
250,469396,409710,0,70894
251,469501,409032,0,71467
252,469936,408294,0,71770
253,469834,408024,0,72142
254,470179,407217,0,72604
255,469239,407806,0,72955
256,468802,408136,0,73062
257,468031,408973,0,72996
258,467883,408876,0,73241
259,468070,408729,0,73201
260,467850,408674,0,73476
261,467292,408816,0,73892
262,467418,407976,0,74606
263,467460,407983,0,74557
264,467489,407592,0,74919
265,466540,407759,0,75701
266,466137,408038,0,75825
267,465776,407698,0,76526
268,465399,407533,0,77068
269,465522,407310,0,77168
270,465352,407666,0,76982
271,465468,407132,0,77400
272,465134,407011,0,77855
273,465123,406346,0,78531
274,464669,406696,0,78635
275,464221,406572,0,79207
276,465470,405565,0,78965
277,465390,405265,0,79345
278,465170,404802,0,80028
279,465091,404594,0,80315
280,465274,404182,0,80544
281,464821,404471,0,80708
282,465205,404081,0,80714
283,465072,403963,0,80965
284,464473,403876,0,81651
285,464119,403683,0,82198
286,463606,404009,0,82385
287,462593,404614,0,82793
288,463288,403534,0,83178
289,463291,403314,0,83395
290,462810,402754,0,84436
291,462824,402716,0,84460
292,462263,402925,0,84812
293,462097,402494,0,85409
294,462523,401705,0,85772
295,462388,401506,0,86106
296,462141,401229,0,86630
297,462101,400646,0,87253
298,461604,400835,0,87561
299,461247,401036,0,87717
300,461910,399769,0,88321
301,461751,399755,0,88494
302,461679,399738,0,88583
303,461736,399264,0,89000
304,462007,398881,0,89112
305,461688,398738,0,89574
306,462058,397909,0,90033
307,461866,397453,0,90681
308,462603,396763,0,90634
309,462429,396545,0,91026
310,461485,396570,0,91945
311,461874,396245,0,91881
312,461970,396111,0,91919
313,461288,396934,0,91778
314,461570,396616,0,91814
315,461395,396346,0,92259
316,461344,396611,0,92045
317,461578,396028,0,92394
318,462300,395072,0,92628
319,461951,394807,0,93242
320,462561,394370,0,93069
321,462597,394057,0,93346
322,462180,394196,0,93624
323,462083,394045,0,93872
324,462400,393736,0,93864
325,462173,394064,0,93763
326,462668,393387,0,93945
327,461974,393540,0,94486
328,461657,393306,0,95037
329,461120,393485,0,95395
330,461457,393129,0,95414
331,461583,392789,0,95628
332,460819,393005,0,96176
333,460489,392688,0,96823
334,460964,392379,0,96657
335,460987,392375,0,96638
336,461208,392590,0,96202
337,461340,391686,0,96974
338,461434,391291,0,97275
339,461473,391017,0,97510
340,461417,390997,0,97586
