"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949122,878,0,0
2,949143,856,0,1
3,949174,822,0,4
4,949196,800,0,4
5,949242,755,0,3
6,949263,735,0,2
7,949307,691,0,2
8,949332,666,0,2
9,949311,686,0,3
10,949327,667,0,6
11,949314,683,0,3
12,949344,651,0,5
13,949372,624,0,4
14,949405,593,0,2
15,949436,563,0,1
16,949486,514,0,0
17,949500,500,0,0
18,949546,454,0,0
19,949559,437,0,4
20,949577,420,0,3
21,949580,420,0,0
22,949614,385,0,1
23,949608,391,0,1
24,949611,388,0,1
25,949657,343,0,0
26,949672,328,0,0
27,949680,320,0,0
28,949708,292,0,0
29,949700,300,0,0
30,949709,291,0,0
31,949740,260,0,0
32,949721,279,0,0
33,949765,233,0,2
34,949776,219,0,5
35,949774,220,0,6
36,949779,216,0,5
37,949794,201,0,5
38,949783,209,0,8
39,949803,189,0,8
40,949819,169,0,12
41,949834,156,0,10
42,949815,170,0,15
43,949797,186,0,17
44,949814,174,0,12
45,949798,184,0,18
46,949796,188,0,16
47,949801,184,0,15
48,949799,187,0,14
49,949800,185,0,15
50,949794,198,0,8
51,949800,190,0,10
52,949802,189,0,9
53,949803,186,0,11
54,949811,180,0,9
55,949828,169,0,3
56,949844,155,0,1
57,949841,158,0,1
58,949875,123,0,2
59,949879,119,0,2
60,949882,117,0,1
61,949885,115,0,0
62,949895,105,0,0
63,949894,106,0,0
64,949891,109,0,0
65,949902,98,0,0
66,949887,113,0,0
67,949894,106,0,0
68,949897,103,0,0
69,949926,74,0,0
70,949951,49,0,0
71,949966,34,0,0
72,949971,29,0,0
73,949964,36,0,0
74,949976,24,0,0
75,949974,26,0,0
76,949979,21,0,0
77,949983,17,0,0
78,949982,18,0,0
79,949981,19,0,0
80,949993,7,0,0
81,949994,6,0,0
82,949987,13,0,0
83,949984,16,0,0
84,949982,18,0,0
85,949981,19,0,0
86,949973,27,0,0
87,949973,27,0,0
88,949981,19,0,0
89,949977,23,0,0
90,949975,25,0,0
91,949980,20,0,0
92,949985,15,0,0
93,949989,11,0,0
94,949995,5,0,0
95,949997,3,0,0
96,949995,5,0,0
97,949992,8,0,0
98,949991,9,0,0
99,949993,7,0,0
100,949996,4,0,0
101,949996,4,0,0
102,949992,8,0,0
103,949993,7,0,0
104,949992,8,0,0
105,949980,20,0,0
106,949974,26,0,0
107,949971,29,0,0
108,949967,33,0,0
109,949971,29,0,0
110,949978,22,0,0
111,949979,21,0,0
112,949987,13,0,0
113,949990,10,0,0
114,949989,11,0,0
115,949988,12,0,0
116,949986,14,0,0
117,949988,12,0,0
118,949988,12,0,0
119,949983,17,0,0
120,949987,13,0,0
121,949988,12,0,0
122,949984,16,0,0
123,949983,17,0,0
124,949981,19,0,0
125,949985,15,0,0
126,949989,11,0,0
127,949987,13,0,0
128,949993,7,0,0
129,949993,7,0,0
130,949990,10,0,0
131,949987,13,0,0
132,949996,4,0,0
133,949998,2,0,0
134,949997,3,0,0
135,949999,1,0,0
136,950000,0,0,0
