"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,14951,928509,0,6540
2,15926,926358,0,7716
3,16916,924318,0,8766
4,18005,922054,0,9941
5,19123,919767,0,11110
6,20824,916553,0,12623
7,22338,913420,0,14242
8,23759,910634,0,15607
9,25252,907455,0,17293
10,26929,903706,0,19365
11,28517,900034,0,21449
12,30809,895599,0,23592
13,32972,891064,0,25964
14,35191,886238,0,28571
15,37734,881058,0,31208
16,40232,876160,0,33608
17,42567,870673,0,36760
18,45021,865234,0,39745
19,48085,859125,0,42790
20,51240,852958,0,45802
21,54333,846320,0,49347
22,57649,839720,0,52631
23,60756,833225,0,56019
24,64325,825304,0,60371
25,68102,817424,0,64474
26,71961,809231,0,68808
27,76034,800895,0,73071
28,81292,790212,0,78496
29,86077,780205,0,83718
30,90408,769794,0,89798
31,95794,758837,0,95369
32,101581,747109,0,101310
33,107873,734741,0,107386
34,114034,722059,0,113907
35,120654,709085,0,120261
36,126663,696637,0,126700
37,132465,683727,0,133808
38,138746,670541,0,140713
39,145394,656673,0,147933
40,152480,642053,0,155467
41,159277,627729,0,162994
42,166449,612187,0,171364
43,174082,595777,0,180141
44,181591,580011,0,188398
45,189718,563530,0,196752
46,196968,547856,0,205176
47,205531,529845,0,214624
48,213807,513347,0,222846
49,221877,497519,0,230604
50,229754,481410,0,238836
51,237604,465331,0,247065
52,245128,449385,0,255487
53,252683,433568,0,263749
54,260837,416658,0,272505
55,268376,401656,0,279968
56,276463,384853,0,288684
57,283899,368884,0,297217
58,292128,352714,0,305158
59,298424,337882,0,313694
60,304223,323743,0,322034
61,311462,309909,0,328629
62,317387,297153,0,335460
63,323279,282310,0,344411
64,329306,268953,0,351741
65,335672,255942,0,358386
66,342049,243878,0,364073
67,347683,231668,0,370649
68,355036,218997,0,375967
69,361123,207452,0,381425
70,366146,196928,0,386926
71,370272,187161,0,392567
72,374893,176776,0,398331
73,378665,166773,0,404562
74,381935,158393,0,409672
75,386609,149985,0,413406
76,389811,141710,0,418479
77,394748,133927,0,421325
78,396950,126773,0,426277
79,400247,119228,0,430525
80,403039,112320,0,434641
81,405787,106362,0,437851
82,408021,100101,0,441878
83,411891,93943,0,444166
84,414240,88243,0,447517
85,415797,82647,0,451556
86,418763,78365,0,452872
87,420013,74448,0,455539
88,421373,69413,0,459214
89,424482,64994,0,460524
90,426512,61228,0,462260
91,427335,57466,0,465199
92,429783,54290,0,465927
93,430567,51363,0,468070
94,431222,48097,0,470681
95,432170,45117,0,472713
96,435021,42535,0,472444
97,436259,39622,0,474119
98,437929,37597,0,474474
99,438849,35375,0,475776
100,438643,33132,0,478225
101,438846,31250,0,479904
102,439418,29519,0,481063
103,440136,27503,0,482361
104,439996,25722,0,484282
105,440146,24387,0,485467
106,440385,22641,0,486974
107,441321,21292,0,487387
108,441738,19769,0,488493
109,442752,18202,0,489046
110,442438,17140,0,490422
111,442478,15897,0,491625
112,443083,14908,0,492009
113,442719,14328,0,492953
114,443566,13380,0,493054
115,443541,12481,0,493978
116,444385,11519,0,494096
117,444900,10657,0,494443
118,445034,10025,0,494941
119,445628,9208,0,495164
120,445453,8477,0,496070
121,446440,7881,0,495679
122,446843,7308,0,495849
123,447828,6929,0,495243
124,447732,6623,0,495645
125,447309,6259,0,496432
126,447756,5973,0,496271
127,446655,5465,0,497880
128,445750,5219,0,499031
129,445138,4968,0,499894
130,446366,4647,0,498987
131,446884,4426,0,498690
132,446424,4118,0,499458
133,446009,3773,0,500218
134,445012,3499,0,501489
135,443544,3306,0,503150
136,443876,3052,0,503072
137,443708,2867,0,503425
138,444044,2651,0,503305
139,444197,2599,0,503204
140,445065,2498,0,502437
141,445300,2310,0,502390
142,445025,2190,0,502785
143,444502,2104,0,503394
