"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949024,973,3,0
2,949022,977,1,0
3,949015,977,7,1
4,949009,985,5,1
5,949076,915,7,2
6,949068,925,4,3
7,949076,915,7,2
8,949095,899,2,4
9,949110,884,1,5
10,949166,830,1,3
11,949150,842,3,5
12,949132,860,1,7
13,949150,848,0,2
14,949143,854,1,2
15,949163,834,0,3
16,949193,799,2,6
17,949163,828,2,7
18,949186,805,2,7
19,949189,801,1,9
20,949218,775,0,7
21,949228,765,0,7
22,949253,735,0,12
23,949238,751,1,10
24,949233,761,0,6
25,949240,754,0,6
26,949253,737,0,10
27,949294,692,1,13
28,949324,664,0,12
29,949322,670,0,8
30,949354,639,0,7
31,949348,645,0,7
32,949334,656,0,10
33,949365,619,1,15
34,949374,607,1,18
35,949415,562,2,21
36,949403,571,2,24
37,949401,571,0,28
38,949416,557,1,26
39,949439,525,3,33
40,949455,513,0,32
41,949467,512,0,21
42,949503,483,0,14
43,949495,480,1,24
44,949492,486,1,21
45,949503,478,1,18
46,949511,465,2,22
47,949517,450,2,31
48,949515,456,1,28
49,949524,455,0,21
50,949515,465,1,19
51,949516,457,2,25
52,949536,433,4,27
53,949542,431,2,25
54,949545,421,2,32
55,949535,431,3,31
56,949541,422,1,36
57,949549,413,1,37
58,949574,383,1,42
59,949563,375,1,61
60,949561,373,1,65
61,949587,351,0,62
62,949595,334,1,70
63,949602,324,1,73
64,949600,323,0,77
65,949608,311,3,78
66,949637,279,1,83
67,949618,298,0,84
68,949595,304,0,101
69,949612,296,0,92
70,949594,301,0,105
71,949587,313,0,100
72,949604,312,0,84
73,949598,326,0,76
74,949600,317,0,83
75,949590,330,0,80
76,949589,343,0,68
77,949601,329,0,70
78,949609,318,2,71
79,949623,305,4,68
80,949620,296,3,81
81,949623,292,3,82
82,949637,298,2,63
83,949657,283,0,60
84,949660,277,0,63
85,949664,268,0,68
86,949660,269,1,70
87,949662,283,0,55
88,949649,300,0,51
89,949663,287,0,50
90,949656,281,0,63
91,949632,299,0,69
92,949628,307,0,65
93,949636,295,0,69
94,949648,289,0,63
95,949650,279,1,70
96,949683,265,0,52
97,949685,255,0,60
98,949700,250,0,50
99,949691,263,0,46
100,949678,284,0,38
101,949693,274,0,33
102,949680,279,0,41
103,949688,278,0,34
104,949705,253,0,42
105,949710,248,0,42
106,949692,270,0,38
107,949664,293,0,43
108,949674,285,0,41
109,949692,270,0,38
110,949700,265,0,35
111,949712,250,0,38
112,949701,264,0,35
113,949684,284,1,31
114,949706,261,0,33
115,949720,257,3,20
116,949758,219,5,18
117,949770,206,3,21
118,949786,188,3,23
119,949800,176,2,22
120,949813,172,2,13
121,949816,172,0,12
122,949811,171,0,18
123,949825,164,0,11
124,949843,150,0,7
125,949843,154,0,3
126,949873,123,0,4
127,949859,134,0,7
128,949849,147,0,4
129,949832,166,0,2
130,949839,160,0,1
131,949842,158,0,0
132,949840,160,0,0
133,949845,155,0,0
134,949844,156,0,0
135,949861,139,0,0
136,949877,123,0,0
137,949883,117,0,0
138,949882,118,0,0
139,949891,109,0,0
140,949901,99,0,0
141,949911,89,0,0
142,949905,95,0,0
143,949897,103,0,0
144,949907,93,0,0
145,949904,96,0,0
146,949896,103,1,0
147,949910,89,1,0
148,949914,86,0,0
149,949934,66,0,0
150,949942,58,0,0
151,949942,58,0,0
152,949946,54,0,0
153,949941,59,0,0
154,949955,45,0,0
155,949958,42,0,0
156,949955,45,0,0
157,949963,37,0,0
158,949964,36,0,0
159,949964,36,0,0
160,949964,36,0,0
161,949960,40,0,0
162,949964,36,0,0
163,949959,41,0,0
164,949970,30,0,0
165,949981,19,0,0
166,949979,21,0,0
167,949981,19,0,0
168,949983,17,0,0
169,949985,15,0,0
170,949983,17,0,0
171,949990,10,0,0
172,949985,15,0,0
173,949988,12,0,0
174,949986,14,0,0
175,949984,14,2,0
176,949978,20,2,0
177,949980,17,3,0
178,949986,13,1,0
179,949982,18,0,0
180,949983,17,0,0
181,949985,15,0,0
182,949989,11,0,0
183,949989,11,0,0
184,949991,9,0,0
185,949988,12,0,0
186,949989,11,0,0
187,949993,7,0,0
188,949991,9,0,0
189,949989,11,0,0
190,949996,4,0,0
191,949995,5,0,0
192,949998,2,0,0
193,949999,1,0,0
194,949999,1,0,0
195,950000,0,0,0
