"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,948885,1113,0,2
2,948987,1009,0,4
3,949096,902,0,2
4,949130,870,0,0
5,949153,847,0,0
6,949210,790,0,0
7,949219,780,0,1
8,949248,750,0,2
9,949225,772,0,3
10,949233,764,0,3
11,949280,719,0,1
12,949271,728,0,1
13,949340,657,0,3
14,949369,628,0,3
15,949404,591,0,5
16,949485,511,0,4
17,949494,502,0,4
18,949520,475,0,5
19,949475,519,0,6
20,949472,520,0,8
21,949464,532,0,4
22,949519,477,0,4
23,949548,450,0,2
24,949542,455,0,3
25,949588,407,0,5
26,949595,403,0,2
27,949600,396,0,4
28,949613,387,0,0
29,949618,382,0,0
30,949643,357,0,0
31,949639,361,0,0
32,949644,354,0,2
33,949624,373,0,3
34,949622,374,0,4
35,949615,381,0,4
36,949630,365,0,5
37,949639,354,0,7
38,949629,364,0,7
39,949645,345,0,10
40,949644,347,0,9
41,949666,326,0,8
42,949666,327,0,7
43,949658,339,0,3
44,949670,326,0,4
45,949702,297,0,1
46,949743,256,0,1
47,949770,230,0,0
48,949785,215,0,0
49,949805,192,0,3
50,949834,164,0,2
51,949847,149,0,4
52,949853,142,0,5
53,949837,155,0,8
54,949848,148,0,4
55,949843,156,0,1
56,949846,153,0,1
57,949900,100,0,0
58,949912,88,0,0
59,949911,89,0,0
60,949924,76,0,0
61,949916,84,0,0
62,949928,72,0,0
63,949948,52,0,0
64,949950,50,0,0
65,949937,63,0,0
66,949935,65,0,0
67,949924,76,0,0
68,949931,69,0,0
69,949935,65,0,0
70,949950,50,0,0
71,949960,40,0,0
72,949954,46,0,0
73,949955,45,0,0
74,949957,43,0,0
75,949979,21,0,0
76,949978,22,0,0
77,949981,19,0,0
78,949982,18,0,0
79,949984,16,0,0
80,949992,8,0,0
81,949996,4,0,0
82,949999,1,0,0
83,949999,1,0,0
84,949995,5,0,0
85,949995,5,0,0
86,949998,2,0,0
87,950000,0,0,0
