"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,948308,1045,645,2
2,947906,1104,990,0
3,947570,1106,1324,0
4,947109,1151,1740,0
5,946541,1163,2296,0
6,945927,1201,2870,2
7,945269,1234,3496,1
8,944697,1267,4035,1
9,943907,1341,4751,1
10,943215,1427,5358,0
11,942236,1466,6298,0
12,941298,1534,7164,4
13,940324,1591,8082,3
14,939266,1633,9100,1
15,938183,1732,10080,5
16,937097,1733,11162,8
17,935980,1826,12192,2
18,934619,1935,13444,2
19,933342,2022,14633,3
20,931889,2121,15983,7
21,930401,2194,17400,5
22,928965,2267,18766,2
23,927335,2311,20349,5
24,925811,2405,21777,7
25,924136,2597,23261,6
26,922211,2660,25121,8
27,920344,2746,26899,11
28,918457,2847,28690,6
29,916639,2983,30373,5
30,914627,3089,32280,4
31,912639,3149,34209,3
32,910343,3392,36257,8
33,908106,3492,38395,7
34,905816,3634,40543,7
35,903607,3762,42626,5
36,901362,3890,44736,12
37,899128,4030,46835,7
38,896519,4146,49322,13
39,893957,4385,51646,12
40,891300,4513,54172,15
41,888563,4663,56758,16
42,885988,4787,59216,9
43,883146,4966,61872,16
44,880416,5002,64569,13
45,877599,5175,67210,16
46,874767,5297,69914,22
47,871859,5440,72686,15
48,868601,5570,75809,20
49,865510,5592,78872,26
50,862577,5733,81664,26
51,859524,5869,84586,21
52,856090,6047,87846,17
53,852657,6171,91147,25
54,849627,6272,94082,19
55,845982,6494,97504,20
56,842498,6665,100814,23
57,838892,6801,104287,20
58,835375,6972,107622,31
59,831850,7221,110889,40
60,828263,7353,114362,22
61,824748,7558,117665,29
62,821206,7694,121072,28
63,817324,7892,124760,24
64,813734,8038,128203,25
65,810261,8213,131500,26
66,806028,8451,135502,19
67,802114,8556,139300,30
68,798121,8797,143036,46
69,794316,9045,146604,35
70,790153,9259,150549,39
71,785910,9404,154655,31
72,781902,9565,158506,27
73,777546,9709,162714,31
74,772930,9799,167242,29
75,768387,9991,171585,37
76,763971,10137,175853,39
77,759357,10236,180361,46
78,754885,10435,184642,38
79,749920,10567,189466,47
80,745233,10815,193900,52
81,740609,10787,198557,47
82,736214,10937,202806,43
83,731441,11164,207349,46
84,726779,11320,211842,59
85,721893,11340,216724,43
86,717443,11338,221178,41
87,712230,11419,226310,41
88,707018,11605,231324,53
89,702079,11713,236139,69
90,697009,11804,241132,55
91,692207,11964,245743,86
92,687490,12129,250333,48
93,682631,12211,255087,71
94,677422,12381,260125,72
95,672498,12555,264887,60
96,667620,12709,269617,54
97,662374,12788,274786,52
98,657336,12930,279670,64
99,652521,13080,284336,63
100,647329,13148,289460,63
101,641932,13213,294790,65
102,636745,13304,299897,54
103,631282,13407,305259,52
104,626412,13693,309844,51
105,620827,13720,315370,83
106,615664,13744,320510,82
107,610694,13840,325382,84
108,605241,13930,330746,83
109,599643,14013,336293,51
110,594312,14188,341438,62
111,588838,14336,346757,69
112,583303,14451,352170,76
113,578083,14477,357372,68
114,572949,14489,362501,61
115,567305,14455,368142,98
116,561489,14588,373834,89
117,555642,14717,379575,66
118,550450,14763,384698,89
119,544483,14743,390691,83
120,538709,14860,396342,89
121,532946,14757,402212,85
122,527400,14866,407643,91
123,521662,14852,413406,80
124,515843,15030,419023,104
125,509932,15071,424903,94
126,504313,15160,430424,103
127,498274,15253,436369,104
128,492315,15154,442429,102
129,486327,15146,448426,101
130,480526,15171,454199,104
131,474977,15276,459642,105
132,469363,15253,465280,104
133,463402,15435,471070,93
134,457700,15364,476841,95
135,452148,15297,482463,92
136,446349,15381,488170,100
137,440683,15332,493883,102
138,435262,15424,499201,113
139,429879,15560,504461,100
140,424719,15659,509534,88
141,419098,15732,515062,108
142,413702,15746,520427,125
143,408269,15834,525789,108
144,402921,15948,531034,97
145,397774,15922,536185,119
146,391968,15866,542031,135
147,386812,15804,547281,103
148,382012,15843,552020,125
149,376671,15909,557318,102
150,371646,15849,562388,117
151,366452,15899,567527,122
152,361485,15831,572565,119
153,356904,15870,577114,112
154,351399,15905,582585,111
155,346435,16017,587408,140
156,341319,15880,592670,131
157,336197,15884,597783,136
158,331191,15811,602863,135
159,325968,15714,608182,136
160,321062,15706,613093,139
161,316031,15723,618123,123
162,311179,15709,622972,140
163,306589,15620,627668,123
164,301504,15766,632601,129
165,296763,15736,637377,124
166,291732,15831,642286,151
167,286976,15868,647008,148
168,282526,15924,651386,164
169,278070,15718,656053,159
170,273621,15686,660550,143
171,269107,15612,665119,162
172,264868,15620,669363,149
173,260428,15673,673748,151
174,256058,15689,678077,176
175,251773,15839,682225,163
176,247391,15908,686540,161
177,243026,15933,690901,140
178,238552,15880,695414,154
179,234352,15791,699705,152
180,230226,15957,703641,176
181,225881,15953,708007,159
182,221515,16070,712264,151
183,217526,16049,716269,156
184,213367,16031,720424,178
185,209419,16068,724389,124
186,205271,15915,728649,165
187,201267,15898,732679,156
188,197421,15812,736640,127
189,193371,16058,740384,187
190,189699,15949,744176,176
191,185822,15945,748068,165
192,181837,16006,751985,172
193,177810,16064,755972,154
194,173815,16108,759918,159
195,170183,16100,763581,136
196,166421,16127,767301,151
197,162642,16183,770999,176
198,158991,16236,774600,173
199,155490,16175,778191,144
200,151912,16104,781791,193
201,148317,16167,785338,178
202,144940,16275,788647,138
203,141458,16395,791997,150
204,138301,16450,795096,153
205,134907,16523,798382,188
206,131495,16525,801815,165
207,128525,16559,804754,162
208,125725,16551,807533,191
209,122538,16634,810667,161
210,119720,16679,813412,189
211,116956,16633,816207,204
212,113795,16778,819226,201
213,110815,16713,822286,186
214,108033,16759,825052,156
215,105124,16754,827933,189
216,102356,16793,830692,159
217,99612,16663,833559,166
218,96828,16610,836356,206
219,94212,16497,839103,188
220,91528,16514,841782,176
221,88794,16494,844520,192
222,86063,16447,847295,195
223,83658,16489,849702,151
224,80852,16452,852516,180
225,78439,16392,854985,184
226,76316,16241,857272,171
227,73973,16248,859599,180
228,71611,16187,862017,185
229,69292,16255,864293,160
230,67052,16149,866633,166
231,64965,15888,868981,166
232,62864,15960,870981,195
233,60865,16065,872867,203
234,58750,15961,875101,188
235,56815,15984,877034,167
236,54845,15821,879158,176
237,52801,15922,881081,196
238,50957,15840,883012,191
239,49226,15858,884728,188
240,47531,15837,886462,170
241,45743,15874,888229,154
242,44147,15675,890008,170
243,42330,15637,891864,169
244,40580,15514,893725,181
245,38791,15432,895603,174
246,37280,15481,897057,182
247,35659,15477,898689,175
248,33921,15521,900328,230
249,32458,15499,901844,199
250,30856,15437,903505,202
251,29413,15403,904991,193
252,27993,15366,906457,184
253,26660,15296,907864,180
254,25314,15419,909070,197
255,23925,15426,910477,172
256,22557,15510,911729,204
257,21281,15439,913101,179
258,20042,15525,914259,174
259,18713,15644,915446,197
260,17471,15648,916700,181
261,16422,15646,917746,186
262,15380,15540,918888,192
263,14387,15460,919953,200
264,13463,15694,920646,197
265,12592,15705,921503,200
266,11800,15769,922250,181
267,10981,15707,923125,187
268,10092,15699,924026,183
269,9246,15782,924777,195
270,8379,15734,925671,216
271,7651,15645,926480,224
272,6896,15697,927195,212
273,6318,15673,927796,213
274,5695,15613,928476,216
275,5156,15554,929097,193
276,4638,15617,929570,175
277,4081,15637,930101,181
278,3559,15640,930608,193
279,2971,15642,931184,203
280,2426,15684,931684,206
281,1968,15643,932194,195
282,1574,15472,932769,185
283,1214,15394,933206,186
284,960,15146,933668,226
285,711,15119,933965,205
286,501,15261,934075,163
287,404,15243,934170,183
288,306,15278,934216,200
289,230,15288,934294,188
290,143,15257,934391,209
291,105,15384,934291,220
292,64,15338,934399,199
