"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,40,943590,4669,1701
2,16,944568,4127,1289
3,5,945160,3625,1210
4,1,945809,3142,1048
5,0,946243,2768,989
6,0,946545,2508,947
7,0,946840,2197,963
8,0,947031,1978,991
9,0,947179,1745,1076
10,0,947474,1527,999
11,0,947841,1253,906
12,0,947842,1142,1016
13,0,948017,924,1059
14,0,948160,738,1102
15,0,948275,660,1065
16,0,948498,528,974
17,0,948534,459,1007
18,0,948678,394,928
19,0,948677,322,1001
20,0,948694,284,1022
21,0,948705,252,1043
22,0,948771,236,993
23,0,948819,211,970
24,0,948806,175,1019
25,0,948839,146,1015
26,0,948915,148,937
27,0,948880,139,981
28,0,948884,129,987
29,0,948985,112,903
30,0,948994,100,906
31,0,949023,93,884
32,0,948940,94,966
33,0,948921,79,1000
34,0,948903,83,1014
35,0,949006,78,916
36,0,948969,85,946
37,0,948900,62,1038
38,0,948966,52,982
39,0,948894,45,1061
40,0,948985,40,975
41,0,948959,46,995
42,0,949071,36,893
43,0,948986,29,985
44,0,949044,27,929
45,0,949022,34,944
46,0,949008,34,958
47,0,949005,41,954
48,0,949042,25,933
49,0,949064,21,915
50,0,949037,17,946
51,0,949025,15,960
52,0,948971,18,1011
53,0,949068,11,921
54,0,948999,6,995
55,0,949076,7,917
56,0,949059,5,936
57,0,949046,8,946
58,0,949045,12,943
59,0,949009,10,981
60,0,948986,9,1005
61,0,948983,8,1009
62,0,949041,3,956
63,0,949089,2,909
64,0,949073,1,926
65,0,949062,2,936
66,0,949013,2,985
67,0,949070,1,929
68,0,949065,1,934
69,0,949010,0,990
