"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949122,877,1,0
2,949227,770,2,1
3,949232,759,3,6
4,949211,779,6,4
5,949221,761,5,13
6,949303,672,6,19
7,949271,700,10,19
8,949311,649,12,28
9,949378,594,5,23
10,949443,539,2,16
11,949488,487,2,23
12,949406,564,3,27
13,949394,582,2,22
14,949387,580,1,32
15,949449,499,2,50
16,949503,457,0,40
17,949515,447,3,35
18,949478,470,3,49
19,949483,466,0,51
20,949486,440,1,73
21,949509,414,1,76
22,949503,424,0,73
23,949591,353,2,54
24,949601,328,1,70
25,949592,330,1,77
26,949669,251,1,79
27,949718,208,1,73
28,949753,184,1,62
29,949757,189,2,52
30,949773,185,1,41
31,949773,198,1,28
32,949775,199,1,25
33,949766,220,0,14
34,949830,160,0,10
35,949851,142,0,7
36,949871,122,0,7
37,949875,119,0,6
38,949876,119,0,5
39,949895,100,0,5
40,949920,76,0,4
41,949947,50,0,3
42,949960,36,0,4
43,949963,34,0,3
44,949954,38,0,8
45,949951,42,0,7
46,949945,50,0,5
47,949952,43,0,5
48,949970,26,0,4
49,949969,29,0,2
50,949971,29,0,0
51,949980,20,0,0
52,949982,18,0,0
53,949980,20,0,0
54,949988,12,0,0
55,949989,11,0,0
56,949993,7,0,0
57,949996,4,0,0
58,949998,2,0,0
59,950000,0,0,0
