"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,942555,7433,0,12
2,942554,7429,0,17
3,942654,7317,0,29
4,942685,7282,0,33
5,942884,7072,0,44
6,943065,6884,0,51
7,943354,6589,0,57
8,943563,6381,0,56
9,943787,6144,0,69
10,943938,6003,0,59
11,944111,5810,0,79
12,944278,5632,0,90
13,944466,5434,0,100
14,944629,5268,0,103
15,944743,5123,0,134
16,944854,5021,0,125
17,945054,4798,0,148
18,945224,4637,0,139
19,945332,4518,0,150
20,945509,4327,0,164
21,945582,4251,0,167
22,945676,4162,0,162
23,945851,3990,0,159
24,946025,3817,0,158
25,946188,3636,0,176
26,946355,3461,0,184
27,946442,3346,0,212
28,946606,3189,0,205
29,946732,3060,0,208
30,946832,2948,0,220
31,946861,2895,0,244
32,946985,2762,0,253
33,947014,2749,0,237
34,947124,2658,0,218
35,947187,2601,0,212
36,947218,2572,0,210
37,947286,2520,0,194
38,947352,2430,0,218
39,947513,2275,0,212
40,947485,2296,0,219
41,947493,2270,0,237
42,947556,2185,0,259
43,947675,2078,0,247
44,947738,2037,0,225
45,947789,1999,0,212
46,947843,1941,0,216
47,947958,1820,0,222
48,948050,1719,0,231
49,948126,1635,0,239
50,948170,1576,0,254
51,948204,1539,0,257
52,948326,1447,0,227
53,948387,1399,0,214
54,948417,1360,0,223
55,948526,1259,0,215
56,948601,1202,0,197
57,948692,1074,0,234
58,948740,1036,0,224
59,948783,1004,0,213
60,948831,945,0,224
61,948881,875,0,244
62,948913,843,0,244
63,948905,828,0,267
64,948941,779,0,280
65,948968,732,0,300
66,948989,709,0,302
67,949034,671,0,295
68,949082,614,0,304
69,949109,593,0,298
70,949132,600,0,268
71,949168,572,0,260
72,949146,572,0,282
73,949173,528,0,299
74,949162,538,0,300
75,949136,543,0,321
76,949108,527,0,365
77,949151,489,0,360
78,949133,487,0,380
79,949191,455,0,354
80,949239,414,0,347
81,949287,383,0,330
82,949267,396,0,337
83,949223,419,0,358
84,949224,412,0,364
85,949205,424,0,371
86,949212,428,0,360
87,949200,420,0,380
88,949205,440,0,355
89,949232,445,0,323
90,949263,399,0,338
91,949301,369,0,330
92,949315,352,0,333
93,949324,352,0,324
94,949362,327,0,311
95,949383,305,0,312
96,949422,293,0,285
97,949438,274,0,288
98,949452,258,0,290
99,949507,229,0,264
100,949492,244,0,264
101,949528,219,0,253
102,949542,215,0,243
103,949539,211,0,250
104,949523,217,0,260
105,949527,200,0,273
106,949548,199,0,253
107,949552,173,0,275
108,949543,190,0,267
109,949565,184,0,251
110,949561,189,0,250
111,949542,194,0,264
112,949577,164,0,259
113,949571,183,0,246
114,949574,162,0,264
115,949595,152,0,253
116,949628,142,0,230
117,949626,129,0,245
118,949647,117,0,236
119,949650,106,0,244
120,949656,103,0,241
121,949685,89,0,226
122,949707,89,0,204
123,949671,94,0,235
124,949695,90,0,215
125,949718,88,0,194
126,949714,100,0,186
127,949727,108,0,165
128,949712,110,0,178
129,949743,110,0,147
130,949761,99,0,140
131,949779,84,0,137
132,949805,73,0,122
133,949810,67,0,123
134,949824,60,0,116
135,949814,64,0,122
136,949805,62,0,133
137,949806,59,0,135
138,949820,59,0,121
139,949811,56,0,133
140,949836,48,0,116
141,949821,48,0,131
142,949835,30,0,135
143,949836,28,0,136
144,949838,21,0,141
145,949826,20,0,154
146,949819,14,0,167
147,949818,14,0,168
148,949819,10,0,171
149,949807,13,0,180
150,949808,16,0,176
151,949813,9,0,178
152,949791,11,0,198
153,949790,12,0,198
154,949774,7,0,219
155,949754,4,0,242
156,949757,2,0,241
157,949772,1,0,227
158,949778,0,0,222
