"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949143,855,2,0
2,949103,894,2,1
3,949132,863,0,5
4,949184,811,1,4
5,949089,909,1,1
6,949100,898,1,1
7,949130,862,4,4
8,949170,819,3,8
9,949149,833,2,16
10,949158,824,5,13
11,949122,865,4,9
12,949088,899,2,11
13,949071,913,0,16
14,949092,889,4,15
15,949103,887,3,7
16,949058,932,5,5
17,949050,946,3,1
18,949101,890,6,3
19,949052,937,2,9
20,949059,932,0,9
21,949023,964,2,11
22,949053,934,1,12
23,949012,972,2,14
24,948961,1024,0,15
25,948967,1011,2,20
26,948972,1013,3,12
27,948949,1036,3,12
28,948989,1002,3,6
29,948955,1036,3,6
30,949003,991,3,3
31,949055,944,1,0
32,949030,965,5,0
33,949019,975,6,0
34,948969,1026,5,0
35,949016,982,2,0
36,949045,955,0,0
37,949073,927,0,0
38,949103,896,0,1
39,949130,867,2,1
40,949211,786,2,1
41,949184,815,1,0
42,949187,811,2,0
43,949194,804,0,2
44,949140,859,0,1
45,949187,811,1,1
46,949160,837,0,3
47,949173,820,0,7
48,949164,825,0,11
49,949170,826,0,4
50,949190,805,0,5
51,949152,844,0,4
52,949182,817,0,1
53,949262,737,0,1
54,949230,768,1,1
55,949227,771,1,1
56,949200,798,1,1
57,949078,920,2,0
58,949064,932,2,2
59,949095,901,1,3
60,949135,861,2,2
61,949134,863,1,2
62,949132,868,0,0
63,949100,899,1,0
64,949161,837,2,0
65,949179,819,1,1
66,949158,842,0,0
67,949158,841,1,0
68,949107,888,3,2
69,949093,903,1,3
70,949053,941,1,5
71,949010,985,2,3
72,949001,995,1,3
73,948952,1042,1,5
74,948921,1069,3,7
75,949003,984,5,8
76,949021,962,6,11
77,949046,932,6,16
78,949034,948,3,15
79,949095,886,7,12
80,949041,939,5,15
81,949111,869,2,18
82,949063,912,1,24
83,949080,892,3,25
84,949072,898,3,27
85,949074,892,4,30
86,949108,871,2,19
87,949133,844,2,21
88,949173,806,2,19
89,949178,795,3,24
90,949187,787,1,25
91,949202,778,1,19
92,949181,792,2,25
93,949196,784,0,20
94,949173,806,0,21
95,949217,767,0,16
