"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,10549,932930,0,6521
2,10414,932240,0,7346
3,10550,931335,0,8115
4,10581,930492,0,8927
5,10794,929513,0,9693
6,10942,928631,0,10427
7,11032,927772,0,11196
8,11171,927088,0,11741
9,11214,926162,0,12624
10,11404,925114,0,13482
11,11635,924046,0,14319
12,11686,923064,0,15250
13,11990,921805,0,16205
14,12167,920680,0,17153
15,12151,919651,0,18198
16,12211,918752,0,19037
17,12290,917873,0,19837
18,12537,916752,0,20711
19,12607,915389,0,22004
20,12564,914140,0,23296
21,12852,912838,0,24310
22,13068,911734,0,25198
23,13275,910201,0,26524
24,13330,909179,0,27491
25,13381,908021,0,28598
26,13596,906808,0,29596
27,13779,905781,0,30440
28,13909,904804,0,31287
29,14132,903765,0,32103
30,14229,902511,0,33260
31,14389,900972,0,34639
32,14517,899650,0,35833
33,14661,898394,0,36945
34,14808,897154,0,38038
35,15038,895542,0,39420
36,15137,894498,0,40365
37,15232,893053,0,41715
38,15441,891493,0,43066
39,15677,889716,0,44607
40,15843,888037,0,46120
41,15915,886860,0,47225
42,15925,885219,0,48856
43,15975,883791,0,50234
44,16168,882230,0,51602
45,16440,880348,0,53212
46,16614,878669,0,54717
47,16860,877033,0,56107
48,16996,875460,0,57544
49,17011,873919,0,59070
50,17305,872332,0,60363
51,17302,870953,0,61745
52,17405,869216,0,63379
53,17555,867380,0,65065
54,17777,865780,0,66443
55,18155,863396,0,68449
56,18456,861806,0,69738
57,18661,859535,0,71804
58,18601,857796,0,73603
59,18680,855746,0,75574
60,18763,853604,0,77633
61,19046,851494,0,79460
62,19208,849067,0,81725
63,19396,846990,0,83614
64,19469,845309,0,85222
65,19854,843154,0,86992
66,20141,841068,0,88791
67,20350,839381,0,90269
68,20378,837795,0,91827
69,20780,835038,0,94182
70,21154,832918,0,95928
71,21305,830518,0,98177
72,21664,828498,0,99838
73,21899,825854,0,102247
74,22190,824405,0,103405
75,22311,822484,0,105205
76,22602,820197,0,107201
77,22855,817852,0,109293
78,23200,815400,0,111400
79,23414,813466,0,113120
80,23504,810980,0,115516
81,23672,809217,0,117111
82,23820,807045,0,119135
83,24083,804488,0,121429
84,24282,801857,0,123861
85,24629,799444,0,125927
86,24915,797607,0,127478
87,25250,795371,0,129379
88,25526,792653,0,131821
89,25893,789859,0,134248
90,25870,787747,0,136383
91,26092,785300,0,138608
92,26218,782748,0,141034
93,26321,780253,0,143426
94,26497,777944,0,145559
95,26802,775055,0,148143
96,27000,772072,0,150928
97,27193,769606,0,153201
98,27366,767180,0,155454
99,27442,764162,0,158396
100,27758,761664,0,160578
101,28062,758673,0,163265
102,28377,755378,0,166245
103,28483,752173,0,169344
104,28607,748901,0,172492
105,28724,745788,0,175488
106,28913,743347,0,177740
107,29211,740388,0,180401
108,29601,736997,0,183402
109,30121,734201,0,185678
110,30354,731659,0,187987
111,30525,729100,0,190375
112,30716,725976,0,193308
113,30793,722724,0,196483
114,31041,719575,0,199384
115,31236,716544,0,202220
116,31289,713674,0,205037
117,31452,710184,0,208364
118,31748,707448,0,210804
119,32051,704058,0,213891
120,32534,701176,0,216290
121,33005,697450,0,219545
122,33362,694292,0,222346
123,33526,690813,0,225661
124,33713,687549,0,228738
125,34056,684894,0,231050
126,34355,681547,0,234098
127,34388,677995,0,237617
128,34633,674515,0,240852
129,35149,671027,0,243824
130,35528,667557,0,246915
131,35805,664679,0,249516
132,36162,661053,0,252785
133,36586,658120,0,255294
134,36924,654008,0,259068
135,37051,651760,0,261189
136,37515,647699,0,264786
137,37869,644441,0,267690
138,38055,640921,0,271024
139,38568,637908,0,273524
140,38707,634496,0,276797
141,38913,630495,0,280592
142,39004,627211,0,283785
143,39062,623999,0,286939
144,39317,620580,0,290103
145,39453,617060,0,293487
146,39764,613391,0,296845
147,40245,610273,0,299482
148,40683,606968,0,302349
149,41023,603573,0,305404
150,41411,599609,0,308980
151,41566,595912,0,312522
152,41699,592829,0,315472
153,41927,589950,0,318123
154,42383,586329,0,321288
155,42670,582784,0,324546
156,43197,578501,0,328302
157,43473,574369,0,332158
158,43833,569966,0,336201
159,44159,566316,0,339525
160,44427,563205,0,342368
161,44529,559561,0,345910
162,44770,555701,0,349529
163,45069,552512,0,352419
164,45543,548820,0,355637
165,45930,544920,0,359150
166,46159,540824,0,363017
167,46567,536925,0,366508
168,46870,533251,0,369879
169,46966,529509,0,373525
170,47112,526562,0,376326
171,47306,522896,0,379798
172,47407,519171,0,383422
173,48083,514808,0,387109
174,48595,510638,0,390767
175,48576,507517,0,393907
176,48687,502691,0,398622
177,49118,499314,0,401568
178,49159,496149,0,404692
179,49325,491963,0,408712
180,49425,488263,0,412312
181,49485,485006,0,415509
182,49750,481067,0,419183
183,49942,476883,0,423175
184,50491,473398,0,426111
185,50749,469974,0,429277
186,51114,465850,0,433036
187,51132,463006,0,435862
188,51223,459270,0,439507
189,51366,456400,0,442234
190,51717,453069,0,445214
191,52082,449876,0,448042
192,51888,446165,0,451947
193,51901,442169,0,455930
194,52029,438389,0,459582
195,52566,434409,0,463025
196,52745,431248,0,466007
197,53030,427835,0,469135
198,53197,423921,0,472882
199,53387,420219,0,476394
200,53540,416938,0,479522
201,53655,413203,0,483142
202,54129,409974,0,485897
203,54431,406362,0,489207
204,54523,403173,0,492304
205,54569,399285,0,496146
206,55056,395779,0,499165
207,55199,391992,0,502809
208,55098,388462,0,506440
209,55485,385019,0,509496
210,56068,380507,0,513425
211,56154,376627,0,517219
212,56413,373296,0,520291
213,56649,369739,0,523612
214,57002,365595,0,527403
215,57351,361593,0,531056
216,57632,357954,0,534414
217,57700,354088,0,538212
