"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,374688,492723,82481,108
2,317816,504311,127703,170
3,262158,518995,168628,219
4,210456,535647,203694,203
5,163632,555658,230513,197
6,123259,576508,250034,199
7,89338,598297,262171,194
8,63105,620130,266587,178
9,43654,642365,263791,190
10,29547,664679,255581,193
11,19679,686788,243312,221
12,12632,708062,229086,220
13,7855,728292,213622,231
14,4721,747992,197077,210
15,2683,766794,180334,189
16,1411,784246,164133,210
17,753,800363,148694,190
18,399,815481,133916,204
19,230,829176,120418,176
20,134,841760,107898,208
21,71,853441,96290,198
22,24,863830,85934,212
23,10,873446,76339,205
24,3,881984,67815,198
25,0,889436,60377,187
26,0,896078,53708,214
27,0,902247,47560,193
28,0,907818,41972,210
29,0,912207,37607,186
30,0,916458,33360,182
31,0,919796,30016,188
32,0,922541,27257,202
33,0,925065,24735,200
34,0,927396,22414,190
35,0,929476,20350,174
36,0,931043,18792,165
37,0,932414,17415,171
38,0,933440,16317,243
39,0,934427,15384,189
40,0,935269,14540,191
41,0,935801,14003,196
42,0,936272,13532,196
43,0,936682,13084,234
44,0,936893,12892,215
45,0,937062,12721,217
46,0,937237,12546,217
47,0,937524,12290,186
48,0,937794,12000,206
49,0,937977,11858,165
50,0,938088,11702,210
51,0,938193,11620,187
52,0,938102,11711,187
53,0,938125,11679,196
54,0,938026,11777,197
55,0,937820,11964,216
56,0,937894,11921,185
57,0,937818,11979,203
58,0,937771,12021,208
59,0,937666,12137,197
60,0,937825,11982,193
61,0,937965,11809,226
62,0,937937,11870,193
63,0,938005,11812,183
64,0,937858,11944,198
65,0,937876,11964,160
66,0,937890,11906,204
67,0,937868,11944,188
68,0,937980,11820,200
69,0,938050,11768,182
70,0,937847,11950,203
71,0,937857,11954,189
72,0,937796,12001,203
73,0,937805,11988,207
74,0,937748,12043,209
75,0,937709,12061,230
76,0,937768,12034,198
77,0,937603,12193,204
78,0,937726,12056,218
79,0,937695,12113,192
80,0,937554,12247,199
81,0,937683,12144,173
