"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949604,396,0,0
2,949540,460,0,0
3,949511,488,0,1
4,949540,460,0,0
5,949571,429,0,0
6,949580,420,0,0
7,949580,420,0,0
8,949593,407,0,0
9,949607,393,0,0
10,949592,408,0,0
11,949549,451,0,0
12,949584,416,0,0
13,949563,435,0,2
14,949512,482,0,6
15,949471,522,0,7
16,949464,528,0,8
17,949508,487,0,5
18,949518,479,0,3
19,949547,450,0,3
20,949514,483,0,3
21,949539,461,0,0
22,949544,456,0,0
23,949456,543,0,1
24,949417,582,0,1
25,949367,633,0,0
26,949344,656,0,0
27,949323,677,0,0
28,949283,717,0,0
29,949350,650,0,0
30,949376,624,0,0
31,949326,674,0,0
32,949344,655,0,1
33,949352,647,0,1
34,949327,673,0,0
35,949341,659,0,0
36,949311,689,0,0
37,949308,691,0,1
38,949281,719,0,0
39,949314,686,0,0
40,949269,731,0,0
41,949259,741,0,0
42,949275,724,0,1
43,949295,698,0,7
44,949220,772,0,8
45,949229,764,0,7
46,949211,774,0,15
47,949245,747,0,8
48,949293,704,0,3
49,949255,742,0,3
50,949281,715,0,4
51,949251,742,0,7
52,949302,689,0,9
53,949381,606,0,13
54,949358,623,0,19
55,949345,636,0,19
56,949334,646,0,20
57,949352,619,0,29
58,949346,616,0,38
59,949335,605,0,60
60,949394,543,0,63
61,949361,558,0,81
62,949363,567,0,70
63,949263,635,0,102
64,949244,669,0,87
65,949213,678,0,109
66,949246,637,0,117
67,949225,662,0,113
68,949224,665,0,111
69,949178,732,0,90
70,949174,737,0,89
71,949156,743,0,101
72,949102,808,0,90
73,949111,772,0,117
74,949155,733,0,112
75,949192,708,0,100
76,949228,679,0,93
77,949174,729,0,97
78,949212,693,0,95
79,949199,705,0,96
80,949215,677,0,108
81,949225,676,0,99
82,949278,637,0,85
83,949279,648,0,73
84,949241,698,0,61
85,949233,712,0,55
86,949232,719,0,49
87,949151,809,0,40
88,949146,825,0,29
89,949195,763,0,42
90,949178,775,0,47
91,949196,754,0,50
92,949178,787,0,35
93,949193,775,0,32
94,949183,777,0,40
95,949148,806,0,46
96,949096,851,0,53
97,949072,856,0,72
98,949053,861,0,86
99,949059,833,0,108
100,949142,756,0,102
