"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949414,582,2,2
2,949468,529,1,2
3,949510,487,1,2
4,949548,449,1,2
5,949528,469,1,2
6,949513,485,0,2
7,949572,424,0,4
8,949622,378,0,0
9,949648,352,0,0
10,949676,324,0,0
11,949669,330,1,0
12,949715,285,0,0
13,949737,261,0,2
14,949718,282,0,0
15,949736,263,0,1
16,949797,203,0,0
17,949790,210,0,0
18,949813,187,0,0
19,949802,198,0,0
20,949796,204,0,0
21,949799,201,0,0
22,949831,169,0,0
23,949869,131,0,0
24,949891,109,0,0
25,949911,89,0,0
26,949928,72,0,0
27,949918,82,0,0
28,949932,68,0,0
29,949932,68,0,0
30,949944,56,0,0
31,949953,47,0,0
32,949943,57,0,0
33,949945,55,0,0
34,949943,57,0,0
35,949927,73,0,0
36,949944,56,0,0
37,949950,50,0,0
38,949964,36,0,0
39,949966,34,0,0
40,949969,31,0,0
41,949957,43,0,0
42,949963,37,0,0
43,949974,26,0,0
44,949977,23,0,0
45,949990,10,0,0
46,949994,6,0,0
47,949993,7,0,0
48,949994,6,0,0
49,949991,9,0,0
50,949989,11,0,0
51,949990,10,0,0
52,949994,6,0,0
53,949996,4,0,0
54,949999,1,0,0
55,950000,0,0,0
