"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949086,875,39,0
2,949078,845,76,1
3,949046,845,108,1
4,949015,879,105,1
5,948978,898,123,1
6,948970,893,130,7
7,948973,868,152,7
8,948949,858,182,11
9,948899,905,185,11
10,948872,925,194,9
11,948850,944,201,5
12,948807,986,202,5
13,948753,1026,219,2
14,948731,1027,241,1
15,948676,1069,254,1
16,948581,1127,289,3
17,948543,1141,314,2
18,948564,1134,297,5
19,948543,1142,313,2
20,948531,1144,325,0
21,948500,1142,358,0
22,948471,1164,364,1
23,948443,1176,378,3
24,948462,1182,352,4
25,948470,1158,367,5
26,948386,1216,384,14
27,948365,1233,390,12
28,948377,1267,345,11
29,948352,1309,322,17
30,948228,1389,369,14
31,948164,1450,376,10
32,948147,1470,380,3
33,948126,1505,366,3
34,948065,1508,425,2
35,948040,1538,419,3
36,948008,1581,406,5
37,947981,1600,411,8
38,947954,1636,397,13
39,947855,1696,434,15
40,947860,1728,401,11
41,947755,1812,421,12
42,947681,1866,439,14
43,947652,1914,422,12
44,947623,1955,419,3
45,947632,1958,405,5
46,947626,1911,456,7
47,947588,1936,468,8
48,947545,1951,494,10
49,947454,2054,480,12
50,947418,2061,510,11
51,947392,2144,453,11
52,947386,2166,436,12
53,947332,2194,460,14
54,947233,2303,453,11
55,947203,2338,437,22
56,947148,2387,445,20
57,947141,2428,421,10
58,947127,2441,422,10
59,947090,2454,438,18
60,947025,2536,425,14
61,947033,2499,455,13
62,946956,2544,487,13
63,946895,2601,488,16
64,946752,2687,551,10
65,946697,2732,556,15
66,946724,2732,522,22
67,946647,2790,534,29
68,946540,2863,565,32
69,946413,2941,603,43
70,946299,3041,611,49
71,946191,3113,631,65
72,946142,3158,633,67
73,946066,3258,616,60
74,946001,3329,624,46
75,945998,3289,661,52
76,945901,3357,685,57
77,945838,3364,733,65
78,945735,3414,783,68
79,945638,3498,802,62
80,945515,3583,835,67
81,945435,3705,805,55
82,945307,3738,896,59
83,945221,3806,916,57
84,945091,3951,901,57
85,945057,3991,908,44
86,944918,4136,891,55
87,944839,4147,953,61
88,944705,4326,911,58
89,944691,4357,903,49
90,944581,4525,857,37
91,944528,4529,910,33
92,944474,4594,892,40
93,944359,4682,926,33
94,944243,4818,897,42
95,944134,4880,943,43
96,943995,5025,957,23
97,943850,5106,1027,17
98,943733,5271,978,18
99,943612,5363,1003,22
100,943449,5543,983,25
101,943309,5699,973,19
102,943219,5749,1013,19
103,943199,5774,1014,13
104,943141,5800,1033,26
105,943039,5895,1048,18
106,943001,5932,1048,19
107,942799,6094,1095,12
108,942746,6202,1046,6
109,942658,6330,994,18
110,942579,6409,981,31
111,942586,6420,971,23
112,942436,6473,1068,23
113,942329,6524,1121,26
114,942207,6607,1154,32
115,942163,6655,1148,34
116,941956,6901,1111,32
117,941883,6976,1108,33
118,941695,7102,1176,27
119,941553,7206,1214,27
120,941363,7340,1257,40
121,941107,7590,1260,43
122,940890,7748,1324,38
123,940740,7853,1351,56
124,940639,7974,1334,53
125,940545,8098,1308,49
126,940462,8188,1307,43
127,940444,8199,1302,55
128,940433,8262,1258,47
129,940251,8385,1314,50
130,940170,8396,1392,42
131,940076,8524,1369,31
132,939949,8621,1401,29
133,939822,8680,1462,36
134,939716,8795,1441,48
135,939633,8897,1418,52
136,939472,9056,1419,53
137,939428,9121,1392,59
138,939362,9258,1324,56
139,939198,9430,1306,66
140,939125,9523,1277,75
141,939006,9648,1268,78
142,938857,9822,1250,71
143,938760,9896,1262,82
144,938588,9959,1360,93
145,938436,10079,1370,115
146,938262,10261,1361,116
147,938040,10459,1386,115
148,937885,10638,1353,124
149,937754,10817,1317,112
150,937585,10897,1389,129
151,937418,11003,1448,131
152,937288,11156,1432,124
153,937120,11380,1364,136
154,936897,11575,1409,119
155,936718,11677,1483,122
156,936559,11795,1531,115
157,936302,12032,1547,119
158,936237,12099,1537,127
159,935989,12305,1573,133
160,935937,12408,1526,129
161,935829,12519,1511,141
162,935663,12580,1617,140
163,935548,12781,1535,136
164,935494,12880,1500,126
165,935389,13048,1449,114
166,935096,13295,1496,113
167,935009,13314,1573,104
168,934833,13515,1545,107
169,934661,13660,1580,99
170,934483,13737,1676,104
171,934315,13834,1751,100
172,934110,14007,1788,95
173,933925,14130,1844,101
174,933813,14312,1778,97
175,933743,14431,1743,83
176,933689,14473,1751,87
177,933508,14569,1850,73
178,933424,14704,1801,71
179,933351,14827,1754,68
180,933137,15033,1753,77
181,932939,15185,1796,80
182,932738,15439,1759,64
183,932665,15476,1795,64
