"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,364309,486382,99201,108
2,304732,491304,153806,158
3,246174,498356,205301,169
4,191180,507032,251554,234
5,144126,516256,289394,224
6,104833,526545,318400,222
7,74357,536975,338464,204
8,50652,547813,351360,175
9,33587,558849,357362,202
10,21453,569725,358633,189
11,13451,580425,355940,184
12,8251,592833,348714,202
13,4988,603702,341133,177
14,2932,614502,332341,225
15,1588,625899,322323,190
16,922,636733,312157,188
17,432,647639,301758,171
18,233,658110,291456,201
19,121,668537,281139,203
20,46,678857,270919,178
21,24,689580,260166,230
22,0,699807,249991,202
23,0,709577,240218,205
24,0,719092,230691,217
25,0,728937,220864,199
26,0,738335,211477,188
27,0,747589,202190,221
28,0,756505,193285,210
29,0,764979,184814,207
30,0,772657,177122,221
31,0,779879,169939,182
32,0,786885,162925,190
33,0,794486,155350,164
34,0,801392,148413,195
35,0,808375,141420,205
36,0,815067,134736,197
37,0,821626,128170,204
38,0,827530,122262,208
39,0,833177,116613,210
40,0,838686,111101,213
41,0,844448,105373,179
42,0,849014,100802,184
43,0,854290,95521,189
44,0,859295,90520,185
45,0,863386,86449,165
46,0,867306,82522,172
47,0,870709,79066,225
48,0,874218,75612,170
49,0,877656,72153,191
50,0,880924,68872,204
51,0,883306,66505,189
52,0,885883,63889,228
53,0,888424,61381,195
54,0,891187,58615,198
55,0,893444,56332,224
56,0,895117,54658,225
57,0,896949,52858,193
58,0,899125,50673,202
59,0,900515,49276,209
60,0,901703,48074,223
61,0,903163,46629,208
62,0,904194,45615,191
63,0,904844,44959,197
64,0,905653,44179,168
65,0,906052,43753,195
66,0,906503,43276,221
67,0,906635,43191,174
68,0,906918,42873,209
69,0,907373,42423,204
70,0,907651,42172,177
71,0,907740,42091,169
72,0,907785,42007,208
73,0,908056,41738,206
74,0,908286,41527,187
75,0,908040,41789,171
76,0,908380,41426,194
77,0,908594,41199,207
78,0,908821,40984,195
79,0,908553,41212,235
80,0,908569,41233,198
81,0,908648,41142,210
82,0,908988,40819,193
83,0,908792,41017,191
84,0,908590,41212,198
85,0,908762,41060,178
86,0,908633,41168,199
87,0,908404,41394,202
88,0,908122,41677,201
89,0,908111,41705,184
90,0,907922,41882,196
91,0,908090,41703,207
92,0,908077,41744,179
93,0,907814,41990,196
94,0,908166,41636,198
95,0,908296,41494,210
96,0,908380,41428,192
97,0,908475,41309,216
98,0,908370,41413,217
99,0,908387,41371,242
100,0,908428,41376,196
101,0,908477,41326,197
102,0,908944,40858,198
103,0,908941,40864,195
104,0,908953,40859,188
105,0,908813,41004,183
106,0,908855,40938,207
107,0,908841,40962,197
108,0,908753,41059,188
109,0,908889,40909,202
110,0,909028,40747,225
111,0,909141,40652,207
112,0,909087,40707,206
113,0,909013,40756,231
114,0,909155,40598,247
115,0,909006,40787,207
116,0,909197,40579,224
117,0,909214,40613,173
118,0,909200,40574,226
119,0,908848,40954,198
120,0,908663,41114,223
121,0,908696,41112,192
122,0,908585,41238,177
123,0,908438,41385,177
124,0,908608,41195,197
125,0,908894,40915,191
126,0,908725,41097,178
127,0,908317,41471,212
128,0,908426,41371,203
129,0,908604,41191,205
130,0,908581,41231,188
131,0,908632,41153,215
132,0,908852,40950,198
133,0,908752,41065,183
134,0,908648,41140,212
135,0,908598,41208,194
136,0,908457,41369,174
137,0,908707,41080,213
138,0,908724,41101,175
139,0,908905,40872,223
140,0,908893,40917,190
141,0,909021,40755,224
142,0,909247,40564,189
143,0,909265,40548,187
144,0,909356,40445,199
145,0,909070,40758,172
146,0,909228,40568,204
147,0,909331,40454,215
148,0,909161,40640,199
149,0,909056,40741,203
150,0,909187,40626,187
151,0,909445,40369,186
152,0,909168,40656,176
153,0,909498,40316,186
154,0,909588,40208,204
155,0,909490,40315,195
156,0,909751,40051,198
157,0,909883,39916,201
158,0,909960,39852,188
159,0,909616,40180,204
160,0,909707,40100,193
161,0,909488,40321,191
162,0,909247,40530,223
163,0,909438,40363,199
164,0,909346,40450,204
165,0,908854,40911,235
166,0,909073,40737,190
167,0,909057,40765,178
168,0,908915,40879,206
169,0,909120,40707,173
170,0,908961,40838,201
171,0,909338,40460,202
172,0,909108,40644,248
173,0,909492,40320,188
174,0,909652,40141,207
175,0,909726,40082,192
176,0,909761,40012,227
177,0,909930,39874,196
178,0,910300,39510,190
179,0,910282,39497,221
180,0,910257,39514,229
181,0,910361,39431,208
182,0,910403,39412,185
183,0,910241,39573,186
184,0,909801,40000,199
185,0,909774,40020,206
186,0,909822,39980,198
187,0,909432,40350,218
188,0,909486,40335,179
189,0,909544,40265,191
190,0,909606,40180,214
191,0,909310,40488,202
192,0,909159,40627,214
193,0,909135,40677,188
194,0,909223,40582,195
195,0,909119,40663,218
196,0,909294,40508,198
197,0,908923,40885,192
198,0,908658,41138,204
199,0,908729,41078,193
200,0,908805,40977,218
201,0,909037,40785,178
202,0,908771,41047,182
203,0,908431,41403,166
204,0,908426,41356,218
205,0,908523,41280,197
206,0,908700,41084,216
207,0,908205,41574,221
208,0,908144,41646,210
209,0,907888,41936,176
210,0,907742,42051,207
211,0,907939,41878,183
212,0,907925,41865,210
213,0,907849,41974,177
214,0,907832,41942,226
215,0,907881,41929,190
216,0,907951,41846,203
217,0,908130,41685,185
218,0,908064,41727,209
219,0,908043,41764,193
220,0,907786,42020,194
221,0,907819,41999,182
222,0,907330,42449,221
223,0,907680,42121,199
224,0,907463,42359,178
225,0,907724,42069,207
226,0,907661,42146,193
227,0,907766,42025,209
228,0,908265,41530,205
229,0,908233,41585,182
230,0,908096,41735,169
231,0,908089,41736,175
232,0,908072,41706,222
233,0,907667,42130,203
234,0,907649,42182,169
235,0,907693,42104,203
236,0,908026,41781,193
237,0,908130,41692,178
238,0,908206,41615,179
239,0,907854,41919,227
240,0,907727,42061,212
241,0,907656,42145,199
242,0,907558,42253,189
243,0,907566,42223,211
244,0,907690,42117,193
245,0,907632,42167,201
246,0,907639,42168,193
247,0,907632,42154,214
248,0,907409,42382,209
249,0,907389,42421,190
250,0,907076,42701,223
251,0,906999,42814,187
252,0,906748,43069,183
253,0,906852,42975,173
254,0,907108,42706,186
255,0,907185,42627,188
256,0,906935,42865,200
257,0,907140,42663,197
258,0,907419,42400,181
259,0,907402,42380,218
260,0,907405,42410,185
261,0,907169,42645,186
262,0,906910,42903,187
263,0,906703,43075,222
264,0,906700,43104,196
265,0,906896,42919,185
266,0,907161,42652,187
267,0,907119,42695,186
268,0,907258,42540,202
269,0,907260,42554,186
270,0,907376,42422,202
271,0,907584,42238,178
272,0,907658,42140,202
273,0,907608,42194,198
274,0,907724,42058,218
275,0,908085,41732,183
276,0,907981,41806,213
277,0,908034,41757,209
278,0,908186,41654,160
279,0,908061,41741,198
280,0,907841,41965,194
