"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949082,909,4,5
2,949068,925,4,3
3,949062,921,8,9
4,949139,850,6,5
5,949170,822,2,6
6,949219,773,2,6
7,949263,728,2,7
8,949269,720,0,11
9,949323,672,0,5
10,949336,658,0,6
11,949379,613,0,8
12,949396,603,0,1
13,949429,570,1,0
14,949448,550,2,0
15,949473,524,3,0
16,949472,526,2,0
17,949478,518,1,3
18,949534,466,0,0
19,949547,453,0,0
20,949559,441,0,0
21,949581,419,0,0
22,949576,424,0,0
23,949599,401,0,0
24,949613,385,0,2
25,949563,437,0,0
26,949570,428,1,1
27,949640,358,0,2
28,949666,328,2,4
29,949672,326,1,1
30,949719,277,2,2
31,949699,295,1,5
32,949735,257,0,8
33,949783,206,0,11
34,949800,190,0,10
35,949779,212,1,8
36,949772,217,1,10
37,949799,187,1,13
38,949794,191,1,14
39,949795,195,2,8
40,949844,149,2,5
41,949871,124,1,4
42,949850,147,0,3
43,949864,128,0,8
44,949854,135,0,11
45,949868,125,0,7
46,949877,118,0,5
47,949858,137,1,4
48,949891,105,1,3
49,949879,118,2,1
50,949886,111,2,1
51,949899,96,4,1
52,949892,104,2,2
53,949884,113,2,1
54,949865,132,2,1
55,949882,117,1,0
56,949890,109,1,0
57,949884,115,1,0
58,949900,100,0,0
59,949882,116,0,2
60,949847,146,0,7
61,949855,136,0,9
62,949857,138,0,5
63,949888,108,0,4
64,949879,110,0,11
65,949894,98,0,8
66,949912,75,0,13
67,949904,82,0,14
68,949883,103,0,14
69,949888,92,0,20
70,949884,107,0,9
71,949894,90,0,16
72,949912,79,0,9
73,949905,82,0,13
74,949915,72,0,13
75,949933,58,0,9
76,949939,53,0,8
77,949948,39,0,13
78,949970,20,0,10
79,949987,8,0,5
80,949988,7,0,5
81,949995,2,0,3
82,949996,4,0,0
83,949995,5,0,0
84,949996,4,0,0
85,949998,2,0,0
86,949997,3,0,0
87,949995,5,0,0
88,949995,5,0,0
89,949992,8,0,0
90,949987,13,0,0
91,949991,9,0,0
92,949992,8,0,0
93,949994,6,0,0
94,949983,17,0,0
95,949976,24,0,0
96,949983,17,0,0
97,949985,15,0,0
98,949990,10,0,0
99,949993,7,0,0
100,949993,7,0,0
101,949994,6,0,0
102,949995,5,0,0
103,949999,1,0,0
104,950000,0,0,0
