"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949166,824,8,2
2,949137,855,4,4
3,949124,866,3,7
4,949056,931,8,5
5,949029,956,7,8
6,948985,989,17,9
7,949002,970,18,10
8,948950,1026,13,11
9,948942,1030,15,13
10,948950,1032,8,10
11,948958,1009,11,22
12,948988,956,14,42
13,949007,943,10,40
14,949010,919,7,64
15,949079,846,5,70
16,949079,851,2,68
17,949075,858,0,67
18,949095,823,3,79
19,949094,842,4,60
20,949036,895,7,62
21,949041,892,9,58
22,949055,881,10,54
23,949013,920,10,57
24,948929,996,11,64
25,948946,980,11,63
26,949000,940,9,51
27,948953,982,5,60
28,948938,1006,2,54
29,948986,964,2,48
30,949053,894,3,50
31,949005,948,4,43
32,949032,922,2,44
33,949032,914,2,52
34,949005,934,1,60
35,948991,947,3,59
36,949018,937,2,43
37,949051,903,3,43
38,949091,865,2,42
39,949106,833,8,53
40,949150,805,4,41
41,949158,790,4,48
42,949158,788,1,53
43,949052,893,3,52
44,949104,837,2,57
45,949122,808,1,69
46,949148,791,1,60
47,949096,808,3,93
48,949087,822,2,89
49,949093,822,4,81
50,949082,828,3,87
51,949060,840,4,96
52,949017,878,7,98
53,949039,872,4,85
54,949035,865,4,96
55,949079,829,3,89
56,949056,837,5,102
57,948974,921,3,102
58,948993,905,4,98
59,948958,950,3,89
60,948979,906,2,113
61,949038,873,3,86
62,949129,798,1,72
63,949104,816,3,77
64,949177,748,3,72
65,949152,777,4,67
66,949139,788,4,69
67,949223,703,3,71
68,949280,659,1,60
69,949250,685,3,62
70,949296,640,2,62
71,949282,646,6,66
72,949305,613,8,74
73,949319,606,4,71
74,949340,588,5,67
75,949363,568,5,64
76,949354,575,4,67
77,949359,566,7,68
78,949340,574,4,82
79,949276,633,0,91
80,949242,631,0,127
81,949238,646,0,116
82,949237,635,3,125
83,949210,649,5,136
84,949207,646,3,144
85,949232,592,6,170
86,949237,584,3,176
87,949212,611,1,176
88,949186,652,0,162
89,949232,606,0,162
90,949287,575,0,138
91,949243,590,1,166
92,949238,596,0,166
93,949284,576,1,139
94,949327,560,0,113
95,949299,568,0,133
96,949226,619,4,151
97,949201,629,3,167
98,949205,622,3,170
99,949219,614,2,165
100,949214,603,1,182
101,949287,559,3,151
102,949278,583,2,137
103,949298,590,2,110
104,949328,548,1,123
105,949344,543,0,113
106,949425,462,0,113
107,949449,460,0,91
108,949435,474,0,91
109,949424,475,0,101
110,949411,487,0,102
111,949380,531,2,87
112,949382,534,3,81
113,949334,564,5,97
114,949291,602,3,104
115,949263,610,3,124
116,949259,596,2,143
117,949253,601,0,146
118,949249,598,0,153
119,949222,626,0,152
120,949210,624,0,166
121,949277,578,0,145
122,949276,573,0,151
123,949234,628,0,138
124,949206,686,1,107
125,949165,705,3,127
126,949231,657,0,112
127,949246,643,0,111
128,949299,598,0,103
129,949308,560,0,132
130,949302,562,1,135
131,949263,606,2,129
132,949218,633,0,149
133,949175,667,0,158
134,949161,694,0,145
135,949140,698,0,162
136,949160,701,0,139
137,949173,699,0,128
138,949231,644,0,125
139,949250,614,4,132
140,949318,561,1,120
141,949329,562,1,108
142,949383,534,1,82
143,949403,504,2,91
144,949386,507,4,103
145,949397,509,3,91
146,949360,551,1,88
147,949320,590,3,87
148,949331,590,1,78
149,949335,581,0,84
150,949345,559,0,96
151,949398,502,0,100
152,949410,482,0,108
153,949456,442,2,100
154,949502,384,1,113
155,949495,390,1,114
156,949470,416,1,113
