"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,948567,1084,349,0
2,948218,1117,664,1
3,947890,1112,996,2
4,947511,1160,1329,0
5,947070,1237,1691,2
6,946646,1303,2050,1
7,946086,1348,2566,0
8,945499,1466,3034,1
9,944810,1605,3582,3
10,944212,1684,4103,1
11,943387,1859,4753,1
12,942749,1971,5279,1
13,941999,2073,5924,4
14,941132,2265,6603,0
15,940206,2458,7334,2
16,939284,2649,8063,4
17,938378,2884,8738,0
18,937400,3086,9511,3
19,936305,3333,10358,4
20,935164,3610,11223,3
21,933956,3883,12154,7
22,932839,4150,13000,11
23,931640,4404,13947,9
24,930414,4655,14924,7
25,929118,4974,15903,5
26,927857,5243,16894,6
27,926482,5557,17961,0
28,925145,5833,19020,2
29,923639,6256,20101,4
30,922191,6566,21240,3
31,920676,6898,22423,3
32,919070,7116,23811,3
33,917310,7486,25200,4
34,915503,7823,26667,7
35,913890,8146,27960,4
36,912101,8531,29355,13
37,910332,8970,30684,14
38,908473,9315,32204,8
39,906400,9744,33848,8
40,904502,10264,35225,9
41,902739,10679,36573,9
42,900626,11174,38195,5
43,898602,11745,39634,19
44,896413,12311,41267,9
45,894346,12846,42800,8
46,892304,13367,44316,13
47,889938,13887,46166,9
48,887797,14413,47774,16
49,885544,15080,49366,10
50,883187,15568,51231,14
51,880891,16169,52927,13
52,878492,16806,54697,5
53,876079,17403,56512,6
54,873383,17912,58695,10
55,870948,18366,60671,15
56,868338,18875,62774,13
57,865661,19477,64849,13
58,862986,20165,66832,17
59,860535,20765,68688,12
60,857889,21346,70761,4
61,855437,21869,72686,8
62,852582,22539,74864,15
63,850073,23162,76753,12
64,847433,23850,78704,13
65,844218,24748,81021,13
66,841451,25443,83087,19
67,838615,26273,85097,15
68,835778,27016,87190,16
69,832679,27875,89424,22
70,829658,28565,91758,19
71,826625,29369,93988,18
72,823476,30171,96336,17
73,820439,31019,98514,28
74,817283,31912,100779,26
75,813996,32844,103131,29
76,810855,33642,105475,28
