"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,20724,665048,262634,1594
2,6874,712345,229662,1119
3,1876,754695,192472,957
4,479,791645,157126,750
5,115,821905,127270,710
6,29,846718,102485,768
7,4,867114,82122,760
8,0,883822,65451,727
9,0,897176,52064,760
10,0,907894,41404,702
11,0,915920,33386,694
12,0,922563,26735,702
13,0,928095,21206,699
14,0,932465,16791,744
15,0,935960,13285,755
16,0,938760,10519,721
17,0,940959,8341,700
18,0,942893,6441,666
19,0,944136,5207,657
20,0,945264,4087,649
21,0,945991,3307,702
22,0,946639,2670,691
23,0,947150,2222,628
24,0,947627,1787,586
25,0,947842,1466,692
26,0,948197,1155,648
27,0,948442,921,637
28,0,948621,709,670
29,0,948730,581,689
30,0,948798,456,746
31,0,948910,375,715
32,0,949045,282,673
33,0,949132,230,638
34,0,949064,197,739
35,0,949174,142,684
36,0,949250,118,632
37,0,949307,102,591
38,0,949272,79,649
39,0,949272,56,672
40,0,949236,39,725
41,0,949306,20,674
42,0,949291,16,693
43,0,949265,23,712
44,0,949322,23,655
45,0,949266,18,716
46,0,949267,13,720
47,0,949333,10,657
48,0,949336,6,658
49,0,949332,7,661
50,0,949362,5,633
51,0,949298,2,700
52,0,949319,1,680
53,0,949310,0,690
