"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,20543,695701,232062,1694
2,7204,742824,198719,1253
3,2127,783333,163590,950
4,592,817232,131343,833
5,137,845418,103692,753
6,18,867878,81279,825
7,6,885605,63659,730
8,0,898818,50417,765
9,0,909688,39538,774
10,0,918393,30857,750
11,0,925040,24178,782
12,0,930306,18947,747
13,0,934837,14416,747
14,0,937980,11253,767
15,0,940669,8699,632
16,0,942585,6720,695
17,0,944010,5283,707
18,0,945173,4089,738
19,0,946009,3211,780
20,0,946850,2429,721
21,0,947473,1813,714
22,0,947916,1351,733
23,0,948297,1037,666
24,0,948513,761,726
25,0,948603,628,769
26,0,948838,458,704
27,0,948954,331,715
28,0,949038,252,710
29,0,949042,224,734
30,0,949133,180,687
31,0,949106,142,752
32,0,949133,118,749
33,0,949157,95,748
34,0,949155,66,779
35,0,949275,60,665
36,0,949278,39,683
37,0,949262,28,710
38,0,949327,27,646
39,0,949289,25,686
40,0,949261,25,714
41,0,949256,27,717
42,0,949300,18,682
43,0,949308,17,675
44,0,949294,4,702
45,0,949292,3,705
46,0,949271,1,728
47,0,949196,1,803
48,0,949220,0,780
