"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,8697,936668,0,4635
2,9050,935529,0,5421
3,8847,935135,0,6018
4,8745,934719,0,6536
5,8703,934162,0,7135
6,8885,933539,0,7576
7,8810,933034,0,8156
8,8870,932402,0,8728
9,8913,931810,0,9277
10,9027,931285,0,9688
11,8873,930710,0,10417
12,8784,930266,0,10950
13,8640,929877,0,11483
14,8500,929336,0,12164
15,8658,928668,0,12674
16,8473,928070,0,13457
17,8496,927565,0,13939
18,8459,926776,0,14765
19,8571,926137,0,15292
20,8755,925514,0,15731
21,8682,925046,0,16272
22,8807,924206,0,16987
23,8964,923595,0,17441
24,9175,922740,0,18085
25,9168,922294,0,18538
26,9102,921727,0,19171
27,8975,921567,0,19458
28,9197,920835,0,19968
29,9375,920171,0,20454
30,9306,919682,0,21012
31,9316,919194,0,21490
32,9251,918550,0,22199
33,9325,918045,0,22630
34,9341,917397,0,23262
35,9459,916658,0,23883
36,9611,916139,0,24250
37,9566,915846,0,24588
38,9545,915487,0,24968
39,9508,914618,0,25874
40,9575,913988,0,26437
41,9661,913395,0,26944
42,9806,912603,0,27591
43,9774,912290,0,27936
44,9760,911464,0,28776
45,9801,910672,0,29527
46,10001,909769,0,30230
47,9761,909128,0,31111
48,9769,908383,0,31848
49,9953,908076,0,31971
50,9994,907215,0,32791
51,9900,906725,0,33375
52,9784,906144,0,34072
53,9810,905509,0,34681
54,9732,905196,0,35072
55,9818,904690,0,35492
56,9813,903890,0,36297
57,9640,903674,0,36686
58,9615,903366,0,37019
59,9605,902870,0,37525
60,9550,902530,0,37920
61,9589,901878,0,38533
62,9580,900932,0,39488
63,9719,900230,0,40051
64,9773,899792,0,40435
65,9729,899232,0,41039
66,10005,897990,0,42005
67,9921,897118,0,42961
68,9866,896446,0,43688
69,9981,895540,0,44479
70,10089,894766,0,45145
71,10257,893897,0,45846
72,10151,893748,0,46101
73,10243,893409,0,46348
74,10369,892882,0,46749
75,10588,892262,0,47150
76,10400,891706,0,47894
77,10335,891488,0,48177
78,10292,890952,0,48756
79,10328,889808,0,49864
80,10283,889011,0,50706
81,10418,888447,0,51135
82,10525,887888,0,51587
83,10448,887383,0,52169
84,10393,886939,0,52668
85,10416,886808,0,52776
86,10536,886235,0,53229
87,10503,885297,0,54200
88,10537,884682,0,54781
89,10369,884109,0,55522
90,10495,883355,0,56150
91,10374,882624,0,57002
92,10120,882291,0,57589
93,10090,881252,0,58658
94,10208,880564,0,59228
95,10076,879344,0,60580
96,9746,878594,0,61660
97,9649,877876,0,62475
98,9477,877231,0,63292
99,9522,877010,0,63468
100,9584,876233,0,64183
101,9584,875369,0,65047
102,9521,874943,0,65536
103,9434,874239,0,66327
104,9452,873029,0,67519
105,9584,871492,0,68924
106,9470,870773,0,69757
107,9426,870079,0,70495
108,9255,869775,0,70970
109,9079,869431,0,71490
110,9273,868886,0,71841
111,9290,868171,0,72539
112,9332,867527,0,73141
113,9346,867610,0,73044
114,9222,867223,0,73555
115,9294,866565,0,74141
116,9082,866335,0,74583
117,9019,865897,0,75084
118,9042,865226,0,75732
119,8867,864702,0,76431
120,8930,864094,0,76976
121,9002,863530,0,77468
122,9045,863385,0,77570
123,9081,863514,0,77405
124,9020,862878,0,78102
125,8848,861770,0,79382
126,9086,860912,0,80002
127,9235,860324,0,80441
128,9336,859512,0,81152
129,9255,859026,0,81719
130,9306,858448,0,82246
131,9288,857897,0,82815
132,8942,857651,0,83407
133,8851,857516,0,83633
134,8888,857665,0,83447
135,8676,857029,0,84295
136,8805,856412,0,84783
137,8910,856350,0,84740
138,8868,855749,0,85383
139,8755,855231,0,86014
140,8647,855299,0,86054
141,8601,855266,0,86133
142,8687,854193,0,87120
143,8553,853706,0,87741
144,8546,853188,0,88266
145,8601,852473,0,88926
146,8548,851842,0,89610
147,8523,850876,0,90601
148,8577,849667,0,91756
149,8519,848974,0,92507
150,8364,848342,0,93294
151,8432,847043,0,94525
152,8459,847186,0,94355
153,8330,845717,0,95953
154,8388,845232,0,96380
155,8403,845132,0,96465
156,8176,844397,0,97427
157,8183,843947,0,97870
158,8410,842549,0,99041
159,8131,841856,0,100013
160,8041,841032,0,100927
161,8191,840395,0,101414
