"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,943850,6089,0,61
2,943928,6007,0,65
3,944125,5807,0,68
4,944190,5737,0,73
5,944307,5618,0,75
6,944465,5447,0,88
7,944488,5419,0,93
8,944661,5262,0,77
9,945003,4937,0,60
10,945248,4694,0,58
11,945530,4399,0,71
12,945512,4400,0,88
13,945612,4320,0,68
14,945827,4110,0,63
15,946060,3890,3,47
16,946091,3863,3,43
17,946246,3709,0,45
18,946347,3604,0,49
19,946448,3497,0,55
20,946577,3373,0,50
21,946674,3281,0,45
22,946774,3177,0,49
23,946882,3062,0,56
24,947026,2911,0,63
25,947141,2797,0,62
26,947292,2655,0,53
27,947443,2503,0,54
28,947558,2383,0,59
29,947621,2314,0,65
30,947631,2313,0,56
31,947717,2229,0,54
32,947716,2234,0,50
33,947903,2061,0,36
34,948009,1955,0,36
35,948041,1931,0,28
36,948062,1909,0,29
37,948065,1896,0,39
38,948129,1837,0,34
39,948155,1799,0,46
40,948202,1751,0,47
41,948292,1669,0,39
42,948357,1610,0,33
43,948417,1554,0,29
44,948578,1404,0,18
45,948548,1435,0,17
46,948624,1363,0,13
47,948678,1315,0,7
48,948722,1270,0,8
49,948746,1246,0,8
50,948732,1261,0,7
51,948822,1169,0,9
52,948830,1154,0,16
53,948915,1069,0,16
54,948908,1071,0,21
55,948938,1045,0,17
56,949013,963,0,24
57,949071,915,0,14
58,949071,924,0,5
59,949114,884,0,2
60,949177,822,0,1
61,949213,787,0,0
62,949254,743,0,3
63,949269,726,0,5
64,949335,656,0,9
65,949368,613,0,19
66,949407,570,0,23
67,949494,488,0,18
68,949493,483,0,24
69,949521,464,0,15
70,949562,421,0,17
71,949584,409,0,7
72,949604,389,0,7
73,949640,349,0,11
74,949644,346,0,10
75,949662,325,0,13
76,949638,351,0,11
77,949644,345,0,11
78,949673,318,0,9
79,949713,282,0,5
80,949705,290,0,5
81,949664,328,0,8
82,949663,327,0,10
83,949659,327,0,14
84,949657,328,0,15
85,949647,335,0,18
86,949675,305,0,20
87,949649,329,0,22
88,949635,346,0,19
89,949649,329,0,22
90,949633,342,0,25
91,949664,319,0,17
92,949658,327,0,15
93,949593,378,0,29
94,949595,381,0,24
95,949619,355,0,26
96,949679,299,0,22
97,949702,283,0,15
98,949676,305,0,19
99,949693,284,0,23
100,949701,279,0,20
101,949690,292,0,18
102,949712,269,0,19
103,949720,264,0,16
104,949743,235,0,22
105,949747,237,0,16
106,949770,217,0,13
107,949770,224,0,6
108,949789,209,0,2
109,949811,185,0,4
110,949821,173,0,6
111,949844,151,0,5
112,949831,163,0,6
113,949857,138,0,5
114,949855,143,0,2
115,949860,138,0,2
116,949854,145,0,1
117,949846,153,0,1
118,949855,144,0,1
119,949866,132,0,2
120,949860,139,0,1
121,949844,155,0,1
122,949850,146,0,4
123,949823,172,0,5
124,949828,171,0,1
125,949815,185,0,0
126,949835,165,0,0
127,949831,169,0,0
128,949855,145,0,0
129,949859,141,0,0
130,949849,151,0,0
131,949847,153,0,0
132,949837,163,0,0
133,949864,136,0,0
134,949878,122,0,0
135,949901,99,0,0
136,949887,113,0,0
137,949887,113,0,0
138,949906,94,0,0
139,949890,110,0,0
140,949872,128,0,0
141,949906,94,0,0
142,949904,96,0,0
143,949913,87,0,0
144,949919,81,0,0
145,949921,79,0,0
146,949924,76,0,0
147,949925,75,0,0
148,949934,66,0,0
149,949940,60,0,0
150,949937,63,0,0
151,949940,60,0,0
152,949939,61,0,0
153,949951,49,0,0
154,949949,51,0,0
155,949957,43,0,0
156,949944,56,0,0
157,949957,43,0,0
158,949959,41,0,0
159,949958,42,0,0
160,949954,46,0,0
161,949955,45,0,0
162,949946,54,0,0
163,949956,44,0,0
164,949955,45,0,0
165,949965,35,0,0
166,949964,36,0,0
167,949968,32,0,0
168,949955,45,0,0
169,949966,34,0,0
170,949964,36,0,0
171,949955,45,0,0
172,949953,47,0,0
173,949953,47,0,0
174,949962,38,0,0
175,949964,36,0,0
176,949973,27,0,0
177,949976,24,0,0
178,949965,35,0,0
179,949970,30,0,0
180,949977,23,0,0
181,949983,17,0,0
182,949988,12,0,0
183,949987,13,0,0
184,949997,3,0,0
185,950000,0,0,0
