"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949366,634,0,0
2,949453,546,0,1
3,949453,544,0,3
4,949522,474,0,4
5,949556,441,0,3
6,949573,420,0,7
7,949612,383,0,5
8,949654,340,0,6
9,949665,326,0,9
10,949667,324,0,9
11,949702,288,0,10
12,949719,274,0,7
13,949712,280,0,8
14,949732,258,0,10
15,949756,240,0,4
16,949811,185,0,4
17,949827,170,0,3
18,949841,156,0,3
19,949845,150,0,5
20,949850,145,0,5
21,949855,138,0,7
22,949870,129,0,1
23,949887,112,0,1
24,949913,87,0,0
25,949905,95,0,0
26,949912,88,0,0
27,949931,68,0,1
28,949941,57,0,2
29,949951,45,0,4
30,949959,35,0,6
31,949962,33,0,5
32,949964,34,0,2
33,949970,28,0,2
34,949986,13,0,1
35,949988,12,0,0
36,949982,18,0,0
37,949985,15,0,0
38,949976,24,0,0
39,949986,14,0,0
40,949982,18,0,0
41,949978,22,0,0
42,949976,24,0,0
43,949978,22,0,0
44,949987,13,0,0
45,949987,13,0,0
46,949994,6,0,0
47,949997,3,0,0
48,949997,3,0,0
49,949995,5,0,0
50,949996,4,0,0
51,949994,6,0,0
52,949993,7,0,0
53,949994,6,0,0
54,949996,4,0,0
55,949995,5,0,0
56,949999,1,0,0
57,950000,0,0,0
