"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949180,817,0,3
2,949179,819,0,2
3,949131,868,0,1
4,949126,874,0,0
5,949134,865,0,1
6,949110,888,0,2
7,949145,849,0,6
8,949100,895,0,5
9,949094,905,0,1
10,949097,903,0,0
11,949103,895,0,2
12,949117,880,0,3
13,949112,886,0,2
14,949104,896,0,0
15,949103,897,0,0
16,949105,894,0,1
17,949098,902,0,0
18,949139,861,0,0
19,949099,901,0,0
20,949101,899,0,0
21,949044,956,0,0
22,949027,973,0,0
23,949033,966,0,1
24,949070,929,0,1
25,949037,961,0,2
26,949037,960,0,3
27,949033,965,0,2
28,949051,948,0,1
29,949094,905,0,1
30,949082,918,0,0
31,949103,891,0,6
32,949114,885,0,1
33,949069,931,0,0
34,949061,939,0,0
35,949058,942,0,0
36,949098,902,0,0
37,949101,898,0,1
38,949113,885,0,2
39,949082,918,0,0
40,949110,890,0,0
41,949077,923,0,0
42,949024,976,0,0
43,949016,984,0,0
44,949060,939,0,1
45,949019,980,0,1
46,949059,937,0,4
47,949044,954,0,2
48,948994,1005,0,1
49,948966,1032,0,2
50,948965,1035,0,0
51,948928,1072,0,0
52,948976,1023,0,1
53,948962,1035,0,3
54,948907,1085,0,8
55,948936,1050,0,14
56,948900,1095,0,5
57,948924,1072,0,4
58,948901,1095,0,4
59,948944,1053,0,3
60,948930,1065,0,5
61,948960,1033,0,7
62,948948,1043,0,9
63,948914,1069,0,17
64,948895,1084,0,21
65,948910,1071,0,19
66,948898,1076,0,26
67,948836,1128,0,36
68,948799,1166,0,35
69,948731,1228,0,41
70,948701,1261,0,38
71,948671,1295,0,34
72,948680,1281,0,39
73,948684,1265,0,51
74,948648,1307,0,45
75,948661,1295,0,44
76,948684,1275,0,41
77,948703,1270,0,27
78,948745,1228,0,27
79,948719,1241,0,40
80,948759,1209,0,32
81,948721,1247,0,32
82,948712,1254,0,34
83,948663,1294,0,43
84,948679,1281,0,40
85,948686,1266,0,48
86,948673,1268,0,59
87,948682,1257,0,61
88,948662,1258,0,80
89,948707,1206,0,87
90,948710,1207,0,83
91,948738,1196,0,66
92,948758,1177,0,65
93,948785,1153,0,62
94,948753,1180,0,67
95,948771,1169,0,60
96,948754,1192,0,54
97,948759,1178,0,63
98,948744,1194,0,62
99,948800,1139,0,61
100,948835,1097,0,68
101,948880,1051,0,69
102,948801,1125,0,74
103,948811,1100,0,89
104,948878,1040,0,82
105,948851,1049,0,100
106,948854,1022,0,124
107,948844,1042,0,114
108,948864,1027,0,109
109,948832,1058,0,110
110,948813,1069,0,118
111,948804,1057,0,139
112,948845,1008,0,147
113,948808,1042,0,150
114,948834,1003,0,163
115,948840,991,0,169
116,948860,978,0,162
117,948814,1022,0,164
118,948812,1001,0,187
119,948771,1038,0,191
120,948805,992,0,203
121,948739,1074,0,187
122,948756,1030,0,214
123,948734,1049,0,217
124,948726,1042,0,232
125,948721,1044,0,235
126,948693,1071,0,236
127,948732,1017,0,251
128,948736,1016,0,248
129,948752,1002,0,246
130,948735,1019,0,246
131,948733,1001,0,266
132,948749,1005,0,246
133,948717,1021,0,262
134,948687,1063,0,250
135,948683,1059,0,258
136,948701,1055,0,244
137,948690,1085,0,225
138,948717,1046,0,237
139,948737,1013,0,250
140,948719,1037,0,244
141,948753,1000,0,247
142,948748,995,0,257
143,948746,985,0,269
