"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,943441,6333,119,107
2,943658,6095,113,134
3,944025,5717,110,148
4,944381,5381,106,132
5,944625,5119,106,150
6,945083,4663,99,155
7,945364,4381,98,157
8,945633,4100,87,180
9,945868,3883,71,178
10,946121,3601,69,209
11,946328,3403,61,208
12,946576,3177,58,189
13,946873,2901,46,180
14,947060,2742,48,150
15,947288,2529,49,134
16,947459,2363,46,132
17,947556,2284,45,115
18,947747,2076,36,141
19,947829,1994,28,149
20,947845,1982,24,149
21,947946,1875,25,154
22,948136,1699,19,146
23,948320,1529,8,143
24,948449,1415,11,125
25,948556,1337,11,96
26,948650,1237,9,104
27,948649,1205,11,135
28,948794,1066,7,133
29,948881,982,6,131
30,948938,921,2,139
31,949056,802,1,141
32,949063,753,2,182
33,949164,644,1,191
34,949236,543,3,218
35,949237,537,5,221
36,949172,576,7,245
37,949217,529,2,252
38,949201,537,2,260
39,949145,550,2,303
40,949165,522,0,313
41,949241,444,1,314
42,949253,406,2,339
43,949319,334,3,344
44,949379,317,3,301
45,949418,292,4,286
46,949453,301,9,237
47,949417,322,11,250
48,949445,309,12,234
49,949551,248,9,192
50,949583,208,6,203
51,949628,202,5,165
52,949618,189,5,188
53,949610,189,5,196
54,949597,164,2,237
55,949606,181,1,212
56,949633,152,1,214
57,949674,119,2,205
58,949686,104,3,207
59,949680,93,5,222
60,949720,97,8,175
61,949754,71,6,169
62,949742,82,4,172
63,949779,68,3,150
64,949814,53,1,132
65,949838,31,0,131
66,949856,31,0,113
67,949876,27,0,97
68,949873,26,0,101
69,949880,31,0,89
70,949883,34,0,83
71,949881,40,0,79
72,949888,23,0,89
73,949894,15,0,91
74,949877,26,0,97
75,949879,17,0,104
76,949895,12,0,93
77,949889,30,0,81
78,949872,27,0,101
79,949878,26,0,96
80,949878,17,0,105
81,949890,14,0,96
82,949904,7,0,89
83,949901,9,0,90
84,949904,13,0,83
85,949942,13,0,45
86,949958,8,0,34
87,949973,6,0,21
88,949966,8,0,26
89,949960,12,0,28
90,949953,12,0,35
91,949963,10,0,27
92,949960,12,0,28
93,949964,12,0,24
94,949962,17,0,21
95,949964,28,0,8
96,949966,22,0,12
97,949984,11,0,5
98,949988,10,0,2
99,949996,4,0,0
100,949991,9,0,0
101,949991,9,0,0
102,949997,3,0,0
103,949998,2,0,0
104,949998,2,0,0
105,949999,1,0,0
106,950000,0,0,0
