"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949269,722,7,2
2,949297,692,10,1
3,949317,665,16,2
4,949339,640,20,1
5,949328,649,23,0
6,949341,639,20,0
7,949342,640,17,1
8,949356,626,17,1
9,949354,625,19,2
10,949369,609,19,3
11,949371,608,17,4
12,949372,604,17,7
13,949390,585,20,5
14,949391,585,20,4
15,949403,573,19,5
16,949410,565,16,9
17,949431,552,14,3
18,949449,536,11,4
19,949451,534,9,6
20,949431,546,15,8
21,949432,542,19,7
22,949435,539,18,8
23,949445,520,24,11
24,949458,496,31,15
25,949491,471,23,15
26,949535,427,26,12
27,949521,442,30,7
28,949503,452,37,8
29,949468,485,39,8
30,949463,489,45,3
31,949454,497,45,4
32,949458,494,45,3
33,949444,507,45,4
34,949438,508,47,7
35,949410,537,48,5
36,949433,520,43,4
37,949459,486,51,4
38,949455,491,51,3
39,949472,483,42,3
40,949492,481,25,2
41,949497,482,19,2
42,949455,522,20,3
43,949455,518,22,5
44,949449,526,21,4
45,949489,482,13,16
46,949525,446,12,17
47,949500,467,15,18
48,949516,442,23,19
49,949534,440,12,14
50,949517,461,10,12
51,949533,441,10,16
52,949542,407,18,33
53,949551,400,15,34
54,949531,427,10,32
55,949516,432,15,37
56,949494,452,15,39
57,949496,452,13,39
58,949507,438,11,44
59,949533,419,11,37
60,949534,415,10,41
61,949538,407,7,48
62,949524,421,7,48
63,949514,435,9,42
64,949529,419,10,42
65,949559,384,6,51
66,949558,368,12,62
67,949557,356,12,75
68,949548,350,20,82
69,949551,344,24,81
70,949550,336,28,86
71,949550,315,37,98
72,949515,317,49,119
73,949503,316,46,135
74,949529,308,36,127
75,949531,309,27,133
76,949560,279,21,140
77,949568,281,13,138
78,949570,271,12,147
79,949574,281,12,133
80,949537,309,10,144
81,949562,300,11,127
82,949565,310,3,122
83,949616,262,3,119
84,949615,263,6,116
85,949625,261,2,112
86,949585,288,3,124
87,949609,271,6,114
88,949601,292,4,103
89,949596,309,2,93
90,949600,302,3,95
91,949628,292,4,76
92,949646,267,7,80
93,949611,288,10,91
94,949603,297,8,92
95,949640,261,5,94
96,949623,264,11,102
97,949635,260,15,90
98,949639,255,15,91
99,949684,213,14,89
100,949710,189,19,82
101,949685,224,19,72
102,949673,224,15,88
103,949694,219,15,72
104,949694,220,8,78
105,949682,227,8,83
106,949669,249,12,70
107,949694,243,6,57
108,949678,258,3,61
109,949684,260,2,54
110,949695,252,4,49
111,949730,213,3,54
112,949751,196,1,52
113,949758,188,2,52
114,949742,202,4,52
115,949746,203,4,47
116,949739,200,5,56
117,949778,159,1,62
118,949760,169,2,69
119,949784,146,1,69
120,949792,140,0,68
121,949778,147,1,74
122,949787,132,0,81
123,949766,149,2,83
124,949752,146,4,98
125,949762,132,4,102
126,949782,123,4,91
127,949768,142,1,89
128,949771,140,1,88
129,949771,124,2,103
130,949745,148,2,105
131,949725,158,3,114
132,949717,169,1,113
133,949707,164,4,125
134,949714,168,4,114
135,949706,191,3,100
136,949701,191,4,104
137,949703,180,3,114
138,949695,189,1,115
139,949690,207,1,102
140,949658,219,4,119
141,949646,219,3,132
142,949662,195,1,142
143,949628,224,3,145
144,949665,202,0,133
145,949654,217,5,124
146,949620,252,4,124
147,949609,254,5,132
148,949587,272,4,137
149,949590,268,5,137
150,949545,314,3,138
151,949530,318,8,144
152,949554,306,10,130
153,949533,306,11,150
154,949498,337,12,153
155,949480,329,10,181
156,949499,292,8,201
157,949496,287,7,210
158,949506,269,7,218
159,949490,285,7,218
160,949511,279,8,202
161,949505,293,1,201
162,949507,278,0,215
163,949505,276,1,218
164,949505,273,2,220
165,949489,280,4,227
166,949484,287,5,224
167,949452,309,2,237
168,949483,287,7,223
169,949523,247,11,219
170,949535,244,12,209
171,949552,260,13,175
172,949561,267,12,160
173,949579,250,10,161
174,949586,245,8,161
175,949614,231,5,150
176,949634,217,10,139
177,949639,208,12,141
178,949656,192,15,137
179,949668,179,18,135
180,949676,182,17,125
181,949679,159,13,149
182,949678,165,7,150
183,949689,155,5,151
184,949701,140,7,152
185,949712,147,6,135
186,949722,146,2,130
187,949709,144,8,139
188,949701,125,7,167
189,949708,125,12,155
190,949697,134,4,165
191,949702,144,2,152
192,949742,124,2,132
193,949740,119,2,139
194,949744,130,2,124
195,949709,130,1,160
196,949687,146,2,165
197,949705,135,7,153
198,949717,117,6,160
199,949732,114,3,151
200,949744,97,3,156
201,949745,99,3,153
202,949768,100,4,128
203,949772,99,5,124
204,949770,92,5,133
205,949780,79,3,138
206,949758,77,2,163
207,949770,69,5,156
208,949768,77,3,152
209,949775,70,5,150
210,949770,63,4,163
211,949770,62,8,160
212,949787,43,7,163
213,949786,44,2,168
214,949792,37,1,170
215,949785,26,1,188
216,949806,12,2,180
217,949811,10,0,179
218,949826,15,0,159
219,949823,14,0,163
220,949838,13,0,149
221,949861,15,0,124
222,949849,13,0,138
223,949868,8,0,124
224,949883,4,0,113
225,949857,3,0,140
226,949867,3,0,130
227,949857,11,0,132
228,949861,8,0,131
229,949880,7,0,113
230,949866,10,0,124
231,949847,8,1,144
232,949841,10,4,145
233,949846,7,4,143
234,949854,7,0,139
235,949858,6,0,136
236,949864,5,0,131
237,949878,4,0,118
238,949885,1,0,114
239,949891,0,0,109
