"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,472558,474200,91,3151
2,472186,474046,150,3618
3,471762,474131,182,3925
4,471855,473673,215,4257
5,471984,473201,227,4588
6,471546,473423,253,4778
7,471472,473250,290,4988
8,470924,473531,324,5221
9,470661,473573,324,5442
10,470008,473845,347,5800
11,469583,474094,402,5921
12,468855,474559,417,6169
13,469243,473812,435,6510
14,469140,473617,438,6805
15,469247,473224,402,7127
16,469062,473142,395,7401
17,469306,472457,443,7794
18,469102,472172,433,8293
19,469878,470931,423,8768
20,469858,470795,421,8926
21,469335,471038,442,9185
22,469667,470329,469,9535
23,469449,470286,502,9763
24,469849,469705,466,9980
25,468595,470740,478,10187
26,468284,470656,508,10552
27,467901,470659,493,10947
28,468860,469485,494,11161
29,468885,469123,466,11526
30,468823,468958,460,11759
31,468709,469004,491,11796
32,468502,469015,518,11965
33,468108,468928,486,12478
34,467821,468646,506,13027
35,467715,468603,514,13168
36,467542,468504,513,13441
37,468284,467636,527,13553
38,468298,467545,520,13637
39,467991,467671,495,13843
40,467156,468201,478,14165
41,467638,467521,459,14382
42,467748,466920,465,14867
43,467474,466750,479,15297
44,467604,466410,493,15493
45,467380,466309,497,15814
46,466901,466482,487,16130
47,466801,466212,498,16489
48,466802,465871,482,16845
49,467089,465625,472,16814
50,466884,465563,472,17081
51,466617,465382,473,17528
52,466033,465843,452,17672
53,465829,465731,486,17954
54,465708,465454,473,18365
55,464983,465718,519,18780
56,465095,465118,512,19275
57,464543,465343,514,19600
58,465012,464551,542,19895
59,465326,464079,506,20089
60,465529,463721,499,20251
61,466082,462791,495,20632
62,465670,462961,471,20898
63,464844,463487,456,21213
64,464593,463450,444,21513
65,464487,463333,469,21711
66,464814,462480,493,22213
67,463928,462899,503,22670
68,463846,462553,516,23085
69,463755,462429,483,23333
70,464075,461985,503,23437
71,464509,461362,467,23662
72,464876,460690,450,23984
73,464011,461175,475,24339
74,464116,460549,446,24889
75,464999,459480,423,25098
76,464690,459178,447,25685
77,464704,458969,458,25869
78,464522,458902,490,26086
79,463998,459528,512,25962
80,463825,459345,507,26323
81,463859,459224,485,26432
82,464184,458619,452,26745
83,463648,458455,462,27435
84,462743,459052,483,27722
85,462871,458710,463,27956
86,462445,458788,511,28256
87,462243,458562,500,28695
88,462517,458007,487,28989
89,461727,458735,470,29068
90,461662,458633,477,29228
91,461354,458766,493,29387
92,461347,458751,476,29426
93,460965,458928,470,29637
94,461682,457921,498,29899
95,461306,458033,513,30148
96,461590,457790,496,30124
97,461333,457617,471,30579
98,460331,458292,531,30846
99,460981,457752,520,30747
100,461005,457399,520,31076
101,460533,457506,558,31403
102,460136,457629,544,31691
103,459507,457856,536,32101
104,459104,458305,535,32056
105,458976,457772,482,32770
106,459118,457229,476,33177
107,460064,456477,468,32991
108,459693,456450,508,33349
109,459492,456321,490,33697
110,459211,456321,487,33981
111,459141,456197,514,34148
112,459940,455217,484,34359
113,460023,455127,458,34392
114,460433,454224,480,34863
115,460921,453477,483,35119
116,460926,453291,459,35324
117,461530,452438,493,35539
118,461612,451987,505,35896
119,461905,451304,492,36299
120,461588,451287,507,36618
121,461121,451569,498,36812
122,460780,451735,476,37009
123,460777,451684,465,37074
124,460968,451165,443,37424
125,461011,450968,443,37578
126,460223,451556,457,37764
127,459181,452328,468,38023
128,459517,451784,457,38242
129,459538,451704,450,38308
130,459339,451751,488,38422
131,459072,451726,461,38741
132,459584,450982,459,38975
133,459289,451073,476,39162
134,459614,450615,423,39348
135,459051,450759,452,39738
136,458693,451065,452,39790
137,458544,450975,472,40009
138,458474,451109,462,39955
139,459086,450034,457,40423
140,458701,450337,455,40507
141,458996,449288,477,41239
142,459030,448837,434,41699
143,458732,449015,411,41842
144,458915,448504,439,42142
145,458979,448142,461,42418
146,458858,448040,426,42676
147,458348,448126,424,43102
148,458762,447396,426,43416
149,458890,446873,451,43786
150,458129,447320,450,44101
151,457443,447659,457,44441
152,457075,447705,483,44737
153,456407,448266,466,44861
154,456821,447925,445,44809
155,456590,447710,423,45277
156,456527,447320,447,45706
157,457210,446501,450,45839
158,456622,446762,477,46139
159,456488,446765,488,46259
160,456620,446581,515,46284
161,456689,446224,488,46599
162,457010,445316,497,47177
163,456912,444895,513,47680
164,456943,444677,480,47900
165,456846,444384,483,48287
166,457382,443872,480,48266
167,457325,443859,457,48359
168,457401,443375,481,48743
169,457395,442991,489,49125
170,457422,443014,522,49042
171,457749,442516,468,49267
172,457199,443021,408,49372
173,457341,442636,389,49634
174,456839,442873,386,49902
175,457412,442195,382,50011
176,457255,442146,388,50211
177,457247,441327,377,51049
178,457222,441338,377,51063
179,457010,441086,394,51510
180,456909,440575,400,52116
181,456205,441017,423,52355
182,456087,441232,441,52240
183,455908,440784,457,52851
184,456289,440138,394,53179
185,456072,439930,420,53578
186,456753,439065,438,53744
187,456245,439217,436,54102
188,456781,438742,457,54020
189,456639,438711,471,54179
190,456050,439356,459,54135
191,455701,440032,471,53796
192,455069,440531,463,53937
193,454514,440648,479,54359
194,453513,441712,470,54305
195,453913,440995,420,54672
196,453464,440962,392,55182
197,452633,441334,450,55583
198,451850,441943,428,55779
199,451452,441554,442,56552
200,451707,441075,422,56796
201,451221,441404,442,56933
202,451225,440779,445,57551
203,451163,440744,459,57634
204,450622,440659,479,58240
205,450261,440863,484,58392
206,450744,440006,499,58751
207,450989,440008,512,58491
208,450608,440134,453,58805
209,450785,439598,450,59167
210,450953,439364,467,59216
211,450583,439685,447,59285
212,450622,439341,416,59621
213,450999,439323,384,59294
214,451078,439004,371,59547
215,451464,438524,415,59597
216,450946,438621,438,59995
217,450818,438630,426,60126
218,451045,438118,439,60398
219,451586,437356,422,60636
220,451409,437314,443,60834
221,451733,436928,438,60901
222,451654,436791,457,61098
223,452083,436261,455,61201
224,452575,435695,454,61276
225,452064,435939,454,61543
226,451131,436790,467,61612
227,451411,436427,488,61674
228,451792,435552,468,62188
229,451396,435440,488,62676
230,451293,435085,445,63177
231,450168,436015,407,63410
232,451098,434831,424,63647
233,451418,434486,414,63682
234,452065,433662,384,63889
235,451616,433635,414,64335
236,451697,432948,414,64941
237,451609,433046,405,64940
238,451412,433139,434,65015
239,451152,433379,406,65063
240,451373,432788,420,65419
241,452028,431612,449,65911
242,451317,431632,496,66555
243,450653,431902,521,66924
244,450016,432486,504,66994
245,450114,432342,505,67039
246,450020,432202,504,67274
247,449072,432815,482,67631
248,449043,432463,450,68044
249,449511,431938,427,68124
250,448751,432091,436,68722
251,448938,431717,436,68909
252,448831,431480,385,69304
253,449358,430806,378,69458
254,449679,430208,397,69716
255,449771,429897,440,69892
256,449663,429643,445,70249
257,448791,429966,448,70795
258,448585,429967,455,70993
259,448212,430466,467,70855
260,448681,429674,430,71215
261,448998,429684,431,70887
262,448984,429690,419,70907
263,448336,430234,423,71007
264,448865,429902,417,70816
265,449260,429606,415,70719
266,449359,429046,411,71184
267,448442,430109,405,71044
268,448174,430062,399,71365
269,447260,430547,373,71820
270,447295,430448,356,71901
271,447706,429476,336,72482
272,447004,430130,367,72499
273,447572,429603,373,72452
274,447088,429348,410,73154
275,446466,429366,435,73733
276,446442,429075,451,74032
277,446654,428754,414,74178
278,446558,428871,403,74168
279,446833,428428,377,74362
280,446850,428408,407,74335
281,446826,428018,360,74796
282,446579,428271,383,74767
283,446229,428125,421,75225
284,446029,428609,414,74948
285,446301,428339,440,74920
286,446088,428276,439,75197
287,445755,428851,438,74956
288,445361,429010,432,75197
289,444993,428824,423,75760
290,444940,428863,375,75822
291,444916,428517,392,76175
292,444685,428943,371,76001
293,444312,428821,365,76502
294,444635,428290,378,76697
295,444749,427737,434,77080
296,444751,427291,431,77527
297,444684,426842,448,78026
298,445481,425990,428,78101
299,445750,425839,400,78011
300,445559,426045,421,77975
301,445322,426008,433,78237
302,445203,425574,395,78828
303,444955,425489,436,79120
304,444542,425601,452,79405
305,443793,426525,474,79208
306,443583,426365,460,79592
307,443447,426029,472,80052
308,443599,425765,450,80186
309,443344,425681,450,80525
310,443648,424978,408,80966
311,443945,424514,386,81155
312,443797,424522,375,81306
313,443676,424501,379,81444
314,444032,423912,357,81699
315,443764,424028,386,81822
316,443051,423932,386,82631
317,442814,424085,376,82725
318,442588,423914,422,83076
319,443181,423250,441,83128
320,443788,422536,406,83270
321,443842,422309,386,83463
322,443504,422077,412,84007
323,442722,422315,400,84563
324,442733,422170,390,84707
325,442326,422041,374,85259
326,442555,421554,413,85478
327,442404,421444,420,85732
328,441715,421693,405,86187
329,442232,421003,408,86357
330,442556,420705,417,86322
331,442021,421256,421,86302
332,442990,420355,415,86240
333,442708,420306,407,86579
334,443004,419654,367,86975
335,443086,419697,374,86843
336,443136,419178,367,87319
337,442999,418573,382,88046
338,442749,418469,389,88393
339,442797,418133,378,88692
340,442459,418433,385,88723
341,442559,418230,390,88821
342,442936,417070,384,89610
343,442578,417246,403,89773
344,442441,416644,405,90510
345,442228,416799,358,90615
346,441829,416989,357,90825
347,441779,416672,366,91183
348,441302,416821,361,91516
349,441064,416951,358,91627
350,440650,417341,366,91643
351,440039,417933,348,91680
352,439824,417447,337,92392
353,439729,417070,357,92844
354,439261,417238,363,93138
355,438703,417298,407,93592
356,439157,416712,393,93738
357,439089,416070,419,94422
358,438634,416263,408,94695
359,438782,416258,387,94573
360,439025,416061,388,94526
361,438858,416356,424,94362
362,438494,416169,381,94956
363,438059,416433,379,95129
364,437627,416976,365,95032
365,437906,416336,345,95413
366,437546,416856,314,95284
367,436993,417349,310,95348
368,436789,417154,307,95750
369,436124,417617,358,95901
370,436648,417033,373,95946
371,436467,417313,356,95864
372,435760,417790,381,96069
373,435350,418309,375,95966
374,435624,417658,370,96348
375,435009,418130,372,96489
376,435039,417908,376,96677
377,434891,417717,386,97006
378,433856,418628,390,97126
379,433525,418524,394,97557
380,434092,417638,433,97837
381,433676,417253,439,98632
382,432851,417240,427,99482
383,432546,417541,407,99506
384,432475,417356,439,99730
385,432754,416801,385,100060
386,432818,416307,400,100475
387,431996,416778,397,100829
388,431446,416946,367,101241
389,431142,416803,359,101696
390,430998,416596,387,102019
391,430954,415935,383,102728
392,431120,415595,380,102905
393,431411,415527,388,102674
394,431495,415419,400,102686
395,431256,415233,401,103110
396,430803,415376,355,103466
397,430818,414906,359,103917
398,430319,415142,338,104201
399,430659,414782,346,104213
400,430741,414835,364,104060
401,430891,414369,387,104353
402,431228,413885,365,104522
403,430922,413933,375,104770
404,431042,413863,342,104753
405,431399,413500,366,104735
406,431853,412799,381,104967
407,430719,413086,390,105805
408,431093,413047,364,105496
409,430870,413156,360,105614
410,430774,413048,369,105809
411,430251,413368,347,106034
412,429495,413672,378,106455
413,429004,414011,393,106592
414,429454,413492,423,106631
415,429626,413406,444,106524
416,429464,413505,427,106604
417,429117,413366,369,107148
418,428222,414200,400,107178
419,427963,414417,426,107194
420,428220,413795,425,107560
421,428682,413313,427,107578
422,427854,414384,413,107349
423,428652,413212,407,107729
424,428255,413213,402,108130
425,428522,413092,385,108001
426,428518,412887,387,108208
427,428726,412000,406,108868
428,428852,411635,397,109116
429,428741,411462,378,109419
430,428623,411627,344,109406
431,428797,411202,341,109660
432,428863,411021,297,109819
433,428289,411326,305,110080
434,427816,411027,345,110812
435,427850,410625,345,111180
436,428061,410283,364,111292
437,427778,410441,371,111410
438,427699,410332,358,111611
439,427760,410009,385,111846
440,427020,410876,377,111727
441,427919,410065,351,111665
442,428002,409614,394,111990
443,428543,409284,353,111820
444,428386,409329,348,111937
445,428902,408386,381,112331
446,429178,407855,355,112612
447,428794,408205,340,112661
448,428679,408399,340,112582
449,428682,408631,353,112334
450,428475,408506,321,112698
451,428098,408277,325,113300
452,427572,408032,338,114058
453,427397,408007,316,114280
454,427477,407920,324,114279
455,428813,406852,326,114009
456,428386,407382,309,113923
457,428802,406918,336,113944
458,428563,407138,331,113968
459,428626,407121,313,113940
460,428635,407101,316,113948
461,427894,407413,329,114364
462,427777,406632,348,115243
463,428134,406585,349,114932
464,428278,406522,359,114841
465,427615,406972,351,115062
466,428205,406657,363,114775
467,427617,407184,393,114806
468,427104,407854,370,114672
469,426765,407893,385,114957
470,426782,407480,380,115358
471,426686,407098,385,115831
472,426752,407474,345,115429
473,426910,407053,336,115701
474,426659,407141,309,115891
475,426242,407037,324,116397
476,425765,407111,321,116803
477,425970,406846,377,116807
478,425202,407652,386,116760
479,425928,406814,388,116870
480,425832,406567,395,117206
481,426152,406587,413,116848
482,425875,406661,373,117091
483,425055,406998,341,117606
484,425666,406354,343,117637
485,425176,406615,333,117876
486,425428,406575,336,117661
487,424808,406629,365,118198
488,424816,406131,357,118696
489,423986,407096,370,118548
490,424102,406943,348,118607
491,423753,407105,364,118778
492,424147,406172,366,119315
493,424156,406082,363,119399
494,424201,405600,381,119818
495,424256,405900,335,119509
496,424037,405296,341,120326
497,424462,404457,359,120722
498,423872,404715,343,121070
499,423948,404250,349,121453
500,424155,403511,359,121975
501,424646,403446,348,121560
502,424372,403603,334,121691
503,424664,402607,372,122357
504,424422,402872,390,122316
505,423284,403488,415,122813
506,423823,402775,385,123017
507,423347,402340,419,123894
508,423528,402196,380,123896
509,424321,401164,396,124119
510,424460,401250,328,123962
511,424922,400934,286,123858
512,424330,401378,308,123984
513,424461,400490,324,124725
514,424030,400472,336,125162
515,424549,400393,327,124731
516,425003,399953,329,124715
517,425462,399265,322,124951
518,424849,399543,325,125283
519,424637,399903,350,125110
520,424442,400219,355,124984
521,424574,400090,362,124974
522,424455,399870,368,125307
523,424458,399884,349,125309
524,424459,399950,358,125233
525,424235,399943,372,125450
526,423995,400321,360,125324
527,424549,399913,408,125130
528,424158,399236,385,126221
529,423527,399945,357,126171
530,423488,400312,357,125843
531,423559,399659,357,126425
532,423061,400113,349,126477
533,423041,400150,370,126439
534,423259,399440,342,126959
535,423224,398930,370,127476
536,424236,397980,328,127456
537,423580,398140,312,127968
538,422516,398657,377,128450
539,422971,398353,374,128302
540,423127,397864,352,128657
541,422922,397655,344,129079
542,422981,397149,331,129539
543,423019,396911,322,129748
544,422762,396641,350,130247
545,422895,396595,362,130148
546,422692,396555,349,130404
547,422817,396527,340,130316
548,422320,395970,311,131399
549,422455,395205,302,132038
550,422528,394924,349,132199
551,421962,394610,372,133056
552,422067,393821,378,133734
553,421063,394540,364,134033
554,422155,393317,364,134164
555,421862,393756,399,133983
556,422225,393263,397,134115
557,421990,393243,354,134413
558,422264,392786,346,134604
559,422234,392310,343,135113
560,422593,391661,354,135392
561,422611,391384,326,135679
562,422450,391382,319,135849
563,422530,391054,324,136092
564,421578,391435,320,136667
565,422032,390449,323,137196
566,422712,389339,338,137611
567,422796,389131,341,137732
568,422140,389351,328,138181
569,422083,389361,335,138221
570,421826,389685,357,138132
571,422171,389385,363,138081
572,421979,389412,374,138235
573,422532,388501,355,138612
574,422530,387684,370,139416
575,423230,387439,350,138981
576,421772,388849,318,139061
577,422406,388125,338,139131
578,422455,387999,322,139224
579,422450,387628,315,139607
580,422722,387451,332,139495
581,422441,387541,338,139680
582,422645,387583,364,139408
583,421715,388298,373,139614
584,421713,387999,326,139962
585,421764,387864,355,140017
586,421486,387655,345,140514
587,421277,387723,350,140650
588,421176,387567,359,140898
589,420961,387352,328,141359
590,420853,387172,327,141648
591,420579,387748,314,141359
592,420460,387674,302,141564
593,420217,387716,300,141767
594,419819,388299,328,141554
595,419361,388676,352,141611
596,419617,388381,357,141645
597,419640,388296,337,141727
598,419961,388075,369,141595
599,420339,387872,361,141428
600,419765,388018,403,141814
601,419975,386736,395,142894
602,420296,386297,364,143043
603,420365,386071,347,143217
604,420491,385635,373,143501
605,420833,385737,353,143077
606,421287,384983,364,143366
607,421794,384463,342,143401
608,421656,384037,334,143973
609,421713,383737,353,144197
610,421368,384138,353,144141
611,420858,383998,337,144807
612,421623,383108,381,144888
613,421460,383200,362,144978
614,421757,382540,339,145364
615,421608,382484,317,145591
616,421199,382062,279,146460
617,421676,381512,289,146523
618,422155,381246,315,146284
619,421713,381159,320,146808
620,421838,381394,308,146460
621,421987,381043,318,146652
622,421878,380897,308,146917
623,422405,380508,310,146777
624,422522,379978,320,147180
625,422234,379856,338,147572
626,422464,379820,356,147360
627,422842,378914,333,147911
628,422454,378938,373,148235
629,422831,378654,367,148148
630,422738,378405,346,148511
631,422616,378141,309,148934
632,422654,377960,338,149048
633,421859,378136,337,149668
634,423029,376844,329,149798
635,423368,376094,312,150226
636,423541,375758,305,150396
637,423347,375575,323,150755
638,422461,376096,347,151096
639,421655,376684,346,151315
640,422006,376109,336,151549
641,421990,375663,351,151996
642,422588,375086,340,151986
643,422477,375058,322,152143
644,421547,375249,343,152861
645,421550,375513,342,152595
646,421464,375249,338,152949
647,421688,375058,346,152908
648,421926,374610,367,153097
649,421706,374588,361,153345
650,421561,374404,361,153674
651,421458,374281,305,153956
652,420803,374576,291,154330
653,420655,374113,293,154939
654,420639,373504,304,155553
655,421135,373028,292,155545
656,421272,373257,290,155181
657,420382,373519,317,155782
658,420509,373230,319,155942
659,420208,373266,322,156204
660,419758,372983,327,156932
661,420011,372743,307,156939
662,420070,372846,295,156789
663,420022,372642,317,157019
664,419575,372534,316,157575
665,419761,372290,316,157633
666,418830,372337,287,158546
667,419191,371605,278,158926
668,418331,372518,287,158864
669,418535,372953,318,158194
670,418571,372872,304,158253
671,419406,372136,327,158131
672,419198,371970,325,158507
673,419839,370890,315,158956
674,419169,371189,314,159328
675,418648,371534,322,159496
676,418204,371666,309,159821
677,418562,371136,318,159984
678,418996,370590,320,160094
679,418773,370187,339,160701
680,419262,369474,333,160931
681,419419,369144,342,161095
682,418742,369026,322,161910
683,418453,369354,318,161875
684,417431,369871,327,162371
685,417760,369105,341,162794
686,417539,369242,354,162865
687,417758,369228,321,162693
688,417604,369240,374,162782
689,417322,369069,379,163230
690,417564,368643,332,163461
691,417243,368226,343,164188
692,417217,368139,348,164296
693,417167,367395,339,165099
694,416607,367863,331,165199
695,417051,367469,335,165145
696,417002,367875,379,164744
697,416435,368037,354,165174
698,416168,368536,395,164901
699,415764,368091,408,165737
700,415544,368404,349,165703
701,415668,367568,333,166431
702,415378,368006,349,166267
703,415248,367888,318,166546
704,414891,368354,336,166419
705,414831,368259,356,166554
706,414275,368103,348,167274
707,413685,368534,355,167426
708,413473,368373,349,167805
709,413182,368563,343,167912
710,413319,368318,349,168014
711,413042,368514,343,168101
712,413910,367307,360,168423
