"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949350,644,0,6
2,949343,652,0,5
3,949345,653,0,2
4,949321,676,0,3
5,949326,665,0,9
6,949332,657,0,11
7,949340,644,0,16
8,949334,650,0,16
9,949339,642,0,19
10,949350,634,0,16
11,949320,662,0,18
12,949346,636,0,18
13,949393,592,0,15
14,949423,556,0,21
15,949418,560,0,22
16,949434,541,0,25
17,949445,536,0,19
18,949457,527,0,16
19,949457,520,0,23
20,949434,538,0,28
21,949442,514,0,44
22,949429,524,0,47
23,949419,520,0,61
24,949421,526,0,53
25,949429,519,0,52
26,949466,479,0,55
27,949499,440,0,61
28,949528,406,0,66
29,949548,381,0,71
30,949554,381,0,65
31,949555,379,0,66
32,949558,367,0,75
33,949580,350,0,70
34,949569,357,0,74
35,949623,297,0,80
36,949664,258,0,78
37,949639,289,0,72
38,949635,288,0,77
39,949616,312,0,72
40,949614,315,0,71
41,949645,280,0,75
42,949644,291,0,65
43,949638,304,0,58
44,949602,338,0,60
45,949586,363,0,51
46,949596,336,0,68
47,949603,315,0,82
48,949603,320,0,77
49,949640,284,0,76
50,949619,300,0,81
51,949632,279,0,89
52,949628,278,0,94
53,949613,288,0,99
54,949635,267,0,98
55,949638,251,0,111
56,949617,244,0,139
57,949645,228,0,127
58,949654,205,0,141
59,949669,191,0,140
60,949689,183,0,128
61,949709,168,0,123
62,949724,144,0,132
63,949722,161,0,117
64,949736,141,0,123
65,949735,128,0,137
66,949726,135,0,139
67,949722,138,0,140
68,949709,128,0,163
69,949723,137,0,140
70,949755,107,0,138
71,949735,112,0,153
72,949727,119,0,154
73,949713,115,0,172
74,949700,128,0,172
75,949715,108,0,177
76,949709,101,0,190
77,949724,100,0,176
78,949754,82,0,164
79,949761,81,0,158
80,949764,88,0,148
81,949760,92,0,148
82,949793,65,0,142
83,949796,53,0,151
84,949810,43,0,147
85,949791,44,0,165
86,949800,40,0,160
87,949791,36,0,173
88,949784,41,0,175
89,949834,24,0,142
90,949815,20,0,165
91,949825,23,0,152
92,949851,14,0,135
93,949844,15,0,141
94,949834,13,0,153
95,949855,16,0,129
96,949852,19,0,129
97,949846,24,0,130
98,949864,22,0,114
99,949853,29,0,118
100,949858,25,0,117
101,949846,34,0,120
102,949845,36,0,119
103,949835,39,0,126
104,949814,39,0,147
105,949827,42,0,131
106,949795,40,0,165
107,949796,32,0,172
108,949803,30,0,167
109,949804,27,0,169
110,949798,22,0,180
111,949813,12,0,175
112,949820,15,0,165
113,949813,20,0,167
114,949818,24,0,158
115,949821,36,0,143
116,949822,34,0,144
117,949833,24,0,143
118,949837,18,0,145
119,949840,20,0,140
120,949860,12,0,128
121,949865,10,0,125
122,949864,17,0,119
123,949877,16,0,107
124,949840,25,0,135
125,949861,20,0,119
126,949843,25,0,132
127,949841,28,0,131
128,949858,25,0,117
129,949833,30,0,137
130,949842,34,0,124
131,949843,28,0,129
132,949810,36,0,154
133,949825,33,0,142
134,949818,35,0,147
135,949825,20,0,155
136,949834,20,0,146
137,949832,10,0,158
138,949824,12,0,164
139,949827,6,0,167
140,949845,4,0,151
141,949852,4,0,144
142,949854,4,0,142
143,949821,11,0,168
144,949838,10,0,152
145,949827,11,0,162
146,949824,15,0,161
147,949825,11,0,164
148,949807,14,0,179
149,949789,14,0,197
150,949793,17,0,190
151,949767,26,0,207
152,949742,32,0,226
153,949738,32,0,230
154,949741,33,0,226
155,949755,33,0,212
156,949770,33,0,197
157,949777,27,0,196
158,949793,28,0,179
159,949782,27,0,191
160,949795,25,0,180
161,949792,22,0,186
162,949782,21,0,197
163,949783,17,0,200
164,949797,15,0,188
165,949801,20,0,179
166,949803,13,0,184
167,949810,20,0,170
168,949808,21,0,171
169,949808,17,0,175
170,949804,20,0,176
171,949798,26,0,176
172,949807,28,0,165
173,949802,28,0,170
174,949815,31,0,154
175,949833,27,0,140
176,949826,28,0,146
177,949851,23,0,126
178,949845,18,0,137
179,949839,20,0,141
180,949834,14,0,152
181,949833,10,0,157
182,949832,4,0,164
183,949842,4,0,154
184,949829,3,0,168
185,949830,3,0,167
186,949802,0,0,198
