"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,948734,901,365,0
2,948486,978,536,0
3,948201,1048,751,0
4,947886,1139,975,0
5,947485,1258,1257,0
6,947063,1405,1531,1
7,946687,1564,1749,0
8,946175,1784,2040,1
9,945663,1948,2387,2
10,945118,2135,2747,0
11,944529,2400,3071,0
12,943853,2704,3443,0
13,943188,2959,3853,0
14,942464,3237,4297,2
15,941841,3604,4555,0
16,941039,4046,4913,2
17,940233,4435,5326,6
18,939363,4854,5782,1
19,938520,5431,6048,1
20,937631,5938,6430,1
21,936558,6599,6838,5
22,935571,7103,7322,4
23,934546,7738,7715,1
24,933366,8369,8264,1
25,932317,8983,8699,1
26,931096,9677,9225,2
27,929766,10511,9722,1
28,928312,11317,10370,1
29,927093,12160,10743,4
30,925628,13081,11289,2
31,924224,14015,11757,4
32,922623,15022,12352,3
33,921159,15903,12935,3
34,919688,16773,13533,6
35,918030,17679,14285,6
36,916318,18731,14945,6
37,914698,19902,15390,10
38,912827,20975,16189,9
39,911143,22023,16829,5
40,909393,23194,17397,16
41,907499,24390,18103,8
42,905705,25616,18673,6
43,903853,26678,19464,5
44,901694,28000,20298,8
45,899806,29140,21044,10
46,897928,30496,21564,12
47,895711,31862,22415,12
48,893346,33219,23426,9
49,891017,34617,24356,10
50,888812,35888,25284,16
51,886504,37372,26116,8
52,884260,38868,26856,16
53,881730,40406,27843,21
54,879295,41919,28768,18
55,877030,43543,29407,20
56,874486,45162,30336,16
57,871980,46520,31489,11
58,869207,48198,32581,14
59,866605,49625,33750,20
60,863983,51247,34753,17
61,861133,52748,36102,17
62,858381,54139,37459,21
63,855659,55623,38684,34
64,852938,57288,39766,8
65,849908,59021,41049,22
66,847025,60585,42376,14
67,844174,62232,43576,18
68,841006,63835,45136,23
69,837950,65576,46442,32
70,834747,67245,47994,14
71,831416,68825,49733,26
72,828368,70564,51047,21
73,825221,72343,52404,32
74,821954,74077,53947,22
75,818751,75725,55498,26
76,815479,77504,56983,34
77,812215,79097,58662,26
78,808763,80859,60359,19
79,805423,82445,62101,31
80,802162,84119,63691,28
81,798829,85853,65289,29
82,795333,87347,67292,28
83,791841,89247,68888,24
84,788439,91035,70496,30
85,784889,92611,72471,29
86,781266,94317,74394,23
87,777595,95881,76484,40
88,774091,97602,78283,24
89,770484,99029,80450,37
90,766949,100832,82183,36
91,763028,102454,84489,29
92,759371,104098,86495,36
93,755426,105687,88848,39
94,751701,107309,90945,45
95,747824,109028,93109,39
96,744025,110795,95140,40
97,739885,112375,97718,22
98,735999,114007,99951,43
99,732163,115653,102139,45
100,728131,117379,104449,41
101,724125,118999,106837,39
102,720330,120858,108775,37
103,716227,122885,110851,37
104,712251,124279,113421,49
105,708095,125930,115939,36
106,704215,127483,118254,48
107,699966,129050,120933,51
108,695588,130652,123705,55
109,691567,132140,126240,53
110,687474,133804,128669,53
111,683501,135316,131132,51
112,679246,137145,133559,50
113,674948,138701,136287,64
114,671166,139984,138789,61
115,667046,141616,141297,41
116,662761,143361,143835,43
117,658604,144972,146377,47
118,654230,146527,149187,56
119,650250,147808,151892,50
120,646130,149239,154574,57
121,642225,150579,157112,84
122,638333,151897,159707,63
123,633930,153512,162487,71
124,629888,154895,165160,57
125,626108,155972,167846,74
126,622128,157238,170551,83
127,618266,158670,173008,56
128,614075,159931,175951,43
129,610109,161215,178606,70
130,606045,162280,181604,71
131,602224,163402,184298,76
132,597946,164495,187481,78
133,594084,165806,190056,54
134,589918,166835,193160,87
135,586000,168103,195832,65
136,581889,169030,199010,71
137,577744,170377,201808,71
138,573724,171528,204674,74
139,569393,172726,207801,80
140,565305,173400,211223,72
141,561250,174246,214434,70
142,557260,175260,217405,75
143,553230,176238,220425,107
144,548987,177320,223621,72
145,544860,178509,226536,95
146,540892,179843,229199,66
147,536820,180667,232438,75
148,532943,181408,235554,95
149,528805,182385,238730,80
150,524737,183335,241824,104
151,520858,183894,245144,104
152,516876,184886,248123,115
153,513042,185958,250900,100
154,508971,186779,254139,111
155,505011,187491,257401,97
156,501052,188434,260422,92
157,497046,189061,263797,96
158,492924,190031,266942,103
159,488763,190865,270285,87
160,485051,191532,273335,82
161,480835,191987,277084,94
162,476703,193001,280206,90
163,472851,193333,283707,109
164,468901,194162,286826,111
165,464783,194867,290272,78
166,460719,195547,293629,105
167,456963,196171,296777,89
168,452679,196933,300295,93
169,448616,197558,303716,110
170,444691,197868,307327,114
171,440709,198433,310761,97
172,436703,198778,314419,100
173,432693,199254,317953,100
174,428877,199800,321189,134
175,424969,200592,324338,101
176,420822,201487,327574,117
177,416792,201913,331191,104
178,412740,202561,334606,93
179,408966,202607,338314,113
180,404847,203042,341976,135
181,401072,203228,345610,90
182,396759,203982,349145,114
183,392634,204494,352754,118
184,388789,205023,356062,126
185,384885,205504,359485,126
186,380885,205878,363113,124
187,376976,206040,366881,103
188,373154,206673,370046,127
189,369216,206923,373754,107
190,365200,207147,377547,106
191,361027,207468,381386,119
192,356891,207993,384984,132
193,352978,208064,388817,141
194,348912,208460,392484,144
195,345108,209175,395572,145
196,341051,209570,399266,113
197,336646,209920,403325,109
198,332561,210330,406986,123
199,328438,210248,411181,133
200,324381,210387,415097,135
201,320452,210485,418903,160
202,316375,211080,422429,116
203,312072,211587,426201,140
204,307925,211771,430149,155
205,304115,211838,433898,149
206,299923,212230,437715,132
207,295877,212811,441189,123
208,291486,213216,445157,141
209,287553,213400,448917,130
210,283398,213709,452769,124
