"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,941481,8472,28,19
2,941396,8555,29,20
3,941454,8497,23,26
4,941410,8535,27,28
5,941192,8739,30,39
6,941179,8748,28,45
7,941100,8818,44,38
8,941014,8892,44,50
9,941015,8864,51,70
10,940703,9162,55,80
11,940688,9163,53,96
12,940695,9126,58,121
13,940518,9303,43,136
14,940529,9293,46,132
15,940458,9351,41,150
16,940599,9148,52,201
17,940659,9076,57,208
18,940566,9208,37,189
19,940488,9319,37,156
20,940559,9255,38,148
21,940433,9383,37,147
22,940558,9228,45,169
23,940496,9281,47,176
24,940667,9111,41,181
25,940792,8994,37,177
26,940927,8870,32,171
27,940910,8850,31,209
28,940951,8795,38,216
29,940985,8748,48,219
30,940910,8806,33,251
31,941001,8735,40,224
32,941187,8552,50,211
33,941285,8442,53,220
34,941382,8314,45,259
35,941413,8271,57,259
36,941379,8288,62,271
37,941291,8371,46,292
38,941295,8323,46,336
39,941103,8462,55,380
40,940888,8663,62,387
41,940820,8718,54,408
42,940818,8702,70,410
43,940726,8795,73,406
44,940788,8697,73,442
45,940750,8714,81,455
46,940854,8615,68,463
47,940836,8636,73,455
48,940785,8682,64,469
49,940945,8555,50,450
50,940831,8642,42,485
51,940762,8747,31,460
52,940655,8862,30,453
53,940616,8902,37,445
54,940643,8803,42,512
55,940652,8794,46,508
56,940806,8666,39,489
57,940806,8671,45,478
58,940750,8683,49,518
59,940851,8556,36,557
60,940847,8573,48,532
61,940774,8623,54,549
62,940891,8596,41,472
63,940768,8729,50,453
64,941003,8562,42,393
65,941089,8499,39,373
66,941273,8338,31,358
67,941065,8534,51,350
68,941106,8468,56,370
69,941110,8460,52,378
70,941067,8514,46,373
71,941148,8384,70,398
72,941057,8456,82,405
73,940879,8661,71,389
74,940921,8618,73,388
75,940994,8568,72,366
76,941035,8523,86,356
77,941005,8513,102,380
78,941100,8441,101,358
79,941061,8476,90,373
80,940894,8610,83,413
81,940843,8655,84,418
82,940908,8586,81,425
83,940781,8624,90,505
84,940853,8561,81,505
85,940616,8746,101,537
86,940672,8697,109,522
87,940689,8678,104,529
88,940819,8554,76,551
89,940853,8570,71,506
90,940771,8631,71,527
91,940688,8737,61,514
92,940446,8947,65,542
93,940422,8996,64,518
94,940289,9127,58,526
95,940090,9325,63,522
96,940117,9292,63,528
97,940240,9115,57,588
98,940221,9148,52,579
99,940066,9316,45,573
100,940089,9329,37,545
101,939952,9417,57,574
102,939989,9404,45,562
103,940111,9285,35,569
104,940062,9304,50,584
105,940302,9042,47,609
106,940301,8997,42,660
107,940204,9099,52,645
108,940113,9199,70,618
109,940188,9096,91,625
110,940163,9084,87,666
111,940342,8932,79,647
112,940233,9028,80,659
113,940154,9097,69,680
114,940138,9063,64,735
115,940154,9124,55,667
116,940116,9135,58,691
117,940258,9015,62,665
118,940147,9119,71,663
119,940315,8922,85,678
120,940401,8842,68,689
121,940445,8752,67,736
122,940595,8596,87,722
123,940297,8887,102,714
124,940403,8772,96,729
125,940488,8722,96,694
126,940591,8641,83,685
127,940783,8457,77,683
128,940937,8326,66,671
129,940922,8317,72,689
130,940924,8354,77,645
131,941038,8263,82,617
132,941050,8336,77,537
133,941088,8269,78,565
134,940950,8403,69,578
135,940989,8351,72,588
136,940855,8430,93,622
137,940813,8509,78,600
138,940804,8488,85,623
139,940802,8410,70,718
140,940784,8473,66,677
141,940972,8328,64,636
142,940787,8519,57,637
143,940929,8356,65,650
144,941065,8171,63,701
145,941218,8058,61,663
146,941296,7993,54,657
147,941304,8009,59,628
148,941401,7862,71,666
149,941249,8009,52,690
150,941193,8042,50,715
151,940761,8400,68,771
152,940778,8397,60,765
153,940482,8647,59,812
154,940541,8609,61,789
155,940568,8516,70,846
156,940560,8546,74,820
157,940783,8261,65,891
158,940880,8179,52,889
159,940895,8105,49,951
160,940720,8234,67,979
161,940809,8122,69,1000
162,940670,8238,63,1029
163,940605,8331,66,998
164,940600,8262,74,1064
165,940824,8068,76,1032
166,940594,8236,97,1073
167,940591,8201,93,1115
168,940506,8273,75,1146
169,940554,8150,79,1217
170,940357,8359,71,1213
171,940429,8351,84,1136
172,940457,8285,80,1178
173,940453,8253,89,1205
174,940322,8294,104,1280
175,940172,8465,115,1248
176,940207,8445,122,1226
177,939980,8612,129,1279
178,940035,8670,114,1181
179,939922,8764,115,1199
180,940051,8728,87,1134
181,939837,8912,104,1147
182,939898,8890,115,1097
183,939727,9023,102,1148
184,939953,8803,116,1128
185,939901,8867,100,1132
186,939873,8950,117,1060
187,939858,8925,108,1109
188,939932,8846,109,1113
189,939982,8752,105,1161
190,939972,8895,100,1033
191,940076,8870,81,973
192,940064,8819,82,1035
193,939938,8925,84,1053
194,939787,8997,86,1130
195,939687,9057,81,1175
196,939595,9099,91,1215
197,939625,9040,92,1243
198,939501,9113,98,1288
199,939569,9075,118,1238
200,939851,8794,118,1237
201,939916,8769,121,1194
202,939879,8790,126,1205
203,940031,8604,123,1242
204,940221,8437,135,1207
205,940424,8287,142,1147
206,940234,8472,158,1136
207,940280,8446,153,1121
208,940539,8232,176,1053
209,940706,8080,150,1064
210,940628,8112,128,1132
211,940483,8314,136,1067
212,940783,8036,144,1037
213,940850,7976,141,1033
214,940864,7934,163,1039
215,940845,7927,147,1081
216,940773,7940,130,1157
217,940956,7788,112,1144
218,940851,7922,109,1118
219,940761,7959,123,1157
220,940647,8104,107,1142
221,940809,7978,128,1085
222,940841,7985,126,1048
223,940846,7984,117,1053
224,940741,8108,119,1032
225,940589,8239,125,1047
226,940565,8198,109,1128
227,940620,8075,125,1180
228,940621,8110,151,1118
229,940680,8076,128,1116
230,940735,7967,141,1157
231,940851,7927,94,1128
232,940771,7946,112,1171
233,940745,7871,123,1261
234,940738,7873,133,1256
235,940710,7937,121,1232
236,940908,7746,130,1216
237,940922,7759,132,1187
238,940860,7866,134,1140
239,940696,8042,150,1112
240,940820,7882,174,1124
241,940824,7870,159,1147
242,940706,7959,165,1170
243,940569,8044,151,1236
244,940650,7949,148,1253
245,940747,7882,164,1207
246,940825,7822,174,1179
247,940917,7707,170,1206
248,940856,7734,169,1241
249,941073,7470,150,1307
250,941128,7348,170,1354
251,941197,7324,129,1350
252,941220,7321,136,1323
253,941037,7553,124,1286
254,940978,7574,150,1298
255,940925,7677,140,1258
256,941026,7579,120,1275
257,941226,7419,106,1249
258,941023,7611,88,1278
259,940992,7541,81,1386
260,941025,7547,76,1352
261,941205,7382,78,1335
262,941137,7412,81,1370
263,941045,7532,73,1350
264,940954,7585,97,1364
265,940915,7514,87,1484
266,940886,7559,76,1479
267,941020,7440,76,1464
268,941084,7341,74,1501
269,941055,7305,89,1551
270,941031,7312,116,1541
271,940844,7499,117,1540
272,940858,7435,115,1592
273,940829,7422,154,1595
274,940843,7352,166,1639
275,940964,7224,195,1617
276,940898,7211,179,1712
277,940976,7231,171,1622
278,940984,7363,169,1484
279,940736,7475,171,1618
280,940764,7451,182,1603
281,940789,7488,185,1538
282,940719,7501,205,1575
283,940670,7635,177,1518
284,940690,7584,175,1551
285,940685,7619,165,1531
286,940683,7627,178,1512
287,940583,7764,179,1474
288,940664,7643,173,1520
289,940591,7749,167,1493
290,940537,7798,175,1490
291,940443,7885,161,1511
292,940257,8052,150,1541
293,940213,8102,169,1516
294,940211,8010,157,1622
295,940175,7937,140,1748
296,940075,7985,147,1793
297,940143,7968,158,1731
298,940127,8007,142,1724
299,940082,8094,147,1677
300,939946,8173,167,1714
301,939930,8238,164,1668
302,939884,8239,156,1721
303,939774,8310,156,1760
304,939873,8202,156,1769
305,939860,8183,178,1779
306,939942,8127,164,1767
307,939941,8147,145,1767
308,939944,8207,171,1678
309,940045,8108,178,1669
310,939978,8117,203,1702
311,940095,7938,197,1770
312,940137,7916,190,1757
313,940281,7755,171,1793
314,940133,7942,177,1748
315,940027,8075,188,1710
316,940004,8070,179,1747
317,939883,8121,172,1824
318,939801,8174,137,1888
319,939784,8194,144,1878
320,939683,8223,169,1925
321,939616,8170,159,2055
322,939774,8041,131,2054
323,939883,7953,145,2019
324,940186,7648,133,2033
325,940216,7614,122,2048
326,940128,7575,109,2188
327,939967,7629,119,2285
328,940087,7540,104,2269
329,940139,7526,140,2195
330,940273,7470,118,2139
331,940176,7485,110,2229
332,940196,7425,123,2256
333,940009,7561,163,2267
334,940231,7502,126,2141
335,940585,7140,116,2159
336,940629,7099,105,2167
337,940556,7150,111,2183
338,940558,7170,104,2168
339,940515,7196,94,2195
340,940593,7150,94,2163
341,940667,7066,129,2138
342,940753,7012,145,2090
343,940615,6984,163,2238
344,940780,6835,167,2218
345,940622,6862,161,2355
346,940669,6816,167,2348
347,940608,6893,197,2302
348,940806,6799,171,2224
349,940677,6953,174,2196
350,940783,6908,155,2154
351,940771,6797,148,2284
352,940955,6716,144,2185
353,940968,6716,161,2155
354,941038,6668,156,2138
355,941031,6702,142,2125
356,940933,6776,137,2154
357,940780,6801,154,2265
358,940868,6688,154,2290
359,940831,6799,189,2181
360,940708,6865,195,2232
361,940553,6991,188,2268
362,940279,7284,195,2242
363,940399,7260,193,2148
364,940489,7209,180,2122
365,940343,7354,172,2131
366,940480,7222,172,2126
367,940630,7112,166,2092
368,940563,7147,167,2123
369,940621,7064,160,2155
370,940606,7163,147,2084
371,940395,7333,143,2129
372,940476,7219,134,2171
373,940500,7188,135,2177
374,940526,7165,131,2178
375,940323,7259,169,2249
376,940223,7306,172,2299
377,940277,7228,179,2316
378,940389,7046,172,2393
379,940188,7196,193,2423
380,940317,7030,186,2467
381,940391,6973,175,2461
382,940283,7023,196,2498
383,940397,6902,201,2500
384,940550,6778,225,2447
385,940577,6836,227,2360
386,940395,6897,214,2494
387,940307,6915,229,2549
388,940321,7044,218,2417
389,940503,6965,252,2280
390,940400,7080,258,2262
391,940497,7082,230,2191
392,940454,7163,210,2173
393,940564,7098,195,2143
394,940771,6997,166,2066
395,940774,6965,158,2103
396,940732,6927,135,2206
397,940815,6857,135,2193
398,940766,6984,140,2110
399,940787,6963,140,2110
400,940839,6889,134,2138
401,940491,7166,142,2201
402,940395,7284,145,2176
403,940339,7281,133,2247
404,940362,7228,127,2283
405,940427,7216,127,2230
406,940452,7062,127,2359
407,940417,7132,143,2308
408,940429,7170,128,2273
409,940545,7071,128,2256
410,940646,7027,134,2193
411,940545,7100,139,2216
412,940445,7179,121,2255
413,940542,7040,101,2317
414,940725,6957,96,2222
415,940830,6852,92,2226
416,940932,6778,101,2189
417,940785,6876,130,2209
418,940808,6899,141,2152
419,940952,6725,116,2207
420,941146,6653,119,2082
421,940878,6988,120,2014
422,940537,7307,129,2027
423,940365,7474,149,2012
424,940296,7415,167,2122
425,940424,7258,163,2155
426,940598,7149,176,2077
427,940623,7098,177,2102
428,940450,7110,170,2270
429,940369,7171,195,2265
430,940627,6919,200,2254
431,940983,6630,191,2196
432,941190,6441,167,2202
433,941209,6458,183,2150
434,941314,6440,174,2072
435,941212,6501,192,2095
436,941176,6530,190,2104
437,941315,6473,207,2005
438,941414,6418,200,1968
439,941401,6401,189,2009
440,941249,6540,205,2006
441,941121,6647,217,2015
442,941100,6652,223,2025
443,941179,6657,194,1970
444,941008,6768,194,2030
445,941089,6758,186,1967
446,941180,6702,204,1914
447,941270,6691,201,1838
448,941207,6753,192,1848
449,941146,6784,223,1847
450,940964,7000,210,1826
451,940977,6967,221,1835
452,940910,7001,209,1880
453,941093,6804,221,1882
454,941227,6728,231,1814
455,941226,6717,226,1831
456,941232,6689,211,1868
457,941371,6573,221,1835
458,941208,6678,234,1880
459,941458,6576,227,1739
460,941409,6597,239,1755
461,941489,6512,243,1756
462,941532,6452,249,1767
463,941484,6311,276,1929
464,941425,6360,272,1943
465,941424,6305,253,2018
466,941340,6427,257,1976
467,941538,6335,247,1880
468,941394,6470,256,1880
469,941391,6610,249,1750
470,941486,6550,264,1700
471,941508,6565,264,1663
472,941642,6413,269,1676
473,941747,6292,256,1705
474,941768,6253,234,1745
475,941825,6201,212,1762
476,941737,6257,219,1787
477,942006,6090,184,1720
478,941996,6206,178,1620
479,942054,6055,155,1736
480,941937,6093,177,1793
481,941953,6008,169,1870
482,942128,5914,155,1803
483,942192,5855,158,1795
484,942185,5903,167,1745
485,942121,5917,135,1827
486,942003,5979,146,1872
487,942081,5909,152,1858
488,941868,6046,142,1944
489,941963,5872,150,2015
490,941786,5976,154,2084
491,941753,5967,159,2121
492,941972,5894,171,1963
493,941963,5791,178,2068
494,942125,5699,169,2007
495,942037,5799,151,2013
496,941854,5907,175,2064
497,941949,5872,181,1998
498,941913,5948,147,1992
499,941835,6016,155,1994
500,942039,5813,170,1978
501,941743,6134,187,1936
502,941670,6221,167,1942
503,941601,6206,163,2030
504,941686,6146,169,1999
505,941767,6074,160,1999
506,941765,5998,175,2062
507,941530,6199,161,2110
508,941517,6170,168,2145
509,941501,6161,194,2144
510,941514,6065,216,2205
511,941334,6224,217,2225
512,941341,6344,196,2119
513,941302,6272,217,2209
514,941317,6219,244,2220
515,941270,6237,227,2266
516,941165,6339,222,2274
517,941113,6284,224,2379
518,941095,6321,200,2384
519,941239,6157,214,2390
520,941121,6299,245,2335
521,941184,6066,301,2449
522,941129,6122,296,2453
523,941143,5966,335,2556
524,941164,5955,337,2544
525,941107,5994,305,2594
526,941010,6059,316,2615
527,940983,6131,315,2571
528,941126,6117,328,2429
529,941340,5982,289,2389
530,941343,5960,276,2421
531,941240,6048,258,2454
