"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949132,868,0,0
2,949145,855,0,0
3,949159,840,0,1
4,949086,912,0,2
5,949055,942,0,3
6,949068,931,0,1
7,949112,888,0,0
8,949014,986,0,0
9,948947,1053,0,0
10,948910,1090,0,0
11,948892,1102,0,6
12,948869,1126,0,5
13,948836,1153,0,11
14,948824,1158,0,18
15,948893,1096,0,11
16,948937,1054,0,9
17,948960,1031,1,8
18,948941,1049,2,8
19,948931,1062,2,5
20,948988,1008,1,3
21,949003,996,0,1
22,948985,1015,0,0
23,948981,1019,0,0
24,949054,946,0,0
25,949022,978,0,0
26,948994,1005,0,1
27,949003,995,0,2
28,949004,993,0,3
29,949019,979,0,2
30,949024,975,0,1
31,949018,982,0,0
32,949090,910,0,0
33,949174,825,0,1
34,949195,804,0,1
35,949200,798,0,2
36,949203,795,0,2
37,949226,771,0,3
38,949170,826,0,4
39,949143,852,0,5
40,949157,837,0,6
41,949178,809,0,13
42,949160,828,0,12
43,949180,812,0,8
44,949152,835,0,13
45,949144,847,0,9
46,949131,856,0,13
47,949076,908,0,16
48,949059,928,0,13
49,949041,933,0,26
50,949023,951,0,26
51,948994,978,0,28
52,948911,1047,0,42
53,948977,984,0,39
54,948970,1004,0,26
55,948970,1010,0,20
56,948878,1090,0,32
57,948906,1065,0,29
58,948827,1144,0,29
59,948803,1175,0,22
60,948775,1208,0,17
61,948779,1200,0,21
62,948729,1235,0,36
63,948758,1197,0,45
64,948728,1214,0,58
65,948737,1176,0,87
66,948748,1171,0,81
67,948711,1204,0,85
68,948723,1158,0,119
69,948698,1170,0,132
70,948633,1223,0,144
71,948657,1197,0,146
72,948623,1231,0,146
73,948613,1232,0,155
74,948718,1149,0,133
75,948672,1180,1,147
76,948666,1200,0,134
77,948635,1216,0,149
78,948577,1257,0,166
79,948639,1208,0,153
80,948619,1219,0,162
81,948524,1349,0,127
82,948621,1239,0,140
83,948627,1237,0,136
84,948637,1227,0,136
85,948627,1236,0,137
86,948561,1288,0,151
87,948465,1350,0,185
88,948481,1317,0,202
89,948489,1288,0,223
90,948427,1347,0,226
91,948420,1329,0,251
92,948547,1223,0,230
93,948500,1244,0,256
94,948427,1291,0,282
95,948492,1234,0,274
96,948426,1276,0,298
97,948325,1325,0,350
98,948398,1292,1,309
99,948408,1307,1,284
100,948492,1262,3,243
101,948559,1191,3,247
102,948583,1131,6,280
103,948531,1187,2,280
104,948448,1257,3,292
105,948433,1234,1,332
106,948488,1226,1,285
107,948413,1261,0,326
108,948378,1235,0,387
109,948405,1214,0,381
110,948333,1268,0,399
111,948294,1318,0,388
112,948330,1275,0,395
113,948351,1246,0,403
114,948352,1247,0,401
115,948311,1278,0,411
116,948253,1342,0,405
117,948177,1370,0,453
118,948266,1290,0,444
119,948409,1240,0,351
120,948424,1229,0,347
121,948388,1208,0,404
122,948334,1273,0,393
123,948359,1274,0,367
124,948408,1246,0,346
125,948417,1246,0,337
126,948466,1197,0,337
127,948562,1116,0,322
128,948636,1063,0,301
129,948620,1057,0,323
130,948607,1083,0,310
131,948681,991,0,328
132,948650,1023,0,327
133,948651,1029,0,320
134,948694,1002,0,304
135,948625,1076,0,299
136,948718,969,0,313
137,948651,1043,0,306
138,948625,1069,0,306
139,948596,1110,0,294
140,948654,1095,0,251
141,948684,1079,0,237
142,948679,1092,0,229
143,948721,1078,0,201
144,948649,1137,0,214
145,948618,1168,0,214
146,948684,1088,0,228
147,948608,1140,1,251
148,948621,1132,0,247
149,948507,1236,0,257
150,948466,1254,0,280
151,948417,1287,1,295
152,948380,1377,1,242
153,948357,1379,1,263
154,948406,1325,1,268
155,948375,1372,1,252
156,948337,1404,1,258
157,948441,1319,0,240
158,948533,1245,0,222
159,948488,1268,0,244
160,948492,1267,0,241
161,948551,1230,0,219
162,948558,1199,0,243
163,948588,1183,0,229
164,948644,1092,0,264
165,948614,1126,0,260
166,948689,1046,0,265
167,948678,1040,0,282
168,948631,1083,1,285
169,948563,1128,0,309
170,948602,1118,1,279
171,948702,1056,1,241
172,948727,1023,0,250
173,948640,1126,0,234
174,948581,1179,0,240
175,948515,1215,0,270
176,948471,1222,0,307
177,948578,1143,0,279
178,948589,1143,0,268
179,948638,1137,0,225
180,948656,1129,0,215
181,948621,1126,2,251
182,948587,1145,1,267
183,948571,1108,2,319
184,948549,1123,4,324
185,948499,1135,3,363
186,948469,1157,0,374
187,948476,1139,0,385
188,948554,1080,0,366
189,948553,1073,0,374
190,948570,1042,0,388
191,948576,1031,0,393
192,948636,963,0,401
193,948607,959,0,434
194,948619,966,0,415
195,948672,932,0,396
196,948641,977,0,382
197,948661,992,0,347
198,948664,998,0,338
199,948660,995,0,345
200,948655,1014,0,331
201,948768,919,0,313
202,948726,927,0,347
203,948750,912,0,338
204,948760,889,0,351
205,948711,893,0,396
206,948691,873,0,436
207,948824,771,0,405
208,948815,808,0,377
209,948819,807,0,374
210,948821,824,0,355
211,948840,825,0,335
212,948830,853,0,317
213,948845,826,0,329
214,948881,771,0,348
215,948888,771,0,341
216,948916,754,0,330
217,948866,787,0,347
218,948892,762,0,346
219,948904,775,0,321
220,948913,752,0,335
221,948914,742,0,344
222,948927,715,0,358
223,948951,729,0,320
224,948851,806,0,343
225,948862,818,0,320
226,948893,774,1,332
227,948895,799,1,305
228,948931,774,0,295
229,948912,783,0,305
230,948842,832,0,326
231,948846,825,0,329
232,948849,828,0,323
233,948874,832,0,294
234,948828,859,0,313
235,948837,881,0,282
236,948850,867,0,283
237,948946,792,0,262
238,948962,762,0,276
239,949044,707,0,249
240,949085,696,0,219
241,949087,723,0,190
242,949091,711,0,198
243,949160,661,2,177
244,949185,618,4,193
245,949187,620,4,189
246,949167,618,4,211
247,949135,650,5,210
248,949173,617,3,207
249,949164,622,3,211
250,949200,592,0,208
251,949188,600,0,212
252,949174,611,0,215
253,949197,577,0,226
254,949167,583,0,250
255,949112,645,0,243
256,949127,651,0,222
257,949219,586,0,195
258,949264,538,0,198
259,949251,545,0,204
260,949269,512,0,219
261,949201,535,0,264
262,949234,505,0,261
263,949280,463,0,257
264,949331,464,0,205
265,949336,458,0,206
266,949368,444,0,188
267,949365,467,0,168
