"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,948592,1396,8,4
2,948603,1379,11,7
3,948618,1367,10,5
4,948643,1340,11,6
5,948602,1391,7,0
6,948602,1386,10,2
7,948578,1411,8,3
8,948542,1445,9,4
9,948451,1536,9,4
10,948468,1519,9,4
11,948519,1462,11,8
12,948552,1426,14,8
13,948533,1455,2,10
14,948544,1445,1,10
15,948555,1421,5,19
16,948605,1367,6,22
17,948634,1331,7,28
18,948622,1334,7,37
19,948610,1349,9,32
20,948703,1261,12,24
21,948616,1355,7,22
22,948541,1433,7,19
23,948557,1424,4,15
24,948446,1529,9,16
25,948386,1587,10,17
26,948368,1601,8,23
27,948322,1641,14,23
28,948376,1591,19,14
29,948374,1590,19,17
30,948411,1560,14,15
31,948415,1562,11,12
32,948375,1597,17,11
33,948404,1569,12,15
34,948374,1578,23,25
35,948312,1632,28,28
36,948289,1656,27,28
37,948266,1675,26,33
38,948283,1674,20,23
39,948296,1650,20,34
40,948183,1754,27,36
41,948111,1818,26,45
42,948123,1815,27,35
43,948218,1736,20,26
44,948175,1766,22,37
45,948329,1622,12,37
46,948383,1565,5,47
47,948337,1614,12,37
48,948443,1513,11,33
49,948512,1453,10,25
50,948415,1535,14,36
51,948416,1543,9,32
52,948386,1559,10,45
53,948391,1566,9,34
54,948393,1567,12,28
55,948333,1632,22,13
56,948226,1738,21,15
57,948222,1734,22,22
58,948206,1747,26,21
59,948113,1822,37,28
60,948177,1758,29,36
61,948096,1831,27,46
62,948094,1844,21,41
63,948108,1837,17,38
64,948091,1860,14,35
65,948063,1882,20,35
66,948039,1906,18,37
67,947999,1929,18,54
68,947979,1925,28,68
69,947947,1955,40,58
70,948066,1845,36,53
71,948066,1815,42,77
72,948090,1796,31,83
73,948106,1789,32,73
74,948153,1761,21,65
75,948126,1791,27,56
76,948143,1773,27,57
77,948135,1751,48,66
78,948135,1734,57,74
79,948254,1637,41,68
80,948213,1649,45,93
81,948217,1622,55,106
82,948209,1633,54,104
83,948310,1527,52,111
84,948356,1487,50,107
85,948339,1484,56,121
86,948386,1473,52,89
87,948380,1461,37,122
88,948306,1532,37,125
89,948227,1608,31,134
90,948280,1555,34,131
91,948297,1544,40,119
92,948321,1530,37,112
93,948315,1531,48,106
