"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,949428,540,1,31
2,949457,516,2,25
3,949489,487,1,23
4,949507,469,1,23
5,949525,448,0,27
6,949518,463,0,19
7,949483,500,0,17
8,949470,515,2,13
9,949500,489,2,9
10,949545,448,2,5
11,949541,452,1,6
12,949589,406,0,5
13,949562,432,1,5
14,949559,434,1,6
15,949571,424,1,4
16,949577,416,0,7
17,949612,381,2,5
18,949602,392,1,5
19,949625,368,2,5
20,949666,329,1,4
21,949685,312,1,2
22,949711,285,1,3
23,949688,309,0,3
24,949700,291,0,9
25,949721,269,0,10
26,949755,239,0,6
27,949779,216,0,5
28,949764,227,0,9
29,949787,207,0,6
30,949794,199,0,7
31,949819,174,0,7
32,949820,169,0,11
33,949804,185,0,11
34,949809,183,0,8
35,949822,167,0,11
36,949846,148,0,6
37,949837,157,0,6
38,949848,149,0,3
39,949871,129,0,0
40,949857,143,0,0
41,949880,120,0,0
42,949898,102,0,0
43,949897,103,0,0
44,949929,71,0,0
45,949930,70,0,0
46,949941,59,0,0
47,949950,50,0,0
48,949962,38,0,0
49,949960,40,0,0
50,949966,34,0,0
51,949973,27,0,0
52,949978,22,0,0
53,949979,21,0,0
54,949986,14,0,0
55,949991,9,0,0
56,949989,11,0,0
57,949990,10,0,0
58,949996,4,0,0
59,949990,10,0,0
60,949994,6,0,0
61,949994,6,0,0
62,949998,2,0,0
63,949999,1,0,0
64,950000,0,0,0
