"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,948999,1000,1,0
2,949057,942,1,0
3,949125,873,1,1
4,949103,896,1,0
5,949087,909,0,4
6,949099,895,0,6
7,949131,867,0,2
8,949202,796,0,2
9,949185,812,0,3
10,949204,791,0,5
11,949311,680,0,9
12,949409,583,0,8
13,949492,500,0,8
14,949503,490,0,7
15,949507,489,0,4
16,949516,482,1,1
17,949554,446,0,0
18,949543,456,0,1
19,949559,441,0,0
20,949547,453,0,0
21,949563,437,0,0
22,949596,404,0,0
23,949614,386,0,0
24,949639,360,0,1
25,949651,348,1,0
26,949689,311,0,0
27,949663,337,0,0
28,949676,323,0,1
29,949713,287,0,0
30,949742,258,0,0
31,949765,235,0,0
32,949773,227,0,0
33,949791,208,0,1
34,949830,170,0,0
35,949844,156,0,0
36,949844,156,0,0
37,949832,168,0,0
38,949837,163,0,0
39,949841,159,0,0
40,949853,147,0,0
41,949861,139,0,0
42,949867,133,0,0
43,949877,123,0,0
44,949886,114,0,0
45,949891,109,0,0
46,949904,96,0,0
47,949903,97,0,0
48,949924,76,0,0
49,949935,65,0,0
50,949946,54,0,0
51,949949,51,0,0
52,949940,60,0,0
53,949954,46,0,0
54,949948,52,0,0
55,949957,43,0,0
56,949972,28,0,0
57,949971,29,0,0
58,949972,28,0,0
59,949973,26,0,1
60,949968,32,0,0
61,949970,30,0,0
62,949978,22,0,0
63,949967,33,0,0
64,949959,41,0,0
65,949959,41,0,0
66,949964,36,0,0
67,949976,24,0,0
68,949974,26,0,0
69,949975,25,0,0
70,949978,22,0,0
71,949985,15,0,0
72,949986,14,0,0
73,949983,17,0,0
74,949976,24,0,0
75,949983,17,0,0
76,949990,10,0,0
77,949989,11,0,0
78,949990,10,0,0
79,949991,9,0,0
80,949991,9,0,0
81,949984,16,0,0
82,949993,7,0,0
83,949998,2,0,0
84,949998,2,0,0
85,949999,1,0,0
86,950000,0,0,0
