"Number of times that the grid reaches 95%","Recipients","Donors","Transconjugants","Segregants"
1,499356,447221,167,3256
2,501402,444607,243,3748
3,503730,441981,332,3957
4,506792,438533,415,4260
5,508592,436270,502,4636
6,510869,433622,649,4860
7,513302,430869,665,5164
8,515573,428091,813,5523
9,517430,425911,871,5788
10,519429,423524,925,6122
11,522277,420365,961,6397
12,525097,417141,1017,6745
13,527571,414229,1095,7105
14,530065,411131,1191,7613
15,532987,407742,1266,8005
16,535879,404269,1282,8570
17,538472,401459,1324,8745
18,541216,398410,1378,8996
19,543439,395581,1458,9522
20,546049,392538,1491,9922
21,548392,389822,1522,10264
22,550709,386965,1617,10709
23,553884,383357,1668,11091
24,557080,379756,1725,11439
25,560222,376311,1712,11755
26,563198,373056,1752,11994
27,565046,370936,1792,12226
28,567507,368220,1820,12453
29,570745,364678,1846,12731
30,573426,361363,1804,13407
31,576017,358345,1862,13776
32,579478,354523,1833,14166
33,583112,350529,1858,14501
34,587126,345893,1869,15112
35,589444,343224,1834,15498
36,592879,339275,1895,15951
37,594904,336838,1906,16352
38,597667,333727,1902,16704
39,600308,330525,1932,17235
40,602862,327620,1970,17548
41,606384,323813,1931,17872
42,608691,320809,1887,18613
43,612035,316936,1907,19122
44,614945,313694,1852,19509
45,617603,310877,1799,19721
46,620393,307800,1808,19999
47,623477,304250,1782,20491
48,625803,301515,1740,20942
49,628113,298699,1662,21526
50,630604,295701,1659,22036
51,633571,292491,1640,22298
52,636591,289066,1581,22762
53,639286,286021,1552,23141
54,642757,282059,1564,23620
55,645200,279114,1555,24131
56,648071,275640,1554,24735
57,650239,272985,1576,25200
58,653032,269919,1608,25441
59,655482,267252,1614,25652
60,657595,264875,1686,25844
61,659666,262251,1628,26455
62,661943,259855,1613,26589
63,664123,257021,1533,27323
64,666416,254337,1516,27731
65,669086,251337,1540,28037
66,671731,248145,1593,28531
67,674139,245416,1634,28811
68,676922,242534,1585,28959
69,679217,239784,1602,29397
70,681812,236875,1635,29678
71,684688,233687,1572,30053
72,687250,230851,1538,30361
73,689072,228673,1460,30795
74,691611,225819,1438,31132
75,693429,223866,1443,31262
76,695880,221024,1513,31583
77,697928,218697,1496,31879
78,701301,215193,1475,32031
79,703645,212703,1457,32195
80,706007,209983,1441,32569
81,708980,206642,1466,32912
82,710813,204494,1431,33262
83,713333,201940,1462,33265
84,715607,199432,1492,33469
85,717402,197084,1455,34059
86,720082,194275,1358,34285
87,721689,192316,1359,34636
88,723735,190065,1352,34848
89,725783,188059,1279,34879
90,727637,185569,1335,35459
91,729765,183108,1341,35786
92,731927,180880,1316,35877
93,733951,178611,1331,36107
94,736249,175980,1310,36461
95,738253,173996,1291,36460
96,740269,171619,1289,36823
97,742164,169449,1238,37149
98,744385,167018,1226,37371
99,746723,164339,1232,37706
100,749291,161693,1204,37812
101,751344,159086,1225,38345
102,753198,156791,1226,38785
103,754971,154973,1253,38803
104,756782,153119,1258,38841
105,758826,151155,1249,38770
106,760693,149278,1195,38834
107,762796,147079,1204,38921
108,764578,145058,1192,39172
109,766533,143100,1117,39250
110,768298,141311,1086,39305
111,770249,138866,1100,39785
112,772166,136999,1132,39703
113,774345,134658,1079,39918
114,775863,133249,1065,39823
115,777241,131171,1104,40484
116,778376,129569,1083,40972
117,779501,128001,1095,41403
118,780719,126653,1095,41533
119,782272,124756,1031,41941
120,783948,122864,994,42194
121,785790,120996,961,42253
122,787278,119239,987,42496
123,788745,117558,929,42768
124,790019,116207,942,42832
125,791585,114289,940,43186
126,793102,112789,913,43196
127,794241,111306,989,43464
128,796093,109412,1007,43488
129,797171,107959,993,43877
130,798735,106448,985,43832
131,800271,104583,961,44185
132,801777,103050,983,44190
133,803225,101741,954,44080
134,805043,99963,908,44086
135,806757,98339,897,44007
136,807423,97465,895,44217
137,808742,96203,906,44149
138,809857,94965,882,44296
139,811004,93528,891,44577
140,812111,92159,834,44896
141,813691,90412,856,45041
142,814740,89232,861,45167
143,815854,88138,762,45246
144,816778,86633,734,45855
145,818120,85225,793,45862
146,819005,83753,786,46456
147,819873,82347,714,47066
148,821255,81119,730,46896
149,821840,80503,733,46924
150,822886,78982,685,47447
151,823618,78082,615,47685
152,824329,77228,600,47843
153,825604,75845,655,47896
154,826746,74643,644,47967
155,827990,73428,585,47997
156,829248,72324,551,47877
157,829858,71517,582,48043
158,831113,70041,544,48302
159,831952,69234,539,48275
160,832551,68513,529,48407
161,833520,67363,550,48567
162,834654,66104,578,48664
163,836118,64533,630,48719
164,836654,63810,628,48908
165,837840,62681,599,48880
166,838877,61650,559,48914
167,839756,60297,595,49352
168,840546,59225,582,49647
169,841544,58401,510,49545
170,842676,57125,499,49700
171,842918,56511,464,50107
172,843930,55735,420,49915
173,844394,55308,454,49844
174,845166,54432,444,49958
175,846163,53177,426,50234
176,846719,52276,414,50591
177,847410,51556,384,50650
178,848274,50883,380,50463
179,848967,50096,373,50564
180,849656,49476,355,50513
181,850294,48560,401,50745
182,851088,47884,385,50643
183,851919,47089,362,50630
184,852557,46506,358,50579
185,853205,45815,340,50640
186,853667,45173,329,50831
187,854794,44118,333,50755
188,855237,43610,340,50813
189,855493,43072,370,51065
190,855789,42557,357,51297
191,856422,41868,344,51366
192,857422,40798,344,51436
193,858068,40382,297,51253
194,858770,39781,296,51153
195,859163,39534,285,51018
196,859287,39168,303,51242
197,860175,38295,280,51250
198,861047,37556,264,51133
199,861092,36987,278,51643
200,861648,36463,293,51596
201,862180,35964,271,51585
202,862744,35411,268,51577
203,863464,34811,306,51419
204,864311,33969,280,51440
205,864455,33603,270,51672
206,864740,33188,264,51808
207,865719,32598,256,51427
208,866406,31879,259,51456
209,866866,31555,262,51317
210,867099,30961,223,51717
211,867983,30333,236,51448
212,868632,29852,216,51300
213,869449,28919,232,51400
214,869696,28644,235,51425
215,870324,28000,229,51447
216,870477,27437,240,51846
217,870814,27179,245,51762
218,871470,26677,234,51619
219,871888,26046,248,51818
220,872157,25585,241,52017
221,872757,25022,223,51998
222,873170,24740,196,51894
223,873039,24659,171,52131
224,873454,23904,196,52446
225,873948,23808,190,52054
226,874311,23704,201,51784
227,874770,23072,213,51945
228,874839,22906,186,52069
229,875146,22505,225,52124
230,875663,22453,232,51652
231,875614,21985,234,52167
232,876171,21706,216,51907
233,876604,21415,195,51786
234,876550,21034,205,52211
235,876735,20662,228,52375
236,877290,20410,221,52079
237,877509,20254,213,52024
238,878038,19779,223,51960
239,878576,19249,207,51968
240,878755,18931,200,52114
241,879053,18615,209,52123
242,879077,18312,216,52395
243,878807,18145,235,52813
244,879064,17739,250,52947
245,879046,17631,234,53089
246,878986,17510,242,53262
247,879208,17210,212,53370
248,879369,16893,196,53542
249,879233,16764,169,53834
250,879662,16484,155,53699
251,879902,16017,170,53911
252,879934,15726,174,54166
253,880466,15213,156,54165
254,880739,14885,181,54195
255,880920,14670,174,54236
256,880810,14405,192,54593
257,881223,14285,184,54308
258,881165,14165,171,54499
259,881051,13983,165,54801
260,881394,13700,156,54750
261,881370,13595,124,54911
262,881669,13374,127,54830
263,881858,13096,111,54935
264,882415,12761,123,54701
265,882969,12447,117,54467
266,882804,12373,125,54698
267,882946,12437,110,54507
268,883059,12335,97,54509
269,883091,12221,104,54584
270,883413,11992,97,54498
271,883744,11742,93,54421
272,883805,11607,91,54497
273,884115,11421,76,54388
274,884348,11012,73,54567
275,884706,10744,71,54479
276,885075,10494,55,54376
277,885219,10281,40,54460
278,885314,10057,39,54590
279,885449,9837,53,54661
280,886067,9414,46,54473
281,886067,9332,42,54559
282,885999,9076,61,54864
283,886081,8948,65,54906
284,886515,8717,76,54692
285,886973,8393,88,54546
286,887501,8016,74,54409
287,887532,7897,81,54490
288,887561,7774,92,54573
289,887967,7596,82,54355
290,888329,7354,72,54245
291,888318,7171,76,54435
292,888528,7070,72,54330
293,888685,6985,88,54242
294,888615,6924,98,54363
295,888838,6761,83,54318
296,888813,6487,99,54601
297,889099,6219,92,54590
298,888848,6226,84,54842
299,888555,6264,65,55116
300,888268,6220,66,55446
301,888334,6184,64,55418
302,888622,6202,62,55114
303,889306,5849,63,54782
304,889219,5853,62,54866
305,889417,5776,47,54760
306,889343,5653,47,54957
307,889241,5559,51,55149
308,889017,5441,46,55496
309,889141,5285,41,55533
310,889334,5374,45,55247
311,889159,5336,52,55453
312,889614,5072,41,55273
313,889784,5070,37,55109
314,890365,4772,28,54835
315,890181,4753,38,55028
316,890468,4603,41,54888
317,890409,4565,41,54985
318,890357,4398,46,55199
319,890306,4287,48,55359
320,890480,4189,45,55286
321,890846,3998,36,55120
322,891036,3905,46,55013
323,890991,3800,48,55161
324,891209,3815,46,54930
325,891180,3720,40,55060
326,891342,3686,33,54939
327,891424,3646,32,54898
328,891363,3575,36,55026
329,891018,3497,30,55455
330,891249,3396,43,55312
331,891357,3346,41,55256
332,891210,3301,36,55453
333,891120,3207,36,55637
334,890909,3170,44,55877
335,891089,3070,51,55790
336,891346,3003,45,55606
337,890641,2909,52,56398
338,890421,2799,42,56738
339,890904,2730,37,56329
340,891002,2805,35,56158
341,890949,2775,36,56240
342,891130,2768,34,56068
343,890981,2717,37,56265
344,891109,2617,39,56235
345,891047,2502,40,56411
346,891543,2376,31,56050
347,891510,2377,30,56083
348,891398,2252,18,56332
349,891772,2140,18,56070
350,891626,2125,22,56227
351,891588,2025,8,56379
352,891278,1957,6,56759
353,891258,1885,3,56854
354,891265,1808,0,56927
355,891173,1840,0,56987
356,890884,1808,1,57307
357,890936,1759,1,57304
358,890978,1711,0,57311
359,891089,1714,3,57194
360,891200,1657,5,57138
361,891123,1558,3,57316
362,891291,1593,6,57110
363,891467,1554,8,56971
364,891202,1546,10,57242
365,891297,1470,9,57224
366,890998,1580,14,57408
367,890813,1565,22,57600
368,890632,1510,12,57846
369,890700,1494,13,57793
370,890830,1483,12,57675
371,890639,1470,16,57875
372,890566,1472,8,57954
373,890554,1412,6,58028
374,890295,1364,3,58338
375,890225,1418,0,58357
376,890321,1326,0,58353
377,890121,1319,0,58560
378,890125,1322,3,58550
379,890187,1292,6,58515
380,890658,1239,5,58098
381,890483,1286,3,58228
382,890376,1283,3,58338
383,890436,1269,6,58289
384,890305,1275,4,58416
385,890445,1280,1,58274
386,890740,1222,4,58034
387,890495,1167,6,58332
388,890918,1150,2,57930
389,891021,1139,0,57840
390,891136,1127,0,57737
391,891079,1118,0,57803
392,891145,1100,0,57755
393,890908,1083,0,58009
394,891107,1112,0,57781
395,891388,1041,0,57571
396,891202,1019,0,57779
397,891549,990,0,57461
398,891357,977,0,57666
399,891189,989,0,57822
400,891138,949,2,57911
401,891270,902,0,57828
402,891434,816,1,57749
403,891470,832,1,57697
404,891671,850,4,57475
405,891583,811,7,57599
406,891578,817,3,57602
407,891535,819,5,57641
408,891822,792,3,57383
409,891976,780,1,57243
410,892096,710,1,57193
411,891926,721,3,57350
412,892094,734,3,57169
413,892312,764,3,56921
414,892114,787,3,57096
415,892062,793,2,57143
416,892168,800,0,57032
417,892128,816,3,57053
418,892249,857,7,56887
419,891881,813,5,57301
420,891874,807,7,57312
421,891623,817,6,57554
422,891718,853,4,57425
423,891481,839,10,57670
424,891679,829,19,57473
425,891507,792,21,57680
426,891437,789,16,57758
427,891268,793,16,57923
428,891392,751,10,57847
429,891127,735,7,58131
430,891000,703,10,58287
431,891071,667,7,58255
432,891036,638,5,58321
433,890848,579,6,58567
434,891093,584,5,58318
435,891327,579,3,58091
436,891482,599,2,57917
437,891233,543,2,58222
438,890937,497,5,58561
439,891074,464,3,58459
440,891043,475,4,58478
441,890618,493,7,58882
442,890370,478,4,59148
443,890687,457,4,58852
444,890719,452,5,58824
445,890662,456,6,58876
446,890302,464,4,59230
